"Name","ProcessID","ParentProcessName","ParentProcessID","ServiceInfo","StartTime","Duration","CPU","TotalProcessorTime","NetworkConnections","NetworkConnectionCount","CommandLine","Path","WorkingSet","MemoryUsage","MD5Hash","SignerCertificate","StatusMessage","SignerCompany","Company","Product","ProductVersion","Description","Modules","ModuleCount","Threads","ThreadCount","Handle","Handles","HandleCount","Owner","OwnerSID","PSComputerName","RunspaceId","PSShowComputerName"
"svchost","776","services","536","RpcEptMapper [Auto Start By NT AUTHORITY\NetworkService]
","1/7/2020 12:48:35 AM","00:37:46.1332003","0.8125","00:00:00.8125000","[Listen] ::;593 <--> ::;0 [12/31/1600 19:00:00]
[Listen] ::;135 <--> ::;0 [12/31/1600 19:00:00]
[Listen] 0.0.0.0;593 <--> 0.0.0.0;0 [12/31/1600 19:00:00]
[Listen] 0.0.0.0;135 <--> 0.0.0.0;0 [12/31/1600 19:00:00]","4",,"C:\Windows\system32\svchost.exe","6942720","6.62 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","826B2E27B4A7DFC3ED7D34AD6A5BA22699D205D6","Valid","Microsoft Windows Publisher","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll rpcepmap.dll RpcRtRemote.dll rpcss.dll msvcrt.dll powrprof.dll combase.dll CRYPTSP.dll rsaenh.dll bcrypt.dll CRYPTBASE.dll bcryptPrimitives.dll WS2_32.dll NSI.dll mswsock.dll FirewallAPI.dll kernel.appcore.dll clbcatq.dll fwpuclnt.dll rpchttp.dll ADVAPI32.dll Secur32.dll wtsapi32.dll WINSTA.dll","30","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","6","3080","389","389","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"LogonUI","860","winlogon","560",,"1/7/2020 12:48:36 AM","00:37:46.0054770","0.40625","00:00:00.4062500",,"0",,"C:\Windows\system32\LogonUI.exe","38371328","36.59 MB","997C0E69C490770815DD64189AD2F59F8309AD266981BFC5D70A728DD174D19C",,"NotSigned",,"Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.17415","Windows Logon User Interface Host","LogonUI.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll combase.dll RPCRT4.dll SspiCli.dll sechost.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll IMM32.DLL MSCTF.dll uxtheme.dll clbcatq.dll authui.dll SHCORE.dll SHLWAPI.dll DUI70.dll dwmapi.dll powrprof.dll Comctl32.dll DUser.dll SndVolSSO.DLL ole32.dll HID.DLL MMDevApi.dll DEVOBJ.dll cfgmgr32.dll SLC.dll sppc.dll ADVAPI32.dll Bcp47Langs.dll SmartcardCredentialProvider.dll cngcredui.dll dwrite.dll OLEACC.dll OLEAUT32.DLL McAfee.TrueKey.CredentialProvider.dll Secur32.dll SHELL32.dll CRYPT32.dll MSVCP120.dll MSVCR120.dll WTSAPI32.dll WINTRUST.dll MSASN1.dll UIAnimation.dll dxgi.dll d3d11.dll d3d10warp.dll dcomp.dll WINBRAND.dll certCredProvider.dll rasplap.dll RASAPI32.dll rtutils.dll rasman.dll WS2_32.dll NSI.dll WINSTA.dll WinSCard.dll InputSwitch.dll uiautomationcore.dll CRYPTSP.dll rsaenh.dll bcrypt.dll PROPSYS.dll apphelp.dll BatMeter.dll wkscli.dll netutils.dll profapi.dll windowscodecs.dll PhotoMetadataHandler.dll Windows.Globalization.dll","79","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","8","3064","335","335","NT AUTHORITY\SYSTEM","S-1-5-18","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"dwm","892","winlogon","560",,"1/7/2020 12:48:36 AM","00:37:45.9273513","0.078125","00:00:00.0781250",,"0",,"C:\Windows\system32\dwm.exe","47833088","45.62 MB","E30953278AF244CBF40991A1002F82783ADD42EC13A583C51864C0D8CABD8005",,"NotSigned",,"Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Desktop Window Manager","dwm.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll apphelp.dll msvcrt.dll USER32.dll GDI32.dll IMM32.dll dwmredir.dll dwmcore.dll MSCTF.dll dcomp.dll uxtheme.dll combase.dll RPCRT4.dll SspiCli.dll sechost.dll WindowsCodecs.dll avrt.dll d3d11.dll dxgi.dll d3d10warp.dll uDWM.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll clbcatq.dll UIAnimation.dll d2d1.dll XmlLite.dll powrprof.dll","32","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","7","4484","180","180","Window Manager\DWM-1","S-1-5-90-1","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"svchost","900","services","536","AppIDSvc [Auto Start By NT Authority\LocalService]
","1/7/2020 12:48:36 AM","00:37:45.8938213","4.640625","00:00:04.6406250","[Listen] ::;49153 <--> ::;0 [12/31/1600 19:00:00]
[Listen] 0.0.0.0;49153 <--> 0.0.0.0;0 [12/31/1600 19:00:00]","2",,"C:\Windows\System32\svchost.exe","19472384","18.57 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","826B2E27B4A7DFC3ED7D34AD6A5BA22699D205D6","Valid","Microsoft Windows Publisher","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll combase.dll msvcrt.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll wevtsvc.dll powrprof.dll WS2_32.dll NSI.dll mswsock.dll gpapi.dll appidsvc.dll ole32.dll OLEAUT32.dll USERENV.dll ktmw32.dll SLC.dll profapi.dll sppc.dll ADVAPI32.dll CRYPT32.dll MSASN1.dll lmhsvc.dll IPHLPAPI.DLL nrpsrv.DLL WINNSI.DLL wcmsvc.dll wtsapi32.dll WINSTA.dll dhcpcore.dll DNSAPI.dll wcmcsp.dll CFGMGR32.dll WMICLNT.dll firewallapi.dll kerberos.DLL cryptdll.dll nlaapi.dll dhcpcore6.dll Wlanapi.dll Wlanhlp.dll CRYPTSP.dll rsaenh.dll bcrypt.dll clbcatq.dll audiosrv.dll ksuser.dll HID.DLL MMDevAPI.DLL AVRT.dll DEVOBJ.dll mdnsNSP.dll winrnr.dll rasadhlp.dll napinsp.dll fwpuclnt.dll taskschd.dll","66","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","19","3356","656","656","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"svchost","928","services","536","CryptSvc [Auto Start By NT Authority\NetworkService]
","1/7/2020 12:48:36 AM","00:37:45.8449780","0.609375","00:00:00.6093750",,"0",,"C:\Windows\system32\svchost.exe","18440192","17.59 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","826B2E27B4A7DFC3ED7D34AD6A5BA22699D205D6","Valid","Microsoft Windows Publisher","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll combase.dll msvcrt.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll cryptsvc.dll CRYPT32.dll MSASN1.dll crypttpmeksvc.dll ncrypt.dll OLEAUT32.dll bcrypt.dll NTASN1.dll cryptcatsvc.dll dnsrslvr.dll WS2_32.dll DNSAPI.dll WINNSI.DLL NSI.dll Fwpuclnt.dll dnsext.dll USERENV.dll profapi.dll gpapi.dll iphlpapi.dll mswsock.dll dhcpcsvc6.DLL dhcpcsvc.DLL VSSAPI.DLL VssTrace.DLL DSROLE.dll bcd.dll samcli.dll netutils.dll SAMLIB.dll advapi32.dll CRYPTSP.dll rsaenh.dll clbcatq.dll es.dll PROPSYS.dll wkssvc.dll netjoin.dll logoncli.dll WLDAP32.dll nlasvc.dll CFGMGR32.dll wevtapi.dll ncsi.dll powrprof.dll WINHTTP.dll ssdpapi.dll WMICLNT.dll wkscli.dll WTSAPI32.dll WINSTA.dll webio.dll wsmsvc.dll miutils.dll mi.dll shell32.dll SHLWAPI.dll SHCORE.dll pcwum.dll HTTPAPI.dll Ntdsapi.dll mdnsNSP.dll rasadhlp.dll DSPARSE.dll msv1_0.DLL cryptdll.dll wevtfwd.dll CRYPTNET.dll ESENT.dll kerberos.DLL wsmplpxy.dll","85","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","20","3396","596","596","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"svchost","956","services","536","BDESVC [Manual Start By localSystem]
","1/7/2020 12:48:36 AM","00:37:45.8293494","77.109375","00:01:17.1093750","[Listen] ::;49154 <--> ::;0 [12/31/1600 19:00:00]
[Listen] 0.0.0.0;49154 <--> 0.0.0.0;0 [12/31/1600 19:00:00]","2",,"C:\Windows\system32\svchost.exe","50880512","48.52 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","826B2E27B4A7DFC3ED7D34AD6A5BA22699D205D6","Valid","Microsoft Windows Publisher","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll combase.dll msvcrt.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll themeservice.dll profsvc.dll USERENV.dll OLEAUT32.dll SYSNTFY.dll profapi.dll gpsvc.dll srvcli.dll WLDAP32.dll GPAPI.dll NSI.dll wevtapi.dll nlaapi.dll profsvcext.dll NTDSAPI.dll NETAPI32.dll SHELL32.dll ATL.DLL SHLWAPI.dll WS2_32.dll netutils.dll wkscli.dll LOGONCLI.DLL clbcatq.dll CRYPTSP.dll rsaenh.dll bcrypt.dll WINSTA.dll DSROLE.dll sens.dll cfgmgr32.dll ADVAPI32.dll DEVOBJ.dll schedsvc.dll UBPM.dll AUTHZ.dll pcwum.dll ktmw32.dll XmlLite.dll DABAPI.dll CSystemEventsBrokerClient.dll EventAggregation.dll powrprof.dll FVEAPI.dll bcd.dll FVECERTS.dll CRYPT32.dll MSASN1.dll taskcomp.dll ntmarta.dll mswsock.dll netjoin.dll WTSAPI32.dll mmcss.dll AVRT.dll SHCORE.DLL PROPSYS.dll srvsvc.dll IPHLPAPI.DLL WINNSI.DLL WMICLNT.dll SSCORE.DLL sscoreext.dll mi.dll miutils.dll wmidcom.dll DPAPI.DLL FirewallAPI.DLL RESUTILS.DLL CLUSAPI.dll cryptdll.dll DNSAPI.dll mdnsNSP.dll rasadhlp.dll fwpuclnt.dll dhcpcsvc6.DLL dhcpcsvc.DLL certprop.dll WinSCard.dll Secur32.dll WMsgAPI.dll SETUPAPI.dll ikeext.dll DSPARSE.dll kerberos.DLL wmisvc.dll wbemcomn.dll VSSAPI.DLL VssTrace.DLL samcli.dll SAMLIB.dll iphlpsvc.dll rtutils.dll wbemcore.dll esscli.dll FastProx.dll wbemprox.dll wbemsvc.dll httpprxm.dll wmiutils.dll repdrvfs.dll adhsvc.dll WINHTTP.dll netprofm.dll sqmapi.dll WDSCORE.dll WINTRUST.dll devrtl.DLL NCI.dll wmiprvsd.dll NCObjAPI.DLL wbemess.dll winrnr.dll napinsp.dll ole32.dll ncprov.dll devicesetupmanager.dll newdev.dll deviceassociation.dll UxTheme.dll bdesvc.dll Cabinet.dll npmproxy.dll DevPropMgr.dll DeviceDriverRetrievalClient.dll DeviceMetadataRetrievalClient.dll wer.dll sessenv.dll ncrypt.dll NTASN1.dll sxs.dll tbs.dll qmgr.dll bitsperf.dll bitsigd.dll qmgrprxy.dll dssenh.dll bitsprx7.dll bitsprx5.dll bitsprx3.dll bitsprx2.dll bitsprx6.dll webio.dll drvstore.dll SPINF.dll Comctl32.dll RasApi32.dll rasman.dll shacct.dll taskschd.dll","164","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","41","5108","1535","1535","NT AUTHORITY\SYSTEM","S-1-5-18","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"svchost","228","services","536","EventSystem [Auto Start By NT AUTHORITY\LocalService]
","1/7/2020 12:48:36 AM","00:37:45.7512244","0.15625","00:00:00.1562500",,"0",,"C:\Windows\system32\svchost.exe","11689984","11.15 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","826B2E27B4A7DFC3ED7D34AD6A5BA22699D205D6","Valid","Microsoft Windows Publisher","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll combase.dll msvcrt.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll es.dll CRYPTSP.dll rsaenh.dll bcrypt.dll clbcatq.dll OLEAUT32.dll advapi32.dll nsisvc.dll NSI.dll sxs.dll ole32.dll fntcache.dll w32time.dll logoncli.dll cryptdll.dll WS2_32.dll mswsock.dll winhttp.dll USERENV.dll profapi.dll gpapi.dll DSROLE.dll IPHLPAPI.DLL WINNSI.DLL netutils.dll DNSAPI.dll dhcpcsvc6.DLL dhcpcsvc.DLL mdnsNSP.dll rasadhlp.dll vmictimeprovider.dll PSAPI.DLL CFGMGR32.dll netprofmsvc.dll nlaapi.dll npmproxy.dll","50","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","16","3176","469","469","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"svchost","384","services","536","AudioEndpointBuilder [Auto Start By LocalSystem]
","1/7/2020 12:48:36 AM","00:37:45.6477898","0.25","00:00:00.2500000",,"0",,"C:\Windows\system32\svchost.exe","11886592","11.34 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","826B2E27B4A7DFC3ED7D34AD6A5BA22699D205D6","Valid","Microsoft Windows Publisher","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll combase.dll msvcrt.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll wudfsvc.dll cfgmgr32.dll DEVOBJ.dll WUDFPlatform.dll advapi32.dll audioendpointbuilder.dll bcrypt.dll MMDevAPI.DLL SETUPAPI.dll clbcatq.dll powrprof.dll wtsapi32.dll WINSTA.dll hidserv.dll HID.DLL WINTRUST.dll CRYPT32.dll MSASN1.dll ntmarta.dll umrdp.dll WINSPOOL.DRV newdev.dll UxTheme.dll devrtl.DLL ualsvc.dll OLEAUT32.dll ole32.dll SHELL32.dll tdh.dll mi.dll ESENT.dll SHLWAPI.dll miutils.dll SHCORE.dll wbemprox.dll WS2_32.dll wbemcomn.dll NSI.dll CRYPTSP.dll rsaenh.dll wbemsvc.dll fastprox.dll","56","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","16","4580","356","356","NT AUTHORITY\SYSTEM","S-1-5-18","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"svchost","668","services","536","WlanSvc [Auto Start By LocalSystem]
","1/7/2020 12:48:36 AM","00:37:45.4886436","0.0625","00:00:00.0625000",,"0",,"C:\Windows\system32\svchost.exe","9822208","9.37 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","826B2E27B4A7DFC3ED7D34AD6A5BA22699D205D6","Valid","Microsoft Windows Publisher","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll combase.dll msvcrt.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll wlansvc.dll dhcpcsvc.DLL WLANMSM.DLL OneX.DLL SYSNTFY.dll CRYPTSP.dll WS2_32.dll NSI.dll WLANSEC.dll IPHLPAPI.DLL eappprxy.dll WINNSI.DLL wlansvcpal.dll FirewallAPI.dll OLEAUT32.dll clbcatq.dll msxml6.dll CRYPT32.dll MSASN1.dll DPAPI.DLL rsaenh.dll bcrypt.dll AUTHZ.dll WiFiDisplay.dll CFGMGR32.dll wlanapi.dll SETUPAPI.dll WMICLNT.dll wevtapi.dll wlgpclnt.dll l2gpstore.dll gpapi.dll DSROLE.dll wtsapi32.dll WINSTA.dll powrprof.dll kerberos.DLL cryptdll.dll","52","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","5","4140","242","242","NT AUTHORITY\SYSTEM","S-1-5-18","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"rundll32","1140","svchost","956",,"1/7/2020 12:48:36 AM","00:37:45.1373641","0.21875","00:00:00.2187500",,"0",,"C:\Windows\system32\rundll32.exe","11497472","10.96 MB","5CC2C563D89257964C4B446F54AFE1E57BBEE49315A9FC001FF5A6BCB6650393",,"NotSigned",,"Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Windows host process (Rundll32)","rundll32.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll USER32.dll msvcrt.dll imagehlp.dll SHLWAPI.dll combase.dll GDI32.dll RPCRT4.dll SspiCli.dll sechost.dll pla.dll ADVAPI32.dll pdh.dll tdh.dll NSI.dll Cabinet.dll wevtapi.dll SHCORE.DLL SHELL32.dll ole32.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll OLEAUT32.dll clbcatq.dll taskschd.dll XmlLite.dll msxml3.dll bcrypt.dll perfos.dll perfproc.dll pcwum.dll","35","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","5","4104","223","223","NT AUTHORITY\SYSTEM","S-1-5-18","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"svchost","1244","services","536","BFE [Auto Start By NT AUTHORITY\LocalService]
","1/7/2020 12:48:37 AM","00:37:44.9498423","0.453125","00:00:00.4531250",,"0",,"C:\Windows\system32\svchost.exe","13905920","13.26 MB","C7DB4AE8175C33A47BAA3DDFA089FAD17BC8E362F21E835D78AB22C9231FE370","826B2E27B4A7DFC3ED7D34AD6A5BA22699D205D6","Valid","Microsoft Windows Publisher","Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll SspiCli.dll combase.dll msvcrt.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll user32.dll GDI32.dll bfe.dll AUTHZ.dll WS2_32.dll DNSAPI.dll NSI.dll wevtapi.dll pcwum.dll mpssvc.dll FirewallAPI.dll cfgmgr32.dll fwpuclnt.dll adhapi.dll gpapi.dll IPHLPAPI.DLL WINNSI.DLL dhcpcsvc6.DLL dhcpcsvc.DLL mswsock.dll wfapigp.dll advapi32.dll ntmarta.dll bcrypt.dll pla.dll pdh.dll tdh.dll SHLWAPI.dll Cabinet.dll SHCORE.DLL ole32.dll OLEAUT32.dll clbcatq.dll netprofm.dll CRYPTSP.dll rsaenh.dll npmproxy.dll dps.dll taskschd.dll wdi.dll pnpts.dll wdiasqmmodule.dll radardt.dll WTSAPI32.dll VERSION.dll POWRPROF.dll","58","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","18","2964","391","391","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"spoolsv","1492","services","536","Spooler [Auto Start By LocalSystem]
","1/7/2020 12:48:55 AM","00:37:27.0644381","0.09375","00:00:00.0937500","[Listen] ::;49159 <--> ::;0 [12/31/1600 19:00:00]
[Listen] 0.0.0.0;49159 <--> 0.0.0.0;0 [12/31/1600 19:00:00]","2",,"C:\Windows\System32\spoolsv.exe","10031104","9.57 MB","5144AA4C45598B0749D4F2CF477BB8E9B75DFB858385888E31E703B7C8FB6463",,"NotSigned",,"Microsoft Corporation","Microsoft? Windows? Operating System","6.3.9600.16384","Spooler SubSystem App","spoolsv.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll USER32.dll msvcrt.dll sechost.dll RPCRT4.dll DNSAPI.dll powrprof.dll GDI32.dll SspiCli.dll WS2_32.dll NSI.dll ualapi.dll ESENT.dll ntmarta.dll SHELL32.dll combase.dll SHLWAPI.dll kernel.appcore.dll CRYPTBASE.dll bcryptPrimitives.dll mswsock.dll clusapi.dll cryptdll.dll advapi32.dll IPHLPAPI.DLL WINNSI.DLL mdnsNSP.dll rasadhlp.dll fwpuclnt.dll localspl.dll CRYPT32.dll srvcli.dll cfgmgr32.dll CRYPTSP.dll SPOOLSS.DLL WINTRUST.dll SETUPAPI.dll bcrypt.dll MSASN1.dll winspool.drv PrintIsolationProxy.dll tcpmon.dll snmpapi.dll wsnmp32.dll usbmon.dll OLEAUT32.dll DEVOBJ.dll WSDMon.dll wsdapi.dll webservices.dll FirewallAPI.dll clbcatq.dll FunDisc.dll XmlLite.dll fdPnp.dll ATL.DLL drvstore.dll winprint.dll USERENV.dll profapi.dll gpapi.dll VERSION.dll DSROLE.dll win32spl.dll WINSTA.dll rsaenh.dll DEVRTL.dll SPINF.dll cscapi.dll netutils.dll","73","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","11","4144","367","367","NT AUTHORITY\SYSTEM","S-1-5-18","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
"armsvc","1520","services","536","AdobeARMservice [Auto Start By LocalSystem]
","1/7/2020 12:48:55 AM","00:37:27.0175597","0.015625","00:00:00.0156250",,"0",,"C:\Program Files (x86)\Common Files\Adobe\ARM\1.0\armsvc.exe","4255744","4.06 MB","AC311C5D59AA1FA2B1B3CDB9CCEABEC85878BF6CA6106253186909AA9EB3C1BA","EAA843CA2833A2E1EBEDEBE7D04F0CA2B4D97344","Valid","Adobe Systems","Adobe Systems Incorporated","Adobe Acrobat Update Service","1.824.26.5200","Adobe Acrobat Update Service","armsvc.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread System.Diagnostics.ProcessThread","3","4788","84","84","NT AUTHORITY\SYSTEM","S-1-5-18","MEGATRON","753544eb-381f-4f3c-abac-92b9d16d3138","True"
