"ExportFileName","Properties_PoSh","Command_WinRM_PoSh","Name","Type"
"Get-Process (User Added Command)","*","Invoke-Command -ScriptBlock { Get-Process -Name lsass }","Get-Process -Name lsass","(WinRM) PoSh"
