"PSComputerName","Name","Manufacturer","Caption","DeviceID","SocketDesignation","MaxClockSpeed"
"DELLWIN10","Intel(R) Core(TM) i7-2620M CPU @ 2.70GHz","GenuineIntel","Intel64 Family 6 Model 42 Stepping 7","CPU0","CPU 1","2701"
