"PSComputerName","Description","Manufacturer","Model","SystemType","NumberOfProcessors","TotalPhysicalMemory","EnableDaylightSavingsTime","BootupState","PartOfDomain","Domain","Username","PrimaryOwnerName"
"2012DATA-DC1","AT/AT COMPATIBLE","VMware, Inc.","VMware Virtual Platform","x64-based PC","1","1073135616","True","Normal boot","True","contoso.com","CONTOSO\Administrator","Windows User"
