"PSComputerName","Name","Vendor","Version","InstallDate","InstallDate2","InstallLocation","InstallSource","PackageName","PackageCache","RegOwner","HelpLink","HelpTelephone","URLInfoAbout","URLUpdateInfo","Language","Description","IdentifyingNumber"
"2012DATA-DC1","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","Microsoft Corporation","9.0.30729.6161","20140907",,,"c:\6fa0d29f15b9182032e69c5f4c918b37\","vc_red.msi","c:\Windows\Installer\9ffa9.msi",,,,,,"1033","Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161","{5FCE6D76-F5DC-37AB-B2B8-22AB8CEDB1D4}"
"2012DATA-DC1","Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","Microsoft Corporation","9.0.30729.6161","20180709",,,"c:\29e9d34500b88881e45b\","vc_red.msi","c:\Windows\Installer\2144e3.msi",,,,,,"1033","Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161","{9BE518E6-ECC6-35A9-88E4-87755C07200F}"
"2012DATA-DC1","VMware Tools","VMware, Inc.","10.2.0.7259539","20180406",,"C:\Program Files\VMware\VMware Tools\","C:\Users\DANIEL~1\AppData\Local\Temp\{1F040F4A-D0CE-4855-9ADE-A255D9DFCAF6}~setup\","VMware Tools64.msi","C:\Windows\Installer\2a4f7.msi",,,,,,"1033","VMware Tools","{1F040F4A-D0CE-4855-9ADE-A255D9DFCAF6}"
"2012DATA-DC1","OpenOffice.org 3.4.1","Apache Software Foundation","3.41.9593","20180709",,"C:\Program Files (x86)\OpenOffice.org 3\","C:\Users\Administrator\Desktop\OpenOffice.org 3.4.1 (en-US) Installation Files\","openofficeorg341.msi","C:\Windows\Installer\2144e6.msi","Cyber","http://www.openoffice.org","x-xxx-xxx-xxx","http://www.openoffice.org","http://www.openoffice.org","1033","OpenOffice.org 3.4.1","{9F1F2AEA-C72A-4DD6-991E-C5506A5625E4}"
"2012DATA-DC1","Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148","Microsoft Corporation","9.0.30729.4148","20140907",,,"c:\9b71b09114c614b971db4ee0\","vc_red.msi","c:\Windows\Installer\9ffa5.msi",,,,,,"1033","Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.4148","{1F1C2DFC-2D24-3E06-BCB8-725134ADF989}"
