"Name","Id","ProcessID","Path","StartTime","WorkingSetSize","Handle","HandleCount","ThreadCount","Company","Product","Description","PSComputerName","RunspaceId","PSShowComputerName"
"svchost","844","844","C:\Windows\system32\svchost.exe","5/24/2020 8:41:24 PM","19734528","2228","1578","31","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","648","648","C:\Windows\system32\svchost.exe","5/24/2020 9:50:51 PM","2879488","2292","310","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","880","880","C:\Windows\system32\svchost.exe","5/24/2020 8:41:24 PM","6082560","2272","509","19","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","780","780","C:\Windows\System32\svchost.exe","5/24/2020 9:50:52 PM","10850304","2336","613","20","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","952","952","C:\Windows\System32\svchost.exe","5/24/2020 8:41:25 PM","10686464","2316","376","16","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","836","836","C:\Windows\system32\svchost.exe","5/24/2020 9:50:52 PM","18857984","2380","1394","31","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","1020","1020","C:\Windows\system32\svchost.exe","5/24/2020 8:41:28 PM","9797632","2360","465","21","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","904","904","C:\Windows\system32\svchost.exe","5/24/2020 9:50:52 PM","6602752","2424","497","19","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","1604","1604","C:\Windows\system32\svchost.exe","5/24/2020 8:41:36 PM","749568","2404","264","14","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","956","956","C:\Windows\System32\svchost.exe","5/24/2020 9:50:52 PM","11980800","2468","372","15","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","1948","1948","C:\Windows\system32\svchost.exe","5/24/2020 8:41:40 PM","1032192","2448","99","3","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","1548","1548","C:\Windows\system32\svchost.exe","5/24/2020 9:50:56 PM","925696","2512","269","14","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","2188","2188","C:\Windows\system32\svchost.exe","5/24/2020 8:43:44 PM","1781760","2492","240","7","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"svchost","2304","2304","C:\Windows\System32\svchost.exe","5/26/2020 2:53:17 AM","3006464","2556","85","2","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"svchost","2292","2292","C:\Windows\System32\svchost.exe","5/25/2020 5:22:05 AM","237568","2536","85","2","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"System","4","4",,"5/24/2020 9:50:44 PM","847872",,"614","127",,,,"Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"System","4","4",,"5/24/2020 8:41:13 PM","507904",,"640","116",,,,"Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"taskhost","2344","2344","C:\Windows\system32\taskhost.exe","5/24/2020 10:05:55 PM","8986624","2640","522","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"taskhost","2708","2708","C:\Windows\system32\taskhost.exe","5/24/2020 8:56:27 PM","9048064","2620","469","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"VSSVC","1792","1792","C:\Windows\system32\vssvc.exe","5/24/2020 9:50:58 PM","1658880","2684","117","2","Microsoft Corporation","Microsoft? Windows? Operating System","Microsoft? Volume Shadow Copy Service","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"VSSVC","1864","1864","C:\Windows\system32\vssvc.exe","5/24/2020 8:41:39 PM","266240","2664","116","2","Microsoft Corporation","Microsoft? Windows? Operating System","Microsoft? Volume Shadow Copy Service","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"wininit","464","464","C:\Windows\system32\wininit.exe","5/24/2020 9:50:48 PM","118784","2728","76","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Start-Up Application","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"wininit","456","456","C:\Windows\system32\wininit.exe","5/24/2020 8:41:20 PM","69632","2708","75","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Start-Up Application","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"winlogon","492","492","C:\Windows\system32\winlogon.exe","5/24/2020 9:50:48 PM","147456","2772","121","3","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"winlogon","484","484","C:\Windows\system32\winlogon.exe","5/24/2020 8:41:20 PM","106496","2752","119","3","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"wsmprovhost","324","324","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:23 PM","60121088","2816","378","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-09","253ccb93-b36a-4806-b5db-27542764c2a0","True"
"wmpnetwk","2000","2000","C:\Program Files\Windows Media Player\wmpnetwk.exe","5/24/2020 8:43:44 PM","1323008","2796","364","7","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Media Player Network Sharing Service","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"wsmprovhost","3068","3068","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:23 PM","60084224","2840","373","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-07","31ab5b42-c84a-4ace-8bc2-c144e2596243","True"
"conhost","3764","3764","C:\Windows\system32\conhost.exe","5/27/2020 1:14:12 PM","2854912","1520","42","2","Microsoft Corporation","Microsoft? Windows? Operating System","Console Window Host","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"csrss","400","400",,"5/24/2020 9:51:13 PM","2002944",,"269","9",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"csrss","452","452",,"5/24/2020 9:51:14 PM","651264",,"90","9",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"csrss","1604","1604",,"5/25/2020 8:57:52 AM","6594560",,"193","9",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"dwm","760","760","C:\Windows\system32\dwm.exe","5/24/2020 9:51:16 PM","14204928","1724","181","7","Microsoft Corporation","Microsoft? Windows? Operating System","Desktop Window Manager","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"dwm","1264","1264","C:\Windows\system32\dwm.exe","5/25/2020 8:57:55 AM","21196800","1768","186","8","Microsoft Corporation","Microsoft? Windows? Operating System","Desktop Window Manager","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"Idle","0","0",,,"4096",,"0","1",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"LogonUI","744","744","C:\Windows\system32\LogonUI.exe","5/24/2020 9:51:16 PM","20672512","1852","369","10","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon User Interface Host","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"lsass","556","556","C:\Windows\system32\lsass.exe","5/24/2020 9:51:15 PM","8740864","1896","990","7","Microsoft Corporation","Microsoft? Windows? Operating System","Local Security Authority Process","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"MalwareX","2964","2964","C:\Users\Administrator\Desktop\MalwareX.exe","5/27/2020 1:14:12 PM","2277376","1940","30","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Command Processor","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"MsMpEng","1256","1256",,"5/24/2020 9:51:19 PM","49733632",,"514","22",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"NisSrv","4032","4032",,"5/27/2020 1:14:12 PM","3284992",,"265","8",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"rdpclip","2272","2272","C:\Windows\system32\rdpclip.exe","5/25/2020 8:57:56 AM","4464640","2068","219","5","Microsoft Corporation","Microsoft? Windows? Operating System","RDP Clipboard Monitor","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"SearchFilterHost","2672","2672","C:\Windows\system32\SearchFilterHost.exe","5/27/2020 1:13:54 PM","4038656","2112","105","5","Microsoft Corporation","Windows? Search","Microsoft Windows Search Filter Host","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"SearchIndexer","2300","2300","C:\Windows\system32\SearchIndexer.exe","5/24/2020 9:53:22 PM","16343040","2156","656","12","Microsoft Corporation","Windows? Search","Microsoft Windows Search Indexer","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"SearchProtocolHost","4012","4012","C:\Windows\system32\SearchProtocolHost.exe","5/27/2020 1:13:54 PM","4648960","2200","260","6","Microsoft Corporation","Windows? Search","Microsoft Windows Search Protocol Host","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"services","548","548",,"5/24/2020 9:51:15 PM","5341184",,"224","5",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"smss","312","312",,"5/24/2020 9:51:10 PM","520192",,"48","2",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"spoolsv","1000","1000","C:\Windows\System32\spoolsv.exe","5/24/2020 9:51:18 PM","6438912","2324","400","9","Microsoft Corporation","Microsoft? Windows? Operating System","Spooler SubSystem App","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","356","356","C:\Windows\system32\svchost.exe","5/24/2020 9:51:17 PM","19824640","2368","1128","46","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","448","448","C:\Windows\system32\svchost.exe","5/24/2020 9:51:18 PM","11513856","2412","490","22","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","612","612","C:\Windows\system32\svchost.exe","5/24/2020 9:51:16 PM","7663616","2456","438","8","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","640","640","C:\Windows\system32\svchost.exe","5/24/2020 9:51:16 PM","3977216","2500","335","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","776","776","C:\Windows\System32\svchost.exe","5/24/2020 9:51:17 PM","19169280","2544","688","20","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","828","828","C:\Windows\system32\svchost.exe","5/24/2020 9:51:17 PM","22204416","2588","1521","35","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","888","888","C:\Windows\system32\svchost.exe","5/24/2020 9:51:17 PM","8032256","2632","544","21","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","952","952","C:\Windows\System32\svchost.exe","5/24/2020 9:51:17 PM","17424384","2676","444","17","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","1384","1384","C:\Windows\system32\svchost.exe","5/25/2020 8:58:10 AM","2105344","2720","77","2","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","1736","1736","C:\Windows\system32\svchost.exe","5/24/2020 9:51:20 PM","1982464","2764","104","3","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"svchost","1784","1784","C:\Windows\system32\svchost.exe","5/24/2020 9:51:20 PM","2760704","2808","269","14","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"System","4","4",,"5/24/2020 9:51:10 PM","458752",,"659","106",,,,"Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"taskhost","2224","2224","C:\Windows\system32\taskhost.exe","5/24/2020 10:06:21 PM","13271040","2892","392","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"taskhostex","2340","2340","C:\Windows\system32\taskhostex.exe","5/25/2020 8:57:56 AM","6545408","2984","217","6","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"VSSVC","2012","2012","C:\Windows\system32\vssvc.exe","5/24/2020 9:51:23 PM","1933312","3060","112","2","Microsoft Corporation","Microsoft? Windows? Operating System","Microsoft? Volume Shadow Copy Service","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"wininit","460","460","C:\Windows\system32\wininit.exe","5/24/2020 9:51:14 PM","811008","3108","76","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Start-Up Application","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"winlogon","488","488","C:\Windows\system32\winlogon.exe","5/24/2020 9:51:14 PM","1036288","3152","121","3","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"winlogon","1128","1128","C:\Windows\system32\winlogon.exe","5/25/2020 8:57:52 AM","3375104","3196","150","2","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"wsmprovhost","292","292","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:23 PM","60047360","3240","372","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
"wsmprovhost","4028","4028","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:00 PM","83398656","3284","719","11","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-05","bca679e5-c222-44af-be21-e031763daf81","True"
