"PSComputerName","AvaiLabelBytes","AvaiLabelKBytes","AvaiLabelMBytes","CacheBytes","CacheBytesPeak","CacheFaultsPersec","Caption","CommitLimit","CommittedBytes","DemandZeroFaultsPersec","FreeAndZeroPageListBytes","FreeSystemPageTableEntries","Frequency_Object","Frequency_PerfTime","Frequency_Sys100NS","LongTermAverageStandbyCacheLifetimes","ModifiedPageListBytes","PageFaultsPersec","PageReadsPersec","PagesInputPersec","PagesOutputPersec","PagesPersec","PageWritesPersec","PercentCommittedBytesInUse","PercentCommittedBytesInUse_Base","PoolNonpagedAllocs","PoolNonpagedBytes","PoolPagedAllocs","PoolPagedBytes","PoolPagedResidentBytes","StandbyCacheCoreBytes","StandbyCacheNormalPriorityBytes","StandbyCacheReserveBytes","SystemCacheResidentBytes","SystemCodeResidentBytes","SystemCodeTotalBytes","SystemDriverResidentBytes","SystemDriverTotalBytes","Timestamp_Object","Timestamp_PerfTime","Timestamp_Sys100NS","TransitionFaultsPersec","TransitionPagesRePurposedPersec","WriteCopiesPersec"
"2012DATA-DC1",,,,"32514048","139571200","6661749",,"1341571072","982032384","55337922","466944","33557741","0","2637695","10000000","14400","389120","281549176","443866","2433047","5248253","7681300","403750","239754","327532","103935","49180672","73059","88141824","65851392","0","108457984","0","32514048","3604480","3473408","9330688","11481088","0","1672285459230","131887471089890000","219653241","2232258","922688"
