LogName
Microsoft-Windows-BitLocker-Driver-Performance/Operational
Microsoft-Windows-BitLocker/BitLocker Management
Microsoft-Windows-BitLocker/BitLocker Operational
Microsoft-Windows-BitLocker/Tracing
Microsoft-Windows-Bits-Client/Analytic
Microsoft-Windows-Bits-Client/Operational
Microsoft-Windows-Bluetooth-BthLEPrepairing/Operational
Microsoft-Windows-Bluetooth-Bthmini/Operational
Microsoft-Windows-Bluetooth-MTPEnum/Operational
Microsoft-Windows-Bluetooth-Policy/Operational
Microsoft-Windows-BranchCache/Operational
Microsoft-Windows-BranchCacheClientEventProvider/Diagnostic
Microsoft-Windows-BranchCacheEventProvider/Diagnostic
Microsoft-Windows-BranchCacheMonitoring/Analytic
Microsoft-Windows-BranchCacheSMB/Analytic
Microsoft-Windows-BranchCacheSMB/Operational
Microsoft-Windows-CAPI2/Catalog Database Debug
Microsoft-Windows-CAPI2/Operational
Microsoft-Windows-CDROM/Operational
Microsoft-Windows-COM/Analytic
Microsoft-Windows-COM/ApartmentInitialize
Microsoft-Windows-COM/ApartmentUninitialize
Microsoft-Windows-COM/Call
Microsoft-Windows-COM/CreateInstance
Microsoft-Windows-COM/ExtensionCatalog
Microsoft-Windows-COM/FreeUnusedLibrary
Microsoft-Windows-COM/RundownInstrumentation
Microsoft-Windows-COMRuntime/Activations
Microsoft-Windows-COMRuntime/MessageProcessing
Microsoft-Windows-COMRuntime/Tracing
Microsoft-Windows-CertPoleEng/Operational
Microsoft-Windows-CertificateServicesClient-CredentialRoaming/Operational
Microsoft-Windows-CertificateServicesClient-Lifecycle-System/Operational
Microsoft-Windows-CertificateServicesClient-Lifecycle-User/Operational
Microsoft-Windows-Cleanmgr/Diagnostic
Microsoft-Windows-ClearTypeTextTuner/Diagnostic
Microsoft-Windows-CloudStore/Debug
Microsoft-Windows-CloudStore/Operational
Microsoft-Windows-CmiSetup/Analytic
Microsoft-Windows-CodeIntegrity/Operational
Microsoft-Windows-CodeIntegrity/Verbose
Microsoft-Windows-ComDlg32/Analytic
Microsoft-Windows-ComDlg32/Debug
Microsoft-Windows-Compat-Appraiser/Analytic
Microsoft-Windows-Compat-Appraiser/Operational
Microsoft-Windows-Containers-BindFlt/Debug
Microsoft-Windows-Containers-BindFlt/Operational
Microsoft-Windows-Containers-Wcifs/Debug
Microsoft-Windows-Containers-Wcifs/Operational
Microsoft-Windows-Containers-Wcnfs/Debug
Microsoft-Windows-Containers-Wcnfs/Operational
Microsoft-Windows-CoreApplication/Diagnostic
Microsoft-Windows-CoreApplication/Operational
Microsoft-Windows-CoreApplication/Tracing
Microsoft-Windows-CoreSystem-SmsRouter-Events/Debug
Microsoft-Windows-CoreSystem-SmsRouter-Events/Operational
Microsoft-Windows-CoreWindow/Analytic
Microsoft-Windows-CoreWindow/Debug
Microsoft-Windows-CorruptedFileRecovery-Client/Operational
Microsoft-Windows-CorruptedFileRecovery-Server/Operational
Microsoft-Windows-Crashdump/Operational
Microsoft-Windows-CredUI/Diagnostic
Microsoft-Windows-Crypto-BCRYPT/Analytic
Microsoft-Windows-Crypto-CNG/Analytic
Microsoft-Windows-Crypto-DPAPI/BackUpKeySvc
Microsoft-Windows-Crypto-DPAPI/Debug
Microsoft-Windows-Crypto-DPAPI/Operational
Microsoft-Windows-Crypto-DSSEnh/Analytic
Microsoft-Windows-Crypto-NCrypt/Operational
Microsoft-Windows-Crypto-RNG/Analytic
Microsoft-Windows-Crypto-RSAEnh/Analytic
Microsoft-Windows-D3D10Level9/Analytic
Microsoft-Windows-D3D10Level9/PerfTiming
Microsoft-Windows-DAL-Provider/Analytic
Microsoft-Windows-DAL-Provider/Operational
Microsoft-Windows-DAMM/Diagnostic
Microsoft-Windows-DCLocator/Debug
Microsoft-Windows-DDisplay/Analytic
Microsoft-Windows-DDisplay/Logging
Microsoft-Windows-DLNA-Namespace/Analytic
Microsoft-Windows-DNS-Client/Operational
Microsoft-Windows-DSC/Admin
Microsoft-Windows-DSC/Analytic
Microsoft-Windows-DSC/Debug
Microsoft-Windows-DSC/Operational
Microsoft-Windows-DUI/Diagnostic
Microsoft-Windows-DUSER/Diagnostic
Microsoft-Windows-DXGI/Analytic
Microsoft-Windows-DXGI/Logging
Microsoft-Windows-DXGIDebug/Logging
Microsoft-Windows-DXP/Analytic
Microsoft-Windows-Data-Pdf/Debug
Microsoft-Windows-DataIntegrityScan/Admin
Microsoft-Windows-DataIntegrityScan/CrashRecovery
Microsoft-Windows-DateTimeControlPanel/Analytic
Microsoft-Windows-DateTimeControlPanel/Debug
Microsoft-Windows-DateTimeControlPanel/Operational
Microsoft-Windows-Deduplication/Diagnostic
Microsoft-Windows-Deduplication/Operational
Microsoft-Windows-Deduplication/Performance
Microsoft-Windows-Deduplication/Scrubbing
Microsoft-Windows-Defrag-Core/Debug
Microsoft-Windows-Deplorch/Analytic
Microsoft-Windows-DesktopActivityModerator/Diagnostic
Microsoft-Windows-DesktopWindowManager-Diag/Diagnostic
Microsoft-Windows-DeviceAssociationService/Performance
Microsoft-Windows-DeviceConfidence/Analytic
Microsoft-Windows-DeviceGuard/Operational
Microsoft-Windows-DeviceGuard/Verbose
Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Admin
Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Debug
Microsoft-Windows-DeviceManagement-Enterprise-Diagnostics-Provider/Operational
Microsoft-Windows-DeviceSetupManager/Admin
Microsoft-Windows-DeviceSetupManager/Analytic
Microsoft-Windows-DeviceSetupManager/Debug
Microsoft-Windows-DeviceSetupManager/Operational
Microsoft-Windows-DeviceSync/Analytic
Microsoft-Windows-DeviceSync/Operational
Microsoft-Windows-DeviceUpdateAgent/Operational
Microsoft-Windows-DeviceUx/Informational
Microsoft-Windows-DeviceUx/Performance
Microsoft-Windows-Devices-Background/Operational
Microsoft-Windows-Dhcp-Client/Admin
Microsoft-Windows-Dhcp-Client/Operational
Microsoft-Windows-Dhcpv6-Client/Admin
Microsoft-Windows-Dhcpv6-Client/Operational
Microsoft-Windows-DiagCpl/Debug
Microsoft-Windows-Diagnosis-AdvancedTaskManager/Analytic
Microsoft-Windows-Diagnosis-DPS/Analytic
Microsoft-Windows-Diagnosis-DPS/Debug
Microsoft-Windows-Diagnosis-DPS/Operational
Microsoft-Windows-Diagnosis-MSDE/Debug
Microsoft-Windows-Diagnosis-PCW/Analytic
Microsoft-Windows-Diagnosis-PCW/Debug
Microsoft-Windows-Diagnosis-PCW/Operational
Microsoft-Windows-Diagnosis-PLA/Debug
Microsoft-Windows-Diagnosis-PLA/Operational
Microsoft-Windows-Diagnosis-Perfhost/Analytic
Microsoft-Windows-Diagnosis-Scheduled/Operational
Microsoft-Windows-Diagnosis-Scripted/Admin
Microsoft-Windows-Diagnosis-Scripted/Analytic
Microsoft-Windows-Diagnosis-Scripted/Debug
Microsoft-Windows-Diagnosis-Scripted/Operational
Microsoft-Windows-Diagnosis-ScriptedDiagnosticsProvider/Debug
Microsoft-Windows-Diagnosis-ScriptedDiagnosticsProvider/Operational
Microsoft-Windows-Diagnosis-WDC/Analytic
Microsoft-Windows-Diagnosis-WDI/Debug
Microsoft-Windows-Diagnostics-Networking/Debug
Microsoft-Windows-Diagnostics-Networking/Operational
Microsoft-Windows-Diagnostics-PerfTrack-Counters/Diagnostic
Microsoft-Windows-Diagnostics-PerfTrack/Diagnostic
Microsoft-Windows-Diagnostics-Performance/Diagnostic
Microsoft-Windows-Diagnostics-Performance/Diagnostic/Loopback
Microsoft-Windows-Diagnostics-Performance/Operational
Microsoft-Windows-Direct3D10/Analytic
Microsoft-Windows-Direct3D10_1/Analytic
Microsoft-Windows-Direct3D11/Analytic
Microsoft-Windows-Direct3D11/Logging
Microsoft-Windows-Direct3D11/PerfTiming
Microsoft-Windows-Direct3D12/Analytic
Microsoft-Windows-Direct3D12/Logging
Microsoft-Windows-Direct3D12/PerfTiming
Microsoft-Windows-Direct3D9/Analytic
Microsoft-Windows-Direct3DShaderCache/Default
Microsoft-Windows-DirectComposition/Diagnostic
Microsoft-Windows-DirectManipulation/Diagnostic
Microsoft-Windows-DirectShow-KernelSupport/Performance
Microsoft-Windows-DirectSound/Debug
Microsoft-Windows-Disk/Operational
Microsoft-Windows-DiskDiagnostic/Operational
Microsoft-Windows-DiskDiagnosticDataCollector/Operational
Microsoft-Windows-DiskDiagnosticResolver/Operational
Microsoft-Windows-Dism-Api/Analytic
Microsoft-Windows-Dism-Api/ExternalAnalytic
Microsoft-Windows-Dism-Api/InternalAnalytic
Microsoft-Windows-Dism-Cli/Analytic
Microsoft-Windows-DisplayColorCalibration/Debug
Microsoft-Windows-DisplayColorCalibration/Operational
Microsoft-Windows-DisplaySwitch/Diagnostic
Microsoft-Windows-Documents/Performance
Microsoft-Windows-Dot3MM/Diagnostic
Microsoft-Windows-DriverFrameworks-UserMode/Operational
Microsoft-Windows-DucUpdateAgent/Operational
Microsoft-Windows-Dwm-API/Diagnostic
Microsoft-Windows-Dwm-Core/Diagnostic
Microsoft-Windows-Dwm-Dwm/Diagnostic
Microsoft-Windows-Dwm-Redir/Diagnostic
Microsoft-Windows-Dwm-Udwm/Diagnostic
Microsoft-Windows-DxgKrnl-Admin
Microsoft-Windows-DxgKrnl-Operational
Microsoft-Windows-DxgKrnl/Contention
Microsoft-Windows-DxgKrnl/Diagnostic
Microsoft-Windows-DxgKrnl/Performance
Microsoft-Windows-DxgKrnl/Power
Microsoft-Windows-DxpTaskSyncProvider/Analytic
Microsoft-Windows-EDP-Application-Learning/Admin
Microsoft-Windows-EDP-Audit-Regular/Admin
Microsoft-Windows-EDP-Audit-TCB/Admin
Microsoft-Windows-EFS/Debug
Microsoft-Windows-ESE/IODiagnose
Microsoft-Windows-ESE/Operational
Microsoft-Windows-EapHost/Analytic
Microsoft-Windows-EapHost/Debug
Microsoft-Windows-EapHost/Operational
Microsoft-Windows-EapMethods-RasChap/Operational
Microsoft-Windows-EapMethods-RasTls/Operational
Microsoft-Windows-EapMethods-Sim/Operational
Microsoft-Windows-EapMethods-Ttls/Operational
Microsoft-Windows-EaseOfAccess/Diagnostic
Microsoft-Windows-Energy-Estimation-Engine/EventLog
Microsoft-Windows-Energy-Estimation-Engine/Trace
Microsoft-Windows-EnhancedStorage-EhStorTcgDrv/Analytic
Microsoft-Windows-EventCollector/Debug
Microsoft-Windows-EventCollector/Operational
Microsoft-Windows-EventLog-WMIProvider/Debug
Microsoft-Windows-EventLog/Analytic
Microsoft-Windows-EventLog/Debug
Microsoft-Windows-FMS/Analytic
Microsoft-Windows-FMS/Debug
Microsoft-Windows-FMS/Operational
Microsoft-Windows-FailoverClustering-Client/Diagnostic
Microsoft-Windows-Fault-Tolerant-Heap/Operational
Microsoft-Windows-FeatureConfiguration/Analytic
Microsoft-Windows-FeatureConfiguration/Operational
Microsoft-Windows-FileHistory-Catalog/Analytic
Microsoft-Windows-FileHistory-Catalog/Debug
Microsoft-Windows-FileHistory-ConfigManager/Analytic
Microsoft-Windows-FileHistory-ConfigManager/Debug
Microsoft-Windows-FileHistory-Core/Analytic
Microsoft-Windows-FileHistory-Core/Debug
Microsoft-Windows-FileHistory-Core/WHC
Microsoft-Windows-FileHistory-Engine/Analytic
Microsoft-Windows-FileHistory-Engine/BackupLog
Microsoft-Windows-FileHistory-Engine/Debug
Microsoft-Windows-FileHistory-EventListener/Analytic
Microsoft-Windows-FileHistory-EventListener/Debug
Microsoft-Windows-FileHistory-Service/Analytic
Microsoft-Windows-FileHistory-Service/Debug
Microsoft-Windows-FileHistory-UI-Events/Analytic
Microsoft-Windows-FileHistory-UI-Events/Debug
Microsoft-Windows-FileInfoMinifilter/Operational
Microsoft-Windows-Firewall-CPL/Diagnostic
Microsoft-Windows-Folder Redirection/Operational
Microsoft-Windows-Forwarding/Debug
Microsoft-Windows-Forwarding/Operational
Microsoft-Windows-GPIO-ClassExtension/Analytic
Microsoft-Windows-GenericRoaming/Admin
Microsoft-Windows-GroupPolicy/Operational
Microsoft-Windows-HAL/Debug
Microsoft-Windows-HealthCenter/Debug
Microsoft-Windows-HealthCenter/Performance
Microsoft-Windows-HealthCenterCPL/Performance
Microsoft-Windows-HelloForBusiness/Operational
Microsoft-Windows-Help/Operational
Microsoft-Windows-HomeGroup Control Panel Performance/Diagnostic
Microsoft-Windows-HomeGroup Control Panel/Operational
Microsoft-Windows-HomeGroup Listener Service/Operational
Microsoft-Windows-HomeGroup Provider Service Performance/Diagnostic
Microsoft-Windows-HomeGroup Provider Service/Operational
Microsoft-Windows-HomeGroup-ListenerService
Microsoft-Windows-Host-Network-Service-Admin
Microsoft-Windows-Host-Network-Service-Analytic
Microsoft-Windows-Host-Network-Service-Operational
Microsoft-Windows-HostGuardianClient-Service/Admin
Microsoft-Windows-HostGuardianClient-Service/Debug
Microsoft-Windows-HostGuardianClient-Service/Operational
Microsoft-Windows-HostGuardianService-CA/Admin
Microsoft-Windows-HostGuardianService-CA/Debug
Microsoft-Windows-HostGuardianService-CA/Operational
Microsoft-Windows-HostGuardianService-Client/Admin
Microsoft-Windows-HostGuardianService-Client/Analytic
Microsoft-Windows-HostGuardianService-Client/Debug
Microsoft-Windows-HostGuardianService-Client/Operational
Microsoft-Windows-HotspotAuth/Analytic
Microsoft-Windows-HotspotAuth/Operational
Microsoft-Windows-HttpService/Log
Microsoft-Windows-HttpService/Trace
Microsoft-Windows-Hyper-V-Compute-Admin
Microsoft-Windows-Hyper-V-Compute-Analytic
Microsoft-Windows-Hyper-V-Compute-Operational
Microsoft-Windows-Hyper-V-Config-Admin
Microsoft-Windows-Hyper-V-Config-Analytic
Microsoft-Windows-Hyper-V-Config-Operational
Microsoft-Windows-Hyper-V-Guest-Drivers/Admin
Microsoft-Windows-Hyper-V-Guest-Drivers/Analytic
Microsoft-Windows-Hyper-V-Guest-Drivers/Debug
Microsoft-Windows-Hyper-V-Guest-Drivers/Diagnose
Microsoft-Windows-Hyper-V-Guest-Drivers/Operational
Microsoft-Windows-Hyper-V-Hypervisor-Admin
Microsoft-Windows-Hyper-V-Hypervisor-Analytic
Microsoft-Windows-Hyper-V-Hypervisor-Operational
Microsoft-Windows-Hyper-V-NETVSC/Diagnostic
Microsoft-Windows-Hyper-V-StorageVSP-Admin
Microsoft-Windows-Hyper-V-StorageVSP-Analytic
Microsoft-Windows-Hyper-V-VID-Admin
Microsoft-Windows-Hyper-V-VID-Analytic
Microsoft-Windows-Hyper-V-VMMS-Admin
Microsoft-Windows-Hyper-V-VMMS-Analytic
Microsoft-Windows-Hyper-V-VMMS-Networking
Microsoft-Windows-Hyper-V-VMMS-Operational
Microsoft-Windows-Hyper-V-VMMS-Storage
Microsoft-Windows-Hyper-V-VMSP-Admin
Microsoft-Windows-Hyper-V-VMSP-Debug
Microsoft-Windows-Hyper-V-VfpExt-Analytic
Microsoft-Windows-Hyper-V-VmSwitch-Diagnostic
Microsoft-Windows-Hyper-V-VmSwitch-Diagnostic-Traffic
Microsoft-Windows-Hyper-V-VmSwitch-Operational
Microsoft-Windows-Hyper-V-Worker-Admin
Microsoft-Windows-Hyper-V-Worker-Analytic
Microsoft-Windows-Hyper-V-Worker-Operational
Microsoft-Windows-Hyper-V-Worker-VDev-Analytic
Microsoft-Windows-IE-SmartScreen
Microsoft-Windows-IKE/Operational
Microsoft-Windows-IKEDBG/Debug
Microsoft-Windows-IME-Broker/Analytic
Microsoft-Windows-IME-CandidateUI/Analytic
Microsoft-Windows-IME-CustomerFeedbackManager/Debug
Microsoft-Windows-IME-CustomerFeedbackManagerUI/Analytic
Microsoft-Windows-IME-JPAPI/Analytic
Microsoft-Windows-IME-JPLMP/Analytic
Microsoft-Windows-IME-JPPRED/Analytic
Microsoft-Windows-IME-JPSetting/Analytic
Microsoft-Windows-IME-JPTIP/Analytic
Microsoft-Windows-IME-KRAPI/Analytic
Microsoft-Windows-IME-KRTIP/Analytic
Microsoft-Windows-IME-OEDCompiler/Analytic
Microsoft-Windows-IME-TCCORE/Analytic
Microsoft-Windows-IME-TCTIP/Analytic
Microsoft-Windows-IME-TIP/Analytic
Microsoft-Windows-IPNAT/Diagnostic
Microsoft-Windows-IPSEC-SRV/Diagnostic
Microsoft-Windows-IPxlatCfg/Debug
Microsoft-Windows-IPxlatCfg/Operational
Microsoft-Windows-IdCtrls/Analytic
Microsoft-Windows-IdCtrls/Operational
Microsoft-Windows-IndirectDisplays-ClassExtension-Events/Diagnostic
Microsoft-Windows-Input-HIDCLASS-Analytic
Microsoft-Windows-InputSwitch/Diagnostic
Microsoft-Windows-International-RegionalOptionsControlPanel/Operational
Microsoft-Windows-Iphlpsvc/Debug
Microsoft-Windows-Iphlpsvc/Operational
Microsoft-Windows-Iphlpsvc/Trace
Microsoft-Windows-KdsSvc/Operational
Microsoft-Windows-Kerberos/Operational
Microsoft-Windows-Kernel-Acpi/Diagnostic
Microsoft-Windows-Kernel-AppCompat/General
Microsoft-Windows-Kernel-AppCompat/Performance
Microsoft-Windows-Kernel-ApphelpCache/Analytic
Microsoft-Windows-Kernel-ApphelpCache/Debug
Microsoft-Windows-Kernel-ApphelpCache/Operational
Microsoft-Windows-Kernel-Boot/Analytic
Microsoft-Windows-Kernel-Boot/Operational
Microsoft-Windows-Kernel-BootDiagnostics/Diagnostic
Microsoft-Windows-Kernel-Disk/Analytic
Microsoft-Windows-Kernel-EventTracing/Admin
Microsoft-Windows-Kernel-EventTracing/Analytic
Microsoft-Windows-Kernel-File/Analytic
Microsoft-Windows-Kernel-IO/Operational
Microsoft-Windows-Kernel-Interrupt-Steering/Diagnostic
Microsoft-Windows-Kernel-IoTrace/Diagnostic
Microsoft-Windows-Kernel-LiveDump/Analytic
Microsoft-Windows-Kernel-LiveDump/Operational
Microsoft-Windows-Kernel-Memory/Analytic
Microsoft-Windows-Kernel-Network/Analytic
Microsoft-Windows-Kernel-Pdc/Diagnostic
Microsoft-Windows-Kernel-Pep/Diagnostic
Microsoft-Windows-Kernel-PnP/Boot Diagnostic
Microsoft-Windows-Kernel-PnP/Configuration
Microsoft-Windows-Kernel-PnP/Configuration Diagnostic
Microsoft-Windows-Kernel-PnP/Device Enumeration Diagnostic
Microsoft-Windows-Kernel-PnP/Driver Diagnostic
Microsoft-Windows-Kernel-PnP/Driver Watchdog
Microsoft-Windows-Kernel-Power/Diagnostic
Microsoft-Windows-Kernel-Power/Thermal-Diagnostic
Microsoft-Windows-Kernel-Power/Thermal-Operational
Microsoft-Windows-Kernel-Prefetch/Diagnostic
Microsoft-Windows-Kernel-Process/Analytic
Microsoft-Windows-Kernel-Processor-Power/Diagnostic
Microsoft-Windows-Kernel-Registry/Analytic
Microsoft-Windows-Kernel-Registry/Performance
Microsoft-Windows-Kernel-ShimEngine/Debug
Microsoft-Windows-Kernel-ShimEngine/Diagnostic
Microsoft-Windows-Kernel-ShimEngine/Operational
Microsoft-Windows-Kernel-StoreMgr/Analytic
Microsoft-Windows-Kernel-StoreMgr/Operational
Microsoft-Windows-Kernel-WDI/Analytic
Microsoft-Windows-Kernel-WDI/Debug
Microsoft-Windows-Kernel-WDI/Operational
Microsoft-Windows-Kernel-WHEA/Errors
Microsoft-Windows-Kernel-WHEA/Operational
Microsoft-Windows-Kernel-XDV/Analytic
Microsoft-Windows-KeyboardFilter/Admin
Microsoft-Windows-KeyboardFilter/Operational
Microsoft-Windows-KeyboardFilter/Performance
Microsoft-Windows-Known Folders API Service
Microsoft-Windows-L2NA/Diagnostic
Microsoft-Windows-LDAP-Client/Debug
Microsoft-Windows-LSA/Diagnostic
Microsoft-Windows-LSA/Operational
Microsoft-Windows-LSA/Performance
Microsoft-Windows-LUA-ConsentUI/Diagnostic
Microsoft-Windows-LanguagePackSetup/Analytic
Microsoft-Windows-LanguagePackSetup/Debug
Microsoft-Windows-LanguagePackSetup/Operational
Microsoft-Windows-LimitsManagement/Diagnostic
Microsoft-Windows-LinkLayerDiscoveryProtocol/Diagnostic
Microsoft-Windows-LinkLayerDiscoveryProtocol/Operational
Microsoft-Windows-LiveId/Analytic
Microsoft-Windows-LiveId/Operational
Microsoft-Windows-MPEG2-Video-Encoder-MFT_Analytic
Microsoft-Windows-MPS-CLNT/Diagnostic
Microsoft-Windows-MPS-DRV/Diagnostic
Microsoft-Windows-MPS-SRV/Diagnostic
Microsoft-Windows-MSFTEDIT/Diagnostic
Microsoft-Windows-MSPaint/Admin
Microsoft-Windows-MSPaint/Debug
Microsoft-Windows-MSPaint/Diagnostic
Microsoft-Windows-MUI/Admin
Microsoft-Windows-MUI/Analytic
Microsoft-Windows-MUI/Debug
Microsoft-Windows-MUI/Operational
Microsoft-Windows-Media-Streaming/DMC
Microsoft-Windows-Media-Streaming/DMR
Microsoft-Windows-Media-Streaming/MDE
Microsoft-Windows-MediaFoundation-MFCaptureEngine/MFCaptureEngine
Microsoft-Windows-MediaFoundation-MFReadWrite/SinkWriter
Microsoft-Windows-MediaFoundation-MFReadWrite/SourceReader
Microsoft-Windows-MediaFoundation-MFReadWrite/Transform
Microsoft-Windows-MediaFoundation-Performance/SARStreamResource
