"ComputerName","Name","ProcessID","ParentProcessName","ParentProcessID","ServiceInfo","StartTime","Duration","CPU","TotalProcessorTime","NetworkConnections","NetworkConnectionCount","CommandLine","Path","WorkingSet","MemoryUsage","MD5Hash","SignerCertificate","StatusMessage","SignerCompany","Company","Product","ProductVersion","Description","Modules","ModuleCount","Threads","ThreadCount","Handle","Handles","HandleCount","Owner","OwnerSID","PSShowComputerName","PSComputerName","RunspaceId"
"WIN10-01","fontdrvhost","796","winlogon","664",,"3/2/2021 12:39:01 AM","23:40:39.3341293","0.015625","00:00:00.0156250",,"0","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","98304","96 KB","418FBE7F21915384A1A87010DE7CDBF86690B497999547E6C5BE93FBA8E91FF7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","Usermode Font Driver Host","fontdrvhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcp_win.dll ucrtbase.dll win32u.dll","7","800,820,824,828,832","5","6680","39","39","Font Driver Host\UMFD-1","S-1-5-96-0-1","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","fontdrvhost","804","wininit","572",,"3/2/2021 12:39:01 AM","23:40:39.3290902","0.03125","00:00:00.0312500",,"0","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","761856","744 KB","418FBE7F21915384A1A87010DE7CDBF86690B497999547E6C5BE93FBA8E91FF7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","Usermode Font Driver Host","fontdrvhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcp_win.dll ucrtbase.dll win32u.dll","7","808,840,844,848,852","5","7760","39","39","Font Driver Host\UMFD-0","S-1-5-96-0-0","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","892","services","632","RpcEptMapper [Auto Start By NT AUTHORITY\NetworkService]
","3/2/2021 12:39:01 AM","23:40:39.1290599","6.515625","00:00:06.5156250","[Listen] ::;135 <--> ::;0 [03/01/2021 21:39:01]
[Listen] 0.0.0.0;135 <--> 0.0.0.0;0 [03/01/2021 21:39:01]","2","C:\Windows\system32\svchost.exe -k RPCSS -p","C:\Windows\system32\svchost.exe","6131712","5.85 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll rpcepmap.dll WLDP.DLL msvcrt.dll advapi32.dll sspicli.dll RpcRtRemote.dll bcryptPrimitives.dll WS2_32.dll FirewallAPI.dll combase.dll DNSAPI.dll IPHLPAPI.DLL NSI.dll fwbase.dll rpcss.dll mswsock.dll powrprof.dll UMPDC.dll wshhyperv.dll clbcatq.dll fwpuclnt.dll bcrypt.dll kernel.appcore.dll wtsapi32.dll WINSTA.dll OLEAUT32.dll msvcp_win.dll","34","896,916,932,3676,1332,1564,3260,96,1152,928,3528","11","7056","687","687","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","dwm","976","winlogon","664",,"3/2/2021 12:39:01 AM","23:40:38.9979998","0.171875","00:00:00.1718750",,"0","""dwm.exe""","C:\Windows\system32\dwm.exe","2031616","1.94 MB","18B84DF6110F4A23660A256E558BCE4F5FC0D47678E4D1F9F8188DD490E5B293","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Desktop Window Manager","dwm.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll apphelp.dll ucrtbase.dll advapi32.dll msvcrt.dll sechost.dll RPCRT4.dll gdi32.dll win32u.dll gdi32full.dll msvcp_win.dll USER32.dll combase.dll dwmredir.dll udwm.dll cfgmgr32.dll dxgi.dll CoreMessaging.dll WS2_32.dll CoreUIComponents.dll SHCORE.dll dwmcore.dll dcomp.dll ntmarta.dll kernel.appcore.dll wintypes.dll bcryptPrimitives.dll powrprof.dll d2d1.dll d3d11.dll D3DCOMPILER_47.dll CRYPTSP.dll IMM32.DLL UMPDC.dll XmlLite.dll uxtheme.dll dwmghost.dll dwmapi.dll avrt.dll ism.dll WINTRUST.dll CRYPT32.dll bcrypt.dll OLEAUT32.dll PROPSYS.dll HID.DLL NInput.dll MSASN1.dll clbcatq.dll windowmanagementapi.dll twinapi.appcore.dll rsaenh.dll CRYPTBASE.dll imagehlp.dll gpapi.dll gameinput.dll Windows.Gaming.Input.dll WindowsCodecs.dll UIAnimation.dll DispBroker.Desktop.dll mscms.dll USERENV.dll ColorAdapterClient.dll OneCoreUAPCommonProxyStub.dll ActXPrxy.dll DispBroker.dll Windows.Graphics.dll wtsapi32.dll WINSTA.dll D3D10Warp.dll dxcore.dll Cabinet.dll wuceffects.dll","76","980,996,1012,1188,1192,1196,1200,1208,1216,1220,1268,1280,1472,1488,1520","15","2980","682","682","Window Manager\DWM-1","S-1-5-90-0-1","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","LogonUI","984","winlogon","664",,"3/2/2021 12:39:01 AM","23:40:38.9834258","0.28125","00:00:00.2812500",,"0","""LogonUI.exe"" /flags:0x2 /state0:0xa3bd3855 /state1:0x41c64e6d","C:\Windows\system32\LogonUI.exe","42115072","40.16 MB","CF01E46C146699F6C0E3DD447043F59BC9438DBBCB9563AF6C60EBC6D82727F2","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Windows Logon User Interface Host","LogonUI.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll combase.dll ucrtbase.dll RPCRT4.dll kernel.appcore.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll IMM32.DLL uxtheme.dll clbcatq.dll logoncontroller.dll SHCORE.dll SHLWAPI.dll UMPDC.dll dxgi.dll sechost.dll powrprof.dll USERENV.dll cfgmgr32.dll SLC.dll sppc.dll advapi32.dll dwmapi.dll dsreg.dll msvcp110_win.dll cryptsp.dll OLEAUT32.dll CRYPT32.dll MSCTF.dll wtsapi32.dll WINSTA.dll Windows.UI.Logon.dll wincorlib.DLL Bcp47Langs.dll Windows.UI.XamlHost.dll MrmCoreR.dll Windows.UI.dll WindowManagementAPI.dll wintypes.dll twinapi.appcore.dll CoreMessaging.dll WS2_32.dll TextInputFramework.dll CoreUIComponents.dll ntmarta.dll InputHost.dll PROPSYS.dll languageoverlayutil.dll bcp47mrm.dll Windows.UI.Xaml.dll dcomp.dll iertutil.dll Windows.UI.Immersive.dll profapi.dll urlmon.dll dwrite.dll Windows.Globalization.dll d3d11.dll d3d10warp.dll dxcore.dll d2d1.dll CredProvDataModel.dll Windows.UI.Xaml.Controls.dll credprovhost.dll SspiCli.dll netutils.dll samcli.dll SHELL32.dll NetworkIcon.dll IPHLPAPI.DLL NetworkUXBroker.dll windows.storage.dll Wldp.dll credprovs.dll credprovslegacy.dll EthernetMediaManager.dll WINHTTP.dll NSI.dll netprofm.dll FaceCredentialProvider.dll SmartcardCredentialProvider.dll TextShaping.dll OneCoreUAPCommonProxyStub.dll Windows.Devices.Enumeration.dll StructuredQuery.dll directmanipulation.dll BioCredProv.dll ngckeyenum.dll ncrypt.dll NTASN1.dll MSWB7.dll cxcredprov.dll ngccredprov.dll wlidcredprov.dll rasplap.dll rtutils.dll CredProv2faHelper.dll Windows.ApplicationModel.dll CredProvHelper.dll shacct.dll DevDispItemProvider.dll Windows.Media.dll SAMLIB.dll npmproxy.dll bcrypt.dll Windows.Graphics.dll windowscodecs.dll wuceffects.dll PhotoMetadataHandler.dll threadpoolwinrt.dll IDStore.dll OneCoreCommonProxyStub.dll policymanager.dll winbio.dll WinSCard.dll DEVOBJ.dll wkscli.dll","125","988,1016,1164,1620,3120,3136,3140,3148,3184,3244,3264,3268,4076","13","7280","621","621","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","752","services","632","CoreMessagingRegistrar [Auto Start By NT AUTHORITY\LocalService]
","3/2/2021 12:39:01 AM","23:40:38.7849643","1.046875","00:00:01.0468750",,"0","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p","C:\Windows\system32\svchost.exe","8458240","8.07 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll coremessaging.dll WS2_32.dll WLDP.DLL advapi32.dll dps.dll clbcatq.dll taskschd.dll OLEAUT32.dll gpapi.dll wdi.dll diagperf.dll srumsvc.dll IPHLPAPI.DLL ESENT.dll CRYPTBASE.DLL eeprov.dll shcore.dll DEVOBJ.dll cfgmgr32.dll powrprof.dll UMPDC.dll vfuprov.dll wtsapi32.dll nduprov.dll SspiCli.dll wlanapi.dll wwapi.dll profapi.dll wpnsruprov.dll appsruprov.dll ncuprov.dll NSI.dll WINNSI.DLL energyprov.dll windows.storage.dll shlwapi.dll srumapi.dll ole32.dll netprofm.dll npmproxy.dll dhcpcsvc.DLL WINSTA.dll radardt.dll ENERGY.dll tdh.dll","61","464,1108,2400,2432,2444,2512,2856,2860,2900,4016,3940,2924,1660,3436","14","4056","360","360","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","784","services","632","TermService [Manual Start By NT Authority\NetworkService]
","3/2/2021 12:39:01 AM","23:40:38.7829660","0.328125","00:00:00.3281250","[Listen] ::;3389 <--> ::;0 [03/01/2021 21:39:02]
[Listen] 0.0.0.0;3389 <--> 0.0.0.0;0 [03/01/2021 21:39:02]","2","C:\Windows\System32\svchost.exe -k NetworkService","C:\Windows\System32\svchost.exe","3760128","3.59 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll termsrv.dll WS2_32.dll cfgmgr32.dll UMPDC.dll WLDP.DLL advapi32.dll clbcatq.dll lsmproxy.dll rmclient.dll sspicli.dll REGAPI.dll rdpcorets.dll OLEAUT32.dll shcore.dll CRYPT32.dll IPHLPAPI.DLL rfxvmt.dll RDPBASE.dll bcrypt.dll RDPSERVERBASE.dll ntmarta.dll USERENV.dll d3d11.dll dxgi.dll tlscsp.dll CRYPTBASE.dll AUTHZ.dll CRYPTSP.dll ncrypt.dll websocket.dll DPAPI.DLL NTASN1.dll umb.dll PROPSYS.dll SETUPAPI.dll DEVOBJ.dll WINTRUST.dll MSASN1.dll mswsock.dll vmbuspipe.dll winsta.dll","57","484,1100,1272,1296,1328,1336,1368,1400,1424,1444,1448,1464,1468,1480,1492,1496,1500,1504,1508,1524,1528,1532,1536,3320,2372,272,3128,3196","28","1824","535","535","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","696","services","632","BITS [Auto Start By LocalSystem]
","3/2/2021 12:39:01 AM","23:40:38.7808855","28.359375","00:00:28.3593750","[Listen] ::;49667 <--> ::;0 [03/01/2021 21:39:02]
[Listen] 0.0.0.0;49667 <--> 0.0.0.0;0 [03/01/2021 21:39:02]","2","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","31485952","30.03 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll gpsvc.dll SYSNTFY.dll UMPDC.dll nlaapi.dll IPHLPAPI.DLL WLDP.DLL advapi32.dll DSROLE.dll devicesetupmanager.dll cfgmgr32.dll powrprof.dll USERENV.dll ntmarta.dll OLEAUT32.dll clbcatq.dll netprofm.dll SspiCli.dll rmclient.dll schedsvc.dll UBPM.dll EventAggregation.dll AUTHZ.dll WMICLNT.dll bcrypt.dll taskcomp.dll cryptsp.dll CSystemEventsBrokerClient.dll profsvc.dll profapi.dll profsvcext.dll WLDAP32.dll logoncli.dll netutils.dll wkscli.dll gpapi.dll usermgr.dll SHCORE.dll CRYPT32.dll wintypes.dll AppXDeploymentClient.dll TimeBrokerClient.dll WPTaskScheduler.dll netjoin.dll JoinUtil.dll WS2_32.dll mswsock.dll wtsapi32.dll WINSTA.dll DABAPI.dll sessenv.dll DismApi.DLL OLE32.dll samcli.dll SCECLI.dll VERSION.dll srvsvc.dll RdvVmTransport.dll vmbuspipe.dll DEVOBJ.dll MSASN1.dll rsaenh.dll DPAPI.dll CRYPTBASE.dll ncrypt.dll NTASN1.dll NTDSAPI.dll XmlLite.dll SSCORE.DLL sscoreext.dll mi.dll miutils.dll wmidcom.dll FirewallAPI.DLL DNSAPI.dll NSI.dll fwbase.dll RESUTILS.DLL CLUSAPI.dll rasadhlp.dll fwpuclnt.dll browser.dll ikeext.dll dhcpcsvc6.DLL dhcpcsvc.DLL WINNSI.DLL wmisvc.dll wbemcomn.dll themeservice.dll wevtapi.dll iphlpsvc.dll NetSetupApi.dll httpprxm.dll adhsvc.dll httpprxc.dll sens.dll npmproxy.dll FWPolicyIOMgr.dll WINHTTP.dll DevPropMgr.dll PROPSYS.dll DeviceDriverRetrievalClient.dll SETUPAPI.dll newdev.dll DEVRTL.dll DeviceSoftwareInstallationClient.dll drvstore.dll wbemprox.dll WINTRUST.dll DeviceMetadataRetrievalClient.dll SHLWAPI.DLL Cabinet.dll wer.dll vssapi.dll VssTrace.DLL SAMLIB.dll wbemcore.dll FastProx.dll esscli.dll wbemsvc.dll shsvcs.dll wmiutils.dll repdrvfs.dll amsi.dll MpOav.dll wmiprvsd.dll NCObjAPI.DLL wbemess.dll FVEAPI.dll ProximityService.dll ProximityCommon.dll ProximityCommonPal.dll ProximityServicePAL.dll wpnservice.dll wpncore.dll winsqlite3.dll urlmon.dll iertutil.dll RasApi32.dll rasman.dll HID.DLL windows.storage.dll SHELL32.dll policymanager.dll msvcp110_win.dll ncryptprov.dll ESENT.dll srvcli.dll UpdatePolicy.dll webio.dll usermgrcli.dll DSPARSE.dll kerberos.DLL cryptdll.dll qmgr.dll bitsperf.dll bitsigd.dll upnp.dll SSDPAPI.dll ncprov.dll sxs.dll msv1_0.DLL NtlmShared.dll resourcepolicyclient.dll BitsProxy.dll Secur32.dll Comctl32.dll cscapi.dll profext.dll usosvc.dll apphelp.dll OneCoreUAPCommonProxyStub.dll tokenbroker.dll TOKENBINDING.dll twinapi.appcore.dll Windows.ApplicationModel.dll Windows.Networking.Connectivity.dll Windows.Web.dll dusmapi.dll SPINF.dll msxml6.dll Windows.CloudStore.dll IDStore.dll shacctprofile.dll","199","748,1096,1160,1240,1244,1260,1324,1388,1456,1680,1684,1688,1692,1768,1852,1860,1940,1944,1992,1996,1320,1104,2044,2060,2204,2212,2228,2564,2764,2492,124,2936,2624,3104,3612,3564,3568,3560,3788,772,8,1052,2780,3740,4092,3016,2744,3272,2980,2872,4020,160,1552,920,2392,3544,1776,2236,3524,4012,688","61","5504","1781","1781","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","884","services","632","Dhcp [Auto Start By NT Authority\LocalService]
","3/2/2021 12:39:01 AM","23:40:38.7533719","2.046875","00:00:02.0468750","[Listen] ::;49666 <--> ::;0 [03/01/2021 21:39:02]
[Listen] 0.0.0.0;49666 <--> 0.0.0.0;0 [03/01/2021 21:39:02]","2","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\System32\svchost.exe","9814016","9.36 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll lmhsvc.dll WS2_32.dll WLDP.DLL advapi32.dll timebrokerserver.dll powrprof.dll BrokerLib.dll UMPDC.dll dhcpcore.dll rmclient.dll firewallapi.dll DNSAPI.dll IPHLPAPI.DLL NSI.dll fwbase.dll wevtsvc.dll shcore.dll bcrypt.dll USERENV.dll sspicli.dll mswsock.dll dhcpcore6.dll WINNSI.DLL gpapi.dll policymanager.dll msvcp110_win.dll OLEAUT32.dll dhcpcsvc6.DLL dhcpcsvc.DLL CRYPTBASE.dll icsvc.dll vmbuspipe.dll cfgmgr32.dll ntmarta.dll DEVOBJ.dll winhttp.dll rasadhlp.dll bi.dll fwpuclnt.dll","55","904,1088,1112,1228,1264,1300,1304,1308,1312,1796,1832,3116,2532,3176,1604,360","16","6388","578","578","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","340","services","632","CDPSvc [Auto Start By NT AUTHORITY\LocalService]
","3/2/2021 12:39:01 AM","23:40:38.6945680","0.703125","00:00:00.7031250","[Listen] 0.0.0.0;5040 <--> 0.0.0.0;0 [03/01/2021 21:41:08]","1","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","8515584","8.12 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll nsisvc.dll WLDP.DLL advapi32.dll NSI.dll dispbroker.desktop.dll cfgmgr32.dll mscms.dll USERENV.dll ColorAdapterClient.dll OLEAUT32.dll clbcatq.dll ActXPrxy.dll netprofmsvc.dll shcore.dll WS2_32.dll IPHLPAPI.DLL wkscli.dll netutils.dll nlaapi.dll WINNSI.DLL ncsi.dll UMPDC.dll es.dll gpapi.dll computenetwork.dll npmproxy.dll fntcache.dll profapi.dll policymanager.dll msvcp110_win.dll FontProvider.dll sxs.dll ole32.dll sstpsvc.dll CRYPT32.dll rtutils.dll HTTPAPI.dll webio.dll WINHTTP.dll XmlLite.dll DNSAPI.dll DPAPI.DLL wdi.dll perftrack.dll sspicli.dll mswsock.dll fdphost.dll fdwsd.dll wsdapi.dll FirewallAPI.dll webservices.dll fwbase.dll fdssdp.dll bcrypt.dll SSDPAPI.dll licensemanagersvc.dll LicenseManager.dll CLIPC.dll cryptsp.dll OneCoreUAPCommonProxyStub.dll Windows.Networking.Connectivity.dll WinTypes.dll wuapi.dll wups.dll dhcpcsvc6.DLL dhcpcsvc.DLL Windows.Security.Authentication.OnlineId.dll BitsProxy.dll cdpsvc.dll powrprof.dll cdp.dll PROPSYS.dll dsreg.dll gamestreamingext.dll MSASN1.dll ncrypt.dll NTASN1.dll ncryptprov.dll CRYPTBASE.dll ShareHost.dll shlwapi.dll Windows.Storage.dll CoreMessaging.dll CoreUIComponents.dll ntmarta.dll wshBth.dll sbservicetrigger.dll Windows.Devices.Radios.dll wtsapi32.dll WINSTA.dll coml2.dll comctl32.dll urlmon.dll iertutil.dll VERSION.DLL","111","1028,1648,1652,1656,2040,1676,1804,1908,2188,2496,3144,3768,3832,3836,3796,3256,1036,2628,2812,588","20","6700","712","712","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","1040","services","632","W32Time [Manual Start By NT AUTHORITY\LocalService]
","3/2/2021 12:39:01 AM","23:40:38.6631931","0.25","00:00:00.2500000",,"0","C:\Windows\system32\svchost.exe -k LocalService","C:\Windows\system32\svchost.exe","1822720","1.74 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll w32time.dll bcrypt.dll NSI.dll logoncli.dll powrprof.dll UMPDC.dll WLDP.DLL advapi32.dll WS2_32.dll mswsock.dll USERENV.dll gpapi.dll DSROLE.dll SspiCli.dll IPHLPAPI.DLL vmictimeprovider.dll netutils.dll DNSAPI.dll rasadhlp.dll fwpuclnt.dll","36","1044,1156,3696,3776,3780","5","8692","210","210","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","1060","services","632","AudioEndpointBuilder [Auto Start By LocalSystem]
","3/2/2021 12:39:01 AM","23:40:38.6009043","3.96875","00:00:03.9687500",,"0","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","5525504","5.27 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll ncbservice.dll WS2_32.dll OLEAUT32.dll NSI.dll IPHLPAPI.DLL SystemEventsBrokerClient.dll BrokerLib.dll powrprof.dll UMPDC.dll WLDP.DLL advapi32.dll httpprxc.dll SspiCli.dll mswsock.dll bi.dll clbcatq.dll netprofm.dll umrdp.dll cfgmgr32.dll umb.dll SETUPAPI.dll bcrypt.dll DEVOBJ.dll WINTRUST.dll CRYPT32.dll MSASN1.dll propsys.dll icsvc.dll vmbuspipe.dll ntmarta.dll icsvcext.dll sysmain.dll shcore.dll npmproxy.dll audioendpointbuilder.dll MMDevAPI.DLL wtsapi32.dll WINSTA.dll vss_ps.dll trkwks.dll windows.devices.radios.dll BthRadioMedia.dll bluetoothapis.dll RMCLIENT.dll taskschd.dll XmlLite.dll storsvc.dll FLTLIB.DLL wer.dll WINHTTP.dll bcd.dll Cabinet.dll windows.storage.dll shlwapi.dll AppXDeploymentClient.dll storageusage.dll ole32.dll USERENV.dll profapi.dll dssvc.dll ESENT.dll CRYPTBASE.DLL pcasvc.dll APISAMPLING.dll tdh.dll apphelp.dll cryptsp.dll AEPIC.dll wdi.dll pcadm.dll pcacli.dll MPR.dll","88","1064,1180,1484,1672,1696,1736,1764,1844,1988,1700,2068,2536,356,3552,2544,3908,3240,2216,3916,3872,1904","21","8984","634","634","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
"WIN10-01","svchost","1140","services","632","CryptSvc [Auto Start By NT Authority\NetworkService]
","3/2/2021 12:39:01 AM","23:40:38.5461124","4.0625","00:00:04.0625000",,"0","C:\Windows\system32\svchost.exe -k NetworkService -p","C:\Windows\system32\svchost.exe","15994880","15.25 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll dnsrslvr.dll WS2_32.dll NSI.dll DNSAPI.dll WINNSI.DLL IPHLPAPI.DLL WLDP.DLL advapi32.dll Fwpuclnt.dll bcrypt.dll gpapi.dll nrpsrv.DLL firewallapi.dll fwbase.dll mswsock.dll dhcpcsvc6.DLL dhcpcsvc.DLL CRYPTBASE.dll nlasvc.dll ncsi.dll OLEAUT32.dll UMPDC.dll sspicli.dll ssdpapi.dll powrprof.dll WMICLNT.dll WlanApi.dll profapi.dll wkscli.dll netjoin.dll JoinUtil.dll netutils.dll logoncli.dll CRYPTSP.dll rsaenh.dll WLDAP32.dll wkssvc.dll USERENV.dll DSPARSE.dll wevtapi.dll dsreg.dll msvcp110_win.dll CRYPT32.dll clbcatq.dll taskschd.dll DSROLE.dll wtsapi32.dll WINSTA.dll rmclient.dll DEVOBJ.dll cfgmgr32.dll WINHTTP.dll cryptsvc.dll crypttpmeksvc.dll cryptcatsvc.dll webauthn.dll vssapi.dll VssTrace.DLL samcli.dll SAMLIB.dll ES.DLL wsmsvc.dll miutils.dll mi.dll pcwum.dll shell32.dll windows.storage.dll SHCORE.dll shlwapi.dll HTTPAPI.dll Ntdsapi.dll PROPSYS.dll wevtfwd.dll ESENT.dll webio.dll rasadhlp.dll msv1_0.DLL NtlmShared.dll cryptdll.dll wsmplpxy.dll winrnr.dll NLAapi.dll wshbth.dll pnrpnsp.dll napinsp.dll kerberos.DLL MSASN1.dll netprofm.dll npmproxy.dll CRYPTNET.dll","106","1144,1224,1344,1348,1352,1428,1460,1592,1668,1712,1760,2708,2720,2756,3308,3312,3440,3444,3452,3804,1380,2848,3980,2064,1008","25","9536","897","897","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","07aafdcb-0b82-41e6-873e-c5698283a0df"
