"ComputerName","Enabled","Name","DisplayName","Description","DisplayGroup","Group","Profile","Direction","Action","EdgeTraversalPolicy","LooseSourceMapping","LocalOnlyMapping","Owner","EnforcementStatus","Status","PrimaryStatus","PolicyStoreSource","PolicyStoreSourceType","PSComputerName","RunspaceId","PSShowComputerName"
"WIN10-01","2","SNMPTRAP-In-UDP","SNMP Trap Service (UDP In)","Inbound rule for the SNMP Trap Service to allow SNMP traps. [UDP 162]","SNMP Trap","@firewallapi.dll,-50323","Private, Public","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","SNMPTRAP-In-UDP-NoScope","SNMP Trap Service (UDP In)","Inbound rule for the SNMP Trap Service to allow SNMP traps. [UDP 162]","SNMP Trap","@firewallapi.dll,-50323","Domain","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","WiFiDirect-KM-Driver-In-TCP","WFD Driver-only (TCP-In)","Inbound rule for drivers to communicate over WFD (TCP-In)","WLAN Service - WFD Services Kernel Mode Driver Rules","@wlansvc.dll,-36865","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","WiFiDirect-KM-Driver-Out-TCP","WFD Driver-only (TCP-Out)","Inbound rule for drivers to communicate over WFD (TCP-Out)","WLAN Service - WFD Services Kernel Mode Driver Rules","@wlansvc.dll,-36865","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","WiFiDirect-KM-Driver-In-UDP","WFD Driver-only (UDP-In)","Inbound rule for drivers to communicate over WFD (UDP-In)","WLAN Service - WFD Services Kernel Mode Driver Rules","@wlansvc.dll,-36865","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","WiFiDirect-KM-Driver-Out-UDP","WFD Driver-only (UDP-Out)","Inbound rule for drivers to communicate over WFD (UDP-Out)","WLAN Service - WFD Services Kernel Mode Driver Rules","@wlansvc.dll,-36865","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","DeliveryOptimization-TCP-In","Delivery Optimization (TCP-In)","Inbound rule to allow Delivery Optimization to connect to remote endpoints","Delivery Optimization","@%systemroot%\system32\dosvc.dll,-100","Any","1","2","1","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","DeliveryOptimization-UDP-In","Delivery Optimization (UDP-In)","Inbound rule to allow Delivery Optimization to connect to remote endpoints","Delivery Optimization","@%systemroot%\system32\dosvc.dll,-100","Any","1","2","1","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","PNRPMNRS-PNRP-In-UDP","Windows Collaboration Computer Name Registration Service (PNRP-In)","Inbound rule for the Windows Collaboration Computer Name Registration Service to allow Peer Name Resolution. [UDP 3540]","Windows Collaboration Computer Name Registration Service","@FirewallAPI.dll,-34002","Any","1","2","3","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","PNRPMNRS-PNRP-Out-UDP","Windows Collaboration Computer Name Registration Service (PNRP-Out)","Outbound rule for the Windows Collaboration Computer Name Registration Service to allow Peer Name Resolution. [UDP 3540]","Windows Collaboration Computer Name Registration Service","@FirewallAPI.dll,-34002","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","PNRPMNRS-SSDPSrv-In-UDP","Windows Collaboration Computer Name Registration Service (SSDP-In)","Inbound rule for the Windows Collaboration Computer Name Registration Service to allow use of the Simple Service Discovery Protocol. [UDP 1900]","Windows Collaboration Computer Name Registration Service","@FirewallAPI.dll,-34002","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","PNRPMNRS-SSDPSrv-Out-UDP","Windows Collaboration Computer Name Registration Service (SSDP-Out)","Outbound rule for the Windows Collaboration Computer Name Registration Service to allow use of the Simple Service Discovery Protocol. [UDP 1900]","Windows Collaboration Computer Name Registration Service","@FirewallAPI.dll,-34002","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CDPSvc-In-UDP","Connected Devices Platform (UDP-In)","Inbound rule for Connected Devices Platform traffic [UDP]","Connected Devices Platform","@FirewallAPI.dll,-37402","Domain, Private","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CDPSvc-Out-UDP","Connected Devices Platform (UDP-Out)","Outbound rule for Connected Devices Platform traffic [UDP]","Connected Devices Platform","@FirewallAPI.dll,-37402","Domain, Private","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CDPSvc-In-TCP","Connected Devices Platform (TCP-In)","Inbound rule for Connected Devices Platform traffic [TCP]","Connected Devices Platform","@FirewallAPI.dll,-37402","Domain, Private","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CDPSvc-Out-TCP","Connected Devices Platform (TCP-Out)","Outbound rule for Connected Devices Platform traffic [TCP]","Connected Devices Platform","@FirewallAPI.dll,-37402","Domain, Private","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CDPSvc-WFD-In-TCP","Connected Devices Platform - Wi-Fi Direct Transport (TCP-In)","Inbound rule to use Wi-Fi Direct traffic in the Connected Devices Platform [TCP]","Connected Devices Platform","@FirewallAPI.dll,-37402","Public","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CDPSvc-WFD-Out-TCP","Connected Devices Platform - Wi-Fi Direct Transport (TCP-Out)","Outbound rule to use Wi-Fi Direct traffic in the Connected Devices Platform  [TCP]","Connected Devices Platform","@FirewallAPI.dll,-37402","Public","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-DU-In","Core Networking - Destination Unreachable (ICMPv6-In)","Destination Unreachable error messages are sent from any node that a packet traverses which is unable to forward the packet for any reason except congestion.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","1","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-PTB-In","Core Networking - Packet Too Big (ICMPv6-In)","Packet Too Big error messages are sent from any node that a packet traverses which is unable to forward the packet because the packet is too large for the next link.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","1","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-PTB-Out","Core Networking - Packet Too Big (ICMPv6-Out)","Packet Too Big error messages are sent from any node that a packet traverses which is unable to forward the packet because the packet is too large for the next link.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-TE-In","Core Networking - Time Exceeded (ICMPv6-In)","Time Exceeded error messages are generated from any node that a packet traverses if the Hop Limit value is decremented to zero at any point on the path.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","1","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-TE-Out","Core Networking - Time Exceeded (ICMPv6-Out)","Time Exceeded error messages are generated from any node that a packet traverses if the Hop Limit value is decremented to zero at any point on the path.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-PP-In","Core Networking - Parameter Problem (ICMPv6-In)","Parameter Problem error messages are sent by nodes as a result of incorrectly generated packets.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","1","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-PP-Out","Core Networking - Parameter Problem (ICMPv6-Out)","Parameter Problem error messages are sent by nodes as a result of incorrectly generated packets.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-NDS-In","Core Networking - Neighbor Discovery Solicitation (ICMPv6-In)","Neighbor Discovery Solicitations are sent by nodes to discover the link-layer address of another on-link IPv6 node.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","1","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-NDS-Out","Core Networking - Neighbor Discovery Solicitation (ICMPv6-Out)","Neighbor Discovery Solicitations are sent by nodes to discover the link-layer address of another on-link IPv6 node.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-NDA-In","Core Networking - Neighbor Discovery Advertisement (ICMPv6-In)","Neighbor Discovery Advertisement messages are sent by nodes to notify other nodes of link-layer address changes or in response to a Neighbor Discovery Solicitation request.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","1","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-NDA-Out","Core Networking - Neighbor Discovery Advertisement (ICMPv6-Out)","Neighbor Discovery Advertisement messages are sent by nodes to notify other nodes of link-layer address changes or in response to a Neighbor Discovery Solicitation request.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-RA-In","Core Networking - Router Advertisement (ICMPv6-In)","Router Advertisement messages are sent by routers to other nodes for stateless auto-configuration.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-RA-Out","Core Networking - Router Advertisement (ICMPv6-Out)","Router Advertisement messages are sent by routers to other nodes for stateless auto-configuration.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-RS-In","Core Networking - Router Solicitation (ICMPv6-In)","Router Solicitation messages are sent by nodes seeking routers to provide stateless auto-configuration.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-RS-Out","Core Networking - Router Solicitation (ICMPv6-Out)","Router Solicitation messages are sent by nodes seeking routers to provide stateless auto-configuration.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-LQ-In","Core Networking - Multicast Listener Query (ICMPv6-In)","An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-LQ-Out","Core Networking - Multicast Listener Query (ICMPv6-Out)","An IPv6 multicast-capable router uses the Multicast Listener Query message to query a link for multicast group membership.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-LR-In","Core Networking - Multicast Listener Report (ICMPv6-In)","The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-LR-Out","Core Networking - Multicast Listener Report (ICMPv6-Out)","The Multicast Listener Report message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-LR2-In","Core Networking - Multicast Listener Report v2 (ICMPv6-In)","Multicast Listener Report v2 message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-LR2-Out","Core Networking - Multicast Listener Report v2 (ICMPv6-Out)","Multicast Listener Report v2 message is used by a listening node to either immediately report its interest in receiving multicast traffic at a specific multicast address or in response to a Multicast Listener Query.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-LD-In","Core Networking - Multicast Listener Done (ICMPv6-In)","Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP6-LD-Out","Core Networking - Multicast Listener Done (ICMPv6-Out)","Multicast Listener Done messages inform local routers that there are no longer any members remaining for a specific multicast address on the subnet.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-ICMP4-DUFRAG-In","Core Networking - Destination Unreachable Fragmentation Needed (ICMPv4-In)","Destination Unreachable Fragmentation Needed error messages are sent from any node that a packet traverses which is unable to forward the packet because fragmentation was needed and the don't fragment bit was set.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-IGMP-In","Core Networking - Internet Group Management Protocol (IGMP-In)","IGMP messages are sent and received by nodes to create, join and depart multicast groups.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-IGMP-Out","Core Networking - Internet Group Management Protocol (IGMP-Out)","IGMP messages are sent and received by nodes to create, join and depart multicast groups.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-DHCP-In","Core Networking - Dynamic Host Configuration Protocol (DHCP-In)","Allows DHCP (Dynamic Host Configuration Protocol) messages for stateful auto-configuration.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-DHCP-Out","Core Networking - Dynamic Host Configuration Protocol (DHCP-Out)","Allows DHCP (Dynamic Host Configuration Protocol) messages for stateful auto-configuration.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-DHCPV6-In","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-In)","Allows DHCPV6 (Dynamic Host Configuration Protocol for IPv6) messages for stateful and stateless configuration.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-DHCPV6-Out","Core Networking - Dynamic Host Configuration Protocol for IPv6(DHCPV6-Out)","Allows DHCPV6 (Dynamic Host Configuration Protocol for IPv6) messages for stateful and stateless configuration.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-Teredo-In","Core Networking - Teredo (UDP-In)","Inbound UDP rule to allow Teredo edge traversal, a technology that provides address assignment and automatic tunneling for unicast IPv6 traffic when an IPv6/IPv4 host is located behind an IPv4 network address translator.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-Teredo-Out","Core Networking - Teredo (UDP-Out)","Outbound UDP rule to allow Teredo edge traversal, a technology that provides address assignment and automatic tunneling for unicast IPv6 traffic when an IPv6/IPv4 host is located behind an IPv4 network address translator.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-IPHTTPS-In","Core Networking - IPHTTPS (TCP-In)","Inbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-IPHTTPS-Out","Core Networking - IPHTTPS (TCP-Out)","Outbound TCP rule to allow IPHTTPS tunneling technology to provide connectivity across HTTP proxies and firewalls.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-IPv6-In","Core Networking - IPv6 (IPv6-In)","Inbound rule required to permit IPv6 traffic for ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) and 6to4 tunneling services.","Core Networking","@FirewallAPI.dll,-25000","Any","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-IPv6-Out","Core Networking - IPv6 (IPv6-Out)","Outbound rule required to permit IPv6 traffic for ISATAP (Intra-Site Automatic Tunnel Addressing Protocol) and 6to4 tunneling services.","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-GP-NP-Out-TCP","Core Networking - Group Policy (NP-Out)","Core Networking - Group Policy (NP-Out)","Core Networking","@FirewallAPI.dll,-25000","Domain","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-GP-Out-TCP","Core Networking - Group Policy (TCP-Out)","Outbound rule to allow remote RPC traffic for Group Policy updates. [TCP]","Core Networking","@FirewallAPI.dll,-25000","Domain","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-DNS-Out-UDP","Core Networking - DNS (UDP-Out)","Outbound rule to allow DNS requests. DNS responses based on requests that matched this rule will be permitted regardless of source address.  This behavior is classified as loose source mapping. [LSM] [UDP 53]","Core Networking","@FirewallAPI.dll,-25000","Any","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","1","CoreNet-GP-LSASS-Out-TCP","Core Networking - Group Policy (LSASS-Out)","Outbound rule to allow remote LSASS traffic for Group Policy updates [TCP].","Core Networking","@FirewallAPI.dll,-25000","Domain","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","CoreNet-Diag-ICMP4-EchoRequest-In","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)","ICMP Echo Request messages are sent as ping requests to other nodes.","Core Networking Diagnostics","@FirewallAPI.dll,-27000","Private, Public","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","CoreNet-Diag-ICMP4-EchoRequest-Out","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-Out)","ICMP Echo Request messages are sent as ping requests to other nodes.","Core Networking Diagnostics","@FirewallAPI.dll,-27000","Private, Public","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","CoreNet-Diag-ICMP6-EchoRequest-In","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)","ICMP Echo Request messages are sent as ping requests to other nodes.","Core Networking Diagnostics","@FirewallAPI.dll,-27000","Private, Public","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","CoreNet-Diag-ICMP6-EchoRequest-Out","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)","ICMP Echo Request messages are sent as ping requests to other nodes.","Core Networking Diagnostics","@FirewallAPI.dll,-27000","Private, Public","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","CoreNet-Diag-ICMP4-EchoRequest-In-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-In)","ICMP Echo Request messages are sent as ping requests to other nodes.","Core Networking Diagnostics","@FirewallAPI.dll,-27000","Domain","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","CoreNet-Diag-ICMP4-EchoRequest-Out-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv4-Out)","ICMP Echo Request messages are sent as ping requests to other nodes.","Core Networking Diagnostics","@FirewallAPI.dll,-27000","Domain","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","CoreNet-Diag-ICMP6-EchoRequest-In-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-In)","ICMP Echo Request messages are sent as ping requests to other nodes.","Core Networking Diagnostics","@FirewallAPI.dll,-27000","Domain","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","CoreNet-Diag-ICMP6-EchoRequest-Out-NoScope","Core Networking Diagnostics - ICMP Echo Request (ICMPv6-Out)","ICMP Echo Request messages are sent as ping requests to other nodes.","Core Networking Diagnostics","@FirewallAPI.dll,-27000","Domain","2","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","PerfLogsAlerts-PLASrv-In-TCP","Performance Logs and Alerts (TCP-In)","Inbound rule for Performance Logs and Alerts traffic. [TCP-In]","Performance Logs and Alerts","@FirewallAPI.dll,-34752","Private, Public","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","PerfLogsAlerts-DCOM-In-TCP","Performance Logs and Alerts (DCOM-In)","Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]","Performance Logs and Alerts","@FirewallAPI.dll,-34752","Private, Public","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
"WIN10-01","2","PerfLogsAlerts-PLASrv-In-TCP-NoScope","Performance Logs and Alerts (TCP-In)","Inbound rule for Performance Logs and Alerts traffic. [TCP-In]","Performance Logs and Alerts","@FirewallAPI.dll,-34752","Domain","1","2","0","False","False",,"0","The rule was parsed successfully from the store.","1","PersistentStore","1","localhost","68fc54a2-3501-4a91-9aab-e479bb8dfb8a","False"
