"ComputerName","Status","Name","DisplayName","RequiredServices","StartType","CanPauseAndContinue","CanShutdown","CanStop","ServiceHandle","PSComputerName","RunspaceId","PSShowComputerName"
"WIN10-01","Stopped","ScDeviceEnum","Smart Card Device Enumeration Service","","Manual","False","False","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","Schedule","Task Scheduler","RPCSS SystemEventsBroker","Automatic","False","True","True",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SCPolicySvc","Smart Card Removal Policy","RpcSs","Manual","False","False","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SDRSVC","Windows Backup","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","seclogon","Secondary Logon","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SecurityHealthService","Windows Security Service","RpcSs","Manual","False","False","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SEMgrSvc","Payments and NFC/SE Manager","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","SENS","System Event Notification Service","EventSystem","Automatic","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","Sense","Windows Defender Advanced Threat Protection Service","","Manual","False","False","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SensorDataService","Sensor Data Service","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SensorService","Sensor Service","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SensrSvc","Sensor Monitoring Service","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","SessionEnv","Remote Desktop Configuration","RPCSS LanmanWorkstation","Manual","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","SgrmBroker","System Guard Runtime Monitor Broker","RpcSs","Automatic","False","True","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SharedAccess","Internet Connection Sharing (ICS)","BFE","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SharedRealitySvc","Spatial Data Service","RpcSS","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","ShellHWDetection","Shell Hardware Detection","RpcSs","Automatic","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","shpamsvc","Shared PC Account Manager","RpcSs ProfSvc","Disabled","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","smphost","Microsoft Storage Spaces SMP","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SmsRouter","Microsoft Windows SMS Router Service.","RpcSs","Manual","False","False","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","SNMPTRAP","SNMP Trap","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","spectrum","Windows Perception Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","Spooler","Print Spooler","RPCSS http","Automatic","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","sppsvc","Software Protection","RpcSs","Automatic","False","False","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","SSDPSRV","SSDP Discovery","HTTP NSI","Manual","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","ssh-agent","OpenSSH Authentication Agent","","Disabled","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","SstpSvc","Secure Socket Tunneling Protocol Service","","Manual","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","StateRepository","State Repository Service","rpcss","Manual","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","stisvc","Windows Image Acquisition (WIA)","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","StorSvc","Storage Service","","Automatic","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","svsvc","Spot Verifier","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","swprv","Microsoft Software Shadow Copy Provider","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","SysMain","SysMain","rpcss fileinfo","Automatic","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","SystemEventsBroker","System Events Broker","RpcSs RpcEptMapper","Automatic","False","False","True",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","TabletInputService","Touch Keyboard and Handwriting Panel Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","TapiSrv","Telephony","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","TermService","Remote Desktop Services","RPCSS","Manual","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","Themes","Themes","","Automatic","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","TieringEngineService","Storage Tiers Management","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","TimeBrokerSvc","Time Broker","","Manual","False","False","True",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","TokenBroker","Web Account Manager","UserManager","Manual","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","TrkWks","Distributed Link Tracking Client","RpcSs","Automatic","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","TroubleshootingSvc","Recommended Troubleshooting Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","TrustedInstaller","Windows Modules Installer","","Manual","False","False","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","tzautoupdate","Auto Time Zone Updater","","Disabled","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","UevAgentService","User Experience Virtualization Service","","Disabled","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","UmRdpService","Remote Desktop Services UserMode Port Redirector","RDPDR TermService","Manual","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","upnphost","UPnP Device Host","HTTP SSDPSRV","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","UserManager","User Manager","RpcSs ProfSvc","Automatic","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","UsoSvc","Update Orchestrator Service","rpcss","Automatic","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","VacSvc","Volumetric Audio Compositor Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","VaultSvc","Credential Manager","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","vds","Virtual Disk","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","vmicguestinterface","Hyper-V Guest Service Interface","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","vmicheartbeat","Hyper-V Heartbeat Service","","Manual","True","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","vmickvpexchange","Hyper-V Data Exchange Service","","Manual","True","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","vmicrdv","Hyper-V Remote Desktop Virtualization Service","","Manual","True","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","vmicshutdown","Hyper-V Guest Shutdown Service","","Manual","True","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","vmictimesync","Hyper-V Time Synchronization Service","VmGid","Manual","True","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","vmicvmsession","Hyper-V PowerShell Direct Service","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","vmicvss","Hyper-V Volume Shadow Copy Requestor","","Manual","True","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","VSS","Volume Shadow Copy","RPCSS","Manual","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","W32Time","Windows Time","","Manual","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","WaaSMedicSvc","Windows Update Medic Service","rpcss","Manual","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WalletService","WalletService","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WarpJITSvc","WarpJITSvc","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","wbengine","Block Level Backup Engine Service","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WbioSrvc","Windows Biometric Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","Wcmsvc","Windows Connection Manager","RpcSs NSI","Automatic","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","wcncsvc","Windows Connect Now - Config Registrar","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","WdiServiceHost","Diagnostic Service Host","","Manual","False","True","True",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WdiSystemHost","Diagnostic System Host","","Manual","False","False","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","WdNisSvc","Microsoft Defender Antivirus Network Inspection Service","WdNisDrv","Manual","False","False","True",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WebClient","WebClient","MRxDAV","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","Wecsvc","Windows Event Collector","Eventlog HTTP","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WEPHOSTSVC","Windows Encryption Provider Host Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","wercplsupport","Problem Reports Control Panel Support","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WerSvc","Windows Error Reporting Service","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WFDSConMgrSvc","Wi-Fi Direct Services Connection Manager Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WiaRpc","Still Image Acquisition Events","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","WinDefend","Microsoft Defender Antivirus Service","RpcSs","Automatic","False","True","True",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","WinHttpAutoProxySvc","WinHTTP Web Proxy Auto-Discovery Service","Dhcp","Manual","False","True","False",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","Winmgmt","Windows Management Instrumentation","RPCSS","Automatic","True","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","WinRM","Windows Remote Management (WS-Management)","RPCSS HTTP","Automatic","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","wisvc","Windows Insider Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WlanSvc","WLAN AutoConfig","wcmsvc RpcSs nativewifip Ndisuio","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","wlidsvc","Microsoft Account Sign-in Assistant","RpcSs","Manual","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","wlpasvc","Local Profile Assistant Service","RpcSs WwanSvc","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WManSvc","Windows Management Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","wmiApSrv","WMI Performance Adapter","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WMPNetworkSvc","Windows Media Player Network Sharing Service","WSearch http","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","workfolderssvc","Work Folders","RpcSs wsearch","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WpcMonSvc","Parental Controls","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WPDBusEnum","Portable Device Enumerator Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","WpnService","Windows Push Notifications System Service","rpcss","Automatic","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","wscsvc","Security Center","RpcSs","Automatic","False","True","True",,"localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","WSearch","Windows Search","RPCSS BrokerInfrastructure","Automatic","False","True","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Running","wuauserv","Windows Update","rpcss","Manual","False","False","True","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","WwanSvc","WWAN AutoConfig","RpcSs NdisUio","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","XblAuthManager","Xbox Live Auth Manager","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","XblGameSave","Xbox Live Game Save","XblAuthManager UserManager","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","XboxGipSvc","Xbox Accessory Management Service","","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-01","Stopped","XboxNetApiSvc","Xbox Live Networking Service","KeyIso IKEEXT mpssvc BFE","Manual","False","False","False","SafeServiceHandle","localhost","2fd87f3e-6cfe-4d0e-9f0a-00a8a83c1be7","False"
"WIN10-02","Stopped","AJRouter","AllJoyn Router Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","ALG","Application Layer Gateway Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","AppIDSvc","Application Identity","RpcSs CryptSvc AppID","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","Appinfo","Application Information","RpcSs ProfSvc","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","AppMgmt","Application Management","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","AppReadiness","App Readiness","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","AppVClient","Microsoft App-V Client","AppvVfs RpcSS AppvStrm netprofm","Disabled","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","AppXSvc","AppX Deployment Service (AppXSVC)","rpcss staterepository","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","AssignedAccessManagerSvc","AssignedAccessManager Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","AudioEndpointBuilder","Windows Audio Endpoint Builder","","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","Audiosrv","Windows Audio","AudioEndpointBuilder RpcSs","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","autotimesvc","Cellular Time","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","AxInstSV","ActiveX Installer (AxInstSV)","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","BDESVC","BitLocker Drive Encryption Service","","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","BFE","Base Filtering Engine","RpcSs","Automatic","False","False","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","BITS","Background Intelligent Transfer Service","RpcSs","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","BrokerInfrastructure","Background Tasks Infrastructure Service","DcomLaunch RpcSs RpcEptMapper","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","BTAGService","Bluetooth Audio Gateway Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","BthAvctpSvc","AVCTP service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","bthserv","Bluetooth Support Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","camsvc","Capability Access Manager Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","CDPSvc","Connected Devices Platform Service","Tcpip ncbservice RpcSS","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","CertPropSvc","Certificate Propagation","RpcSs","Manual","False","True","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","ClipSVC","Client License Service (ClipSVC)","rpcss","Manual","False","True","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","COMSysApp","COM+ System Application","EventSystem SENS RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","CoreMessagingRegistrar","CoreMessaging","rpcss","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","CryptSvc","Cryptographic Services","RpcSs","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","CscService","Offline Files","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","DcomLaunch","DCOM Server Process Launcher","","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","defragsvc","Optimize drives","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","DeviceAssociationService","Device Association Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","DeviceInstall","Device Install Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","DevQueryBroker","DevQuery Background Discovery Broker","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","Dhcp","DHCP Client","Afd NSI","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","diagnosticshub.standardcollector.service","Microsoft (R) Diagnostics Hub Standard Collector Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","diagsvc","Diagnostic Execution Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","DiagTrack","Connected User Experiences and Telemetry","RpcSs","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","DispBrokerDesktopSvc","Display Policy Service","RpcSS","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","DisplayEnhancementService","Display Enhancement Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","DmEnrollmentSvc","Device Management Enrollment Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","dmwappushservice","Device Management Wireless Application Protocol (WAP) Push message Routing Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","Dnscache","DNS Client","nsi Afd","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","DoSvc","Delivery Optimization","rpcss","Automatic","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","dot3svc","Wired AutoConfig","RpcSs Eaphost Ndisuio","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
