"ComputerName","Status","Name","DisplayName","RequiredServices","StartType","CanPauseAndContinue","CanShutdown","CanStop","ServiceHandle","PSComputerName","RunspaceId","PSShowComputerName"
"WIN10-02","Running","DPS","Diagnostic Policy Service","","Automatic","False","True","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","DsmSvc","Device Setup Manager","RpcSs","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","DsSvc","Data Sharing Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","DusmSvc","Data Usage","RpcSs","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","Eaphost","Extensible Authentication Protocol","RPCSS KeyIso","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","edgeupdate","Microsoft Edge Update Service (edgeupdate)","RPCSS","Automatic","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","edgeupdatem","Microsoft Edge Update Service (edgeupdatem)","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","EFS","Encrypting File System (EFS)","RPCSS","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","embeddedmode","Embedded Mode","BrokerInfrastructure","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","EntAppSvc","Enterprise App Management Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","EventLog","Windows Event Log","","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","EventSystem","COM+ Event System","rpcss","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","Fax","Fax","RpcSs TapiSrv Spooler","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","fdPHost","Function Discovery Provider Host","RpcSs http","Manual","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","FDResPub","Function Discovery Resource Publication","http fdphost RpcSs","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","fhsvc","File History Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","FontCache","Windows Font Cache Service","","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","FrameServer","Windows Camera Frame Server","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","GoogleChromeElevationService","Google Chrome Elevation Service (GoogleChromeElevationService)","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","gpsvc","Group Policy Client","RPCSS Mup","Automatic","False","False","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","GraphicsPerfSvc","GraphicsPerfSvc","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","gupdate","Google Update Service (gupdate)","RPCSS","Automatic","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","gupdatem","Google Update Service (gupdatem)","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","hidserv","Human Interface Device Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","HvHost","HV Host Service","hvservice","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","icssvc","Windows Mobile Hotspot Service","RpcSs wcmsvc","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","IKEEXT","IKE and AuthIP IPsec Keying Modules","nsi BFE","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","InstallService","Microsoft Store Install Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","iphlpsvc","IP Helper","WinHttpAutoProxySvc winmgmt nsi RpcSS tcpip","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","IpxlatCfgSvc","IP Translation Configuration Service","nsi","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","KeyIso","CNG Key Isolation","RpcSs","Manual","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","KtmRm","KtmRm for Distributed Transaction Coordinator","RPCSS SamSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","LanmanServer","Server","SamSS Srv2","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","LanmanWorkstation","Workstation","NSI MRxSmb20 Bowser","Automatic","True","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","lfsvc","Geolocation Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","LicenseManager","Windows License Manager Service","rpcss","Manual","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","lltdsvc","Link-Layer Topology Discovery Mapper","rpcss lltdio","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","lmhosts","TCP/IP NetBIOS Helper","Afd","Manual","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","LSM","Local Session Manager","DcomLaunch RpcSs RpcEptMapper","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","LxpSvc","Language Experience Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","MapsBroker","Downloaded Maps Manager","rpcss","Automatic","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","MicrosoftEdgeElevationService","Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","MixedRealityOpenXRSvc","Windows Mixed Reality OpenXR Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","mpssvc","Windows Defender Firewall","mpsdrv bfe","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","MSDTC","Distributed Transaction Coordinator","RPCSS SamSS","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","MSiSCSI","Microsoft iSCSI Initiator Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","msiserver","Windows Installer","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","NaturalAuthentication","Natural Authentication","RpcSs Schedule ProfSvc","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","NcaSvc","Network Connectivity Assistant","NSI dnscache iphlpsvc BFE","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","NcbService","Network Connection Broker","BrokerInfrastructure RpcSS tcpip","Manual","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","NcdAutoSetup","Network Connected Devices Auto-Setup","netprofm","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","Netlogon","Netlogon","LanmanWorkstation","Automatic","True","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","Netman","Network Connections","RpcSs nsi","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","netprofm","Network List Service","RpcSs nlasvc","Manual","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","NetSetupSvc","Network Setup Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","NetTcpPortSharing","Net.Tcp Port Sharing Service","","Disabled","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","NgcCtnrSvc","Microsoft Passport Container","RpcSs","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","NgcSvc","Microsoft Passport","RpcSs","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","NlaSvc","Network Location Awareness","NSI RpcSs Eventlog Dhcp TcpIp","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","nsi","Network Store Interface Service","rpcss nsiproxy","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","p2pimsvc","Peer Networking Identity Manager","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","p2psvc","Peer Networking Grouping","PNRPSvc p2pimsvc","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","PcaSvc","Program Compatibility Assistant Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","PeerDistSvc","BranchCache","http","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","perceptionsimulation","Windows Perception Simulation Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","PerfHost","Performance Counter DLL Host","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","PhoneSvc","Phone Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","pla","Performance Logs & Alerts","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","PlugPlay","Plug and Play","","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","PNRPAutoReg","PNRP Machine Name Publication Service","pnrpsvc","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","PNRPsvc","Peer Name Resolution Protocol","p2pimsvc","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","PolicyAgent","IPsec Policy Agent","Tcpip bfe","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","Power","Power","","Automatic","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","PrintNotify","Printer Extensions and Notifications","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","ProfSvc","User Profile Service","RpcSs","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","PushToInstall","Windows PushToInstall Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","QWAVE","Quality Windows Audio Video Experience","QWAVEdrv rpcss LLTDIO psched","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","RasAuto","Remote Access Auto Connection Manager","RasAcd","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","RasMan","Remote Access Connection Manager","SstpSvc DnsCache","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","RemoteAccess","Routing and Remote Access","Http RasMan RpcSS Bfe","Disabled","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","RemoteRegistry","Remote Registry","RPCSS","Disabled","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","RetailDemo","Retail Demo Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","RmSvc","Radio Management Service","RpcSs","Manual","False","False","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","RpcEptMapper","RPC Endpoint Mapper","","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","RpcLocator","Remote Procedure Call (RPC) Locator","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","RpcSs","Remote Procedure Call (RPC)","DcomLaunch RpcEptMapper","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","SamSs","Security Accounts Manager","RPCSS","Automatic","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SCardSvr","Smart Card","","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","ScDeviceEnum","Smart Card Device Enumeration Service","","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","Schedule","Task Scheduler","RPCSS SystemEventsBroker","Automatic","False","True","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SCPolicySvc","Smart Card Removal Policy","RpcSs","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SDRSVC","Windows Backup","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","seclogon","Secondary Logon","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SecurityHealthService","Windows Security Service","RpcSs","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SEMgrSvc","Payments and NFC/SE Manager","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","SENS","System Event Notification Service","EventSystem","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","Sense","Windows Defender Advanced Threat Protection Service","","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SensorDataService","Sensor Data Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SensorService","Sensor Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SensrSvc","Sensor Monitoring Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","SessionEnv","Remote Desktop Configuration","RPCSS LanmanWorkstation","Manual","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","SgrmBroker","System Guard Runtime Monitor Broker","RpcSs","Automatic","False","True","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SharedAccess","Internet Connection Sharing (ICS)","BFE","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SharedRealitySvc","Spatial Data Service","RpcSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","ShellHWDetection","Shell Hardware Detection","RpcSs","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","shpamsvc","Shared PC Account Manager","RpcSs ProfSvc","Disabled","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","smphost","Microsoft Storage Spaces SMP","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SmsRouter","Microsoft Windows SMS Router Service.","RpcSs","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","SNMPTRAP","SNMP Trap","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","spectrum","Windows Perception Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","Spooler","Print Spooler","RPCSS http","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","sppsvc","Software Protection","RpcSs","Automatic","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","SSDPSRV","SSDP Discovery","HTTP NSI","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","ssh-agent","OpenSSH Authentication Agent","","Disabled","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","SstpSvc","Secure Socket Tunneling Protocol Service","","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","StateRepository","State Repository Service","rpcss","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","stisvc","Windows Image Acquisition (WIA)","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","StorSvc","Storage Service","","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","svsvc","Spot Verifier","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","swprv","Microsoft Software Shadow Copy Provider","RPCSS","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","SysMain","SysMain","rpcss fileinfo","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","SystemEventsBroker","System Events Broker","RpcSs RpcEptMapper","Automatic","False","False","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","TabletInputService","Touch Keyboard and Handwriting Panel Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","TapiSrv","Telephony","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","TermService","Remote Desktop Services","RPCSS","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","Themes","Themes","","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","TieringEngineService","Storage Tiers Management","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","TimeBrokerSvc","Time Broker","","Manual","False","False","True",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","TokenBroker","Web Account Manager","UserManager","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","TrkWks","Distributed Link Tracking Client","RpcSs","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","TroubleshootingSvc","Recommended Troubleshooting Service","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","TrustedInstaller","Windows Modules Installer","","Manual","False","False","False",,"localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","tzautoupdate","Auto Time Zone Updater","","Disabled","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","UevAgentService","User Experience Virtualization Service","","Disabled","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","UmRdpService","Remote Desktop Services UserMode Port Redirector","RDPDR TermService","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","upnphost","UPnP Device Host","HTTP SSDPSRV","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","UserManager","User Manager","RpcSs ProfSvc","Automatic","False","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","UsoSvc","Update Orchestrator Service","rpcss","Automatic","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","VacSvc","Volumetric Audio Compositor Service","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","VaultSvc","Credential Manager","rpcss","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","vds","Virtual Disk","RpcSs","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","vmicguestinterface","Hyper-V Guest Service Interface","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","vmicheartbeat","Hyper-V Heartbeat Service","","Manual","True","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","vmickvpexchange","Hyper-V Data Exchange Service","","Manual","True","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","vmicrdv","Hyper-V Remote Desktop Virtualization Service","","Manual","True","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","vmicshutdown","Hyper-V Guest Shutdown Service","","Manual","True","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","vmictimesync","Hyper-V Time Synchronization Service","VmGid","Manual","True","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Stopped","vmicvmsession","Hyper-V PowerShell Direct Service","","Manual","False","False","False","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","vmicvss","Hyper-V Volume Shadow Copy Requestor","","Manual","True","False","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","VSS","Volume Shadow Copy","RPCSS","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
"WIN10-02","Running","W32Time","Windows Time","","Manual","False","True","True","SafeServiceHandle","localhost","d3aa9cc3-a982-4a54-9fa4-a016197d78bd","False"
