"ComputerName","Name","ProcessID","ParentProcessName","ParentProcessID","ServiceInfo","StartTime","Duration","CPU","TotalProcessorTime","NetworkConnections","NetworkConnectionCount","CommandLine","Path","WorkingSet","MemoryUsage","MD5Hash","SignerCertificate","StatusMessage","SignerCompany","Company","Product","ProductVersion","Description","Modules","ModuleCount","Threads","ThreadCount","Handle","Handles","HandleCount","Owner","OwnerSID","PSShowComputerName","PSComputerName","RunspaceId"
"WIN10-02","LogonUI","968","winlogon","660",,"3/3/2021 10:41:41 AM","00:07:02.4550315","0.40625","00:00:00.4062500",,"0","""LogonUI.exe"" /flags:0x2 /state0:0xa3bd2055 /state1:0x41c64e6d","C:\Windows\system32\LogonUI.exe","39952384","38.1 MB","CF01E46C146699F6C0E3DD447043F59BC9438DBBCB9563AF6C60EBC6D82727F2","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Windows Logon User Interface Host","LogonUI.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll combase.dll ucrtbase.dll RPCRT4.dll kernel.appcore.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll IMM32.DLL uxtheme.dll clbcatq.dll logoncontroller.dll SHCORE.dll SHLWAPI.dll UMPDC.dll dxgi.dll sechost.dll powrprof.dll USERENV.dll cfgmgr32.dll SLC.dll sppc.dll advapi32.dll dsreg.dll msvcp110_win.dll cryptsp.dll OLEAUT32.dll CRYPT32.dll dwmapi.dll MSCTF.dll wtsapi32.dll WINSTA.dll Windows.UI.Logon.dll wincorlib.DLL Bcp47Langs.dll Windows.UI.XamlHost.dll MrmCoreR.dll Windows.UI.dll TextInputFramework.dll CoreUIComponents.dll CoreMessaging.dll WS2_32.dll ntmarta.dll wintypes.dll WindowManagementAPI.dll InputHost.dll twinapi.appcore.dll PROPSYS.dll languageoverlayutil.dll bcp47mrm.dll Windows.UI.Xaml.dll dcomp.dll iertutil.dll Windows.UI.Immersive.dll profapi.dll urlmon.dll d3d11.dll d3d10warp.dll dxcore.dll d2d1.dll dwrite.dll TextShaping.dll Windows.Globalization.dll directmanipulation.dll Windows.UI.Xaml.Controls.dll FontGlyphAnimator.dll bcrypt.dll CredProvDataModel.dll NetworkIcon.dll IPHLPAPI.DLL Windows.ApplicationModel.dll SHELL32.dll NetworkUXBroker.dll windows.storage.dll Wldp.dll EthernetMediaManager.dll WINHTTP.dll Windows.Graphics.dll NSI.dll netprofm.dll npmproxy.dll windowscodecs.dll wuceffects.dll credprovhost.dll SspiCli.dll samcli.dll netutils.dll credprovs.dll credprovslegacy.dll OneCoreCommonProxyStub.dll FaceCredentialProvider.dll SmartcardCredentialProvider.dll Windows.Devices.Enumeration.dll BioCredProv.dll ngckeyenum.dll ncrypt.dll NTASN1.dll cxcredprov.dll ngccredprov.dll wlidcredprov.dll rasplap.dll rtutils.dll CredProv2faHelper.dll StructuredQuery.dll OneCoreUAPCommonProxyStub.dll CredProvHelper.dll shacct.dll SAMLIB.dll threadpoolwinrt.dll PhotoMetadataHandler.dll MSWB7.dll IDStore.dll DevDispItemProvider.dll Windows.Media.dll policymanager.dll winbio.dll WinSCard.dll DEVOBJ.dll wkscli.dll","126","972,992,996,1928,2440,772,764,2968,3152,3200,3204,3208","12","8896","620","620","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","dwm","976","winlogon","660",,"3/3/2021 10:41:41 AM","00:07:02.4226322","0.21875","00:00:00.2187500",,"0","""dwm.exe""","C:\Windows\system32\dwm.exe","16625664","15.86 MB","18B84DF6110F4A23660A256E558BCE4F5FC0D47678E4D1F9F8188DD490E5B293","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Desktop Window Manager","dwm.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll apphelp.dll ucrtbase.dll advapi32.dll msvcrt.dll sechost.dll RPCRT4.dll gdi32.dll win32u.dll gdi32full.dll msvcp_win.dll USER32.dll combase.dll dwmredir.dll udwm.dll cfgmgr32.dll dxgi.dll CoreMessaging.dll WS2_32.dll CoreUIComponents.dll SHCORE.dll dwmcore.dll dcomp.dll ntmarta.dll kernel.appcore.dll wintypes.dll bcryptPrimitives.dll powrprof.dll d2d1.dll d3d11.dll D3DCOMPILER_47.dll CRYPTSP.dll IMM32.DLL UMPDC.dll XmlLite.dll uxtheme.dll dwmghost.dll dwmapi.dll avrt.dll ism.dll WINTRUST.dll CRYPT32.dll bcrypt.dll OLEAUT32.dll PROPSYS.dll HID.DLL NInput.dll MSASN1.dll clbcatq.dll windowmanagementapi.dll twinapi.appcore.dll rsaenh.dll CRYPTBASE.dll imagehlp.dll gpapi.dll gameinput.dll Windows.Gaming.Input.dll WindowsCodecs.dll UIAnimation.dll DispBroker.Desktop.dll mscms.dll USERENV.dll ColorAdapterClient.dll OneCoreUAPCommonProxyStub.dll ActXPrxy.dll DispBroker.dll Windows.Graphics.dll wtsapi32.dll WINSTA.dll D3D10Warp.dll dxcore.dll Cabinet.dll wuceffects.dll","76","980,108,380,1172,1176,1180,1184,1192,1196,1200,1256,1412,1432,1448,4072","15","9304","772","772","Window Manager\DWM-1","S-1-5-90-0-1","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","560","services","628","BITS [Auto Start By LocalSystem]
","3/3/2021 10:41:41 AM","00:07:02.1951023","1.890625","00:00:01.8906250","[Listen] ::;49667 <--> ::;0 [03/03/2021 07:41:42]
[Listen] 0.0.0.0;49667 <--> 0.0.0.0;0 [03/03/2021 07:41:42]","2","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","48820224","46.56 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll gpsvc.dll SYSNTFY.dll UMPDC.dll nlaapi.dll IPHLPAPI.DLL WLDP.DLL advapi32.dll DSROLE.dll devicesetupmanager.dll cfgmgr32.dll powrprof.dll USERENV.dll ntmarta.dll OLEAUT32.dll clbcatq.dll netprofm.dll SspiCli.dll rmclient.dll schedsvc.dll UBPM.dll EventAggregation.dll AUTHZ.dll WMICLNT.dll bcrypt.dll taskcomp.dll cryptsp.dll profsvc.dll profapi.dll CSystemEventsBrokerClient.dll profsvcext.dll WLDAP32.dll logoncli.dll netutils.dll wkscli.dll gpapi.dll usermgr.dll SHCORE.dll CRYPT32.dll wintypes.dll AppXDeploymentClient.dll TimeBrokerClient.dll netjoin.dll JoinUtil.dll WPTaskScheduler.dll WS2_32.dll mswsock.dll wtsapi32.dll WINSTA.dll DABAPI.dll ikeext.dll NSI.dll fwpuclnt.dll MSASN1.dll themeservice.dll wevtapi.dll ncrypt.dll NTASN1.dll dhcpcsvc6.DLL wmisvc.dll wbemcomn.dll dhcpcsvc.DLL XmlLite.dll sessenv.dll DismApi.DLL OLE32.dll samcli.dll SCECLI.dll VERSION.dll RdvVmTransport.dll vmbuspipe.dll DEVOBJ.dll iphlpsvc.dll WINNSI.DLL FirewallAPI.dll NetSetupApi.dll DNSAPI.dll fwbase.dll httpprxm.dll adhsvc.dll sens.dll rsaenh.dll DPAPI.dll CRYPTBASE.dll NTDSAPI.dll httpprxc.dll npmproxy.dll WINHTTP.dll DevPropMgr.dll PROPSYS.dll DeviceDriverRetrievalClient.dll SETUPAPI.dll newdev.dll DEVRTL.dll DeviceSoftwareInstallationClient.dll drvstore.dll FWPolicyIOMgr.dll vssapi.dll VssTrace.DLL SAMLIB.dll WINTRUST.dll DeviceMetadataRetrievalClient.dll SHLWAPI.DLL Cabinet.dll wer.dll shsvcs.dll wbemcore.dll FastProx.dll esscli.dll wbemsvc.dll wmiutils.dll repdrvfs.dll FVEAPI.dll amsi.dll MpOav.dll wmiprvsd.dll NCObjAPI.DLL wbemess.dll ProximityService.dll ProximityCommon.dll ProximityCommonPal.dll ProximityServicePAL.dll HID.DLL srvsvc.dll SSCORE.DLL sscoreext.dll mi.dll miutils.dll wmidcom.dll RESUTILS.DLL CLUSAPI.dll SHELL32.dll windows.storage.dll wpnservice.dll wpncore.dll winsqlite3.dll urlmon.dll iertutil.dll rasadhlp.dll RasApi32.dll rasman.dll policymanager.dll msvcp110_win.dll ncryptprov.dll wuaueng.dll ESENT.dll wuuhext.dll wuuhosdeployment.dll webio.dll DSPARSE.dll kerberos.DLL cryptdll.dll Windows.CloudStore.dll usermgrcli.dll IDStore.dll shacctprofile.dll qmgr.dll bitsperf.dll bitsigd.dll ncprov.dll upnp.dll SSDPAPI.dll sxs.dll msv1_0.DLL NtlmShared.dll wbemprox.dll krnlprov.dll tdh.dll resourcepolicyclient.dll BitsProxy.dll usosvc.dll UpdatePolicy.dll msxml6.dll usocoreps.dll usoapi.dll apphelp.dll pushtoinstall.dll OneCoreUAPCommonProxyStub.dll wlidsvc.dll CLIPC.dll twinapi.appcore.dll execmodelclient.dll CoreMessaging.dll cryptngc.dll wpnapps.dll Windows.Networking.Connectivity.dll taskschd.dll","202","448,1084,1116,1132,1164,1244,1264,1272,1280,1336,1444,1608,1716,1728,1756,1760,1908,1912,1916,1972,2040,1524,1520,1624,1904,2176,2192,2260,2432,2532,2612,2672,2944,1696,676,1640,272,3268,3316,3324,3328,3332,3360,3680,3892,3920,3924,3932,3936,3964,3980,3984,3992,3996,4000,8,2284,780,1188,1416,2280,3096,2024,1988,3532,2288,4016,3288,2864,3856,3828,1932,1036,268","74","9756","1920","1920","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","752","services","628","CoreMessagingRegistrar [Auto Start By NT AUTHORITY\LocalService]
","3/3/2021 10:41:41 AM","00:07:02.1942032","0.09375","00:00:00.0937500",,"0","C:\Windows\system32\svchost.exe -k LocalServiceNoNetwork -p","C:\Windows\system32\svchost.exe","6995968","6.67 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll coremessaging.dll WS2_32.dll WLDP.DLL advapi32.dll dps.dll clbcatq.dll taskschd.dll OLEAUT32.dll gpapi.dll wdi.dll pnpts.dll diagperf.dll srumsvc.dll IPHLPAPI.DLL ESENT.dll CRYPTBASE.DLL eeprov.dll shcore.dll DEVOBJ.dll cfgmgr32.dll powrprof.dll UMPDC.dll vfuprov.dll wtsapi32.dll nduprov.dll SspiCli.dll wlanapi.dll wwapi.dll profapi.dll wpnsruprov.dll appsruprov.dll ncuprov.dll NSI.dll WINNSI.DLL energyprov.dll windows.storage.dll shlwapi.dll srumapi.dll ole32.dll netprofm.dll npmproxy.dll dhcpcsvc.DLL WINSTA.dll","59","464,1100,2424,2480,2508,2560,2592,2628,2868,2872,2896,2904","12","11156","331","331","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","784","services","628","TermService [Manual Start By NT Authority\NetworkService]
","3/3/2021 10:41:41 AM","00:07:02.1925180","0.078125","00:00:00.0781250","[Listen] ::;3389 <--> ::;0 [03/03/2021 07:41:42]
[Listen] 0.0.0.0;3389 <--> 0.0.0.0;0 [03/03/2021 07:41:42]","2","C:\Windows\System32\svchost.exe -k NetworkService","C:\Windows\System32\svchost.exe","5468160","5.21 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll termsrv.dll WS2_32.dll cfgmgr32.dll UMPDC.dll WLDP.DLL advapi32.dll clbcatq.dll lsmproxy.dll rmclient.dll sspicli.dll REGAPI.dll rdpcorets.dll OLEAUT32.dll shcore.dll CRYPT32.dll IPHLPAPI.DLL rfxvmt.dll RDPBASE.dll bcrypt.dll RDPSERVERBASE.dll ntmarta.dll USERENV.dll d3d11.dll dxgi.dll tlscsp.dll CRYPTBASE.dll AUTHZ.dll CRYPTSP.dll ncrypt.dll websocket.dll DPAPI.DLL NTASN1.dll umb.dll PROPSYS.dll SETUPAPI.dll DEVOBJ.dll WINTRUST.dll MSASN1.dll mswsock.dll vmbuspipe.dll winsta.dll","57","484,1088,1092,1168,1232,1248,1300,1304,1364,1372,1392,1404,1408,1424,1428,1436,1456,1460,1464,1472,1480,1488,1492,1496,1500,1564,3192,1440","28","11564","537","537","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","692","services","628","CDPSvc [Auto Start By NT AUTHORITY\LocalService]
","3/3/2021 10:41:41 AM","00:07:02.1899976","0.265625","00:00:00.2656250","[Listen] 0.0.0.0;5040 <--> 0.0.0.0;0 [03/03/2021 07:43:47]","1","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","19775488","18.86 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll nsisvc.dll WLDP.DLL advapi32.dll NSI.dll dispbroker.desktop.dll cfgmgr32.dll mscms.dll USERENV.dll ColorAdapterClient.dll OLEAUT32.dll clbcatq.dll ActXPrxy.dll netprofmsvc.dll shcore.dll WS2_32.dll IPHLPAPI.DLL wkscli.dll netutils.dll nlaapi.dll WINNSI.DLL ncsi.dll UMPDC.dll es.dll gpapi.dll computenetwork.dll npmproxy.dll fntcache.dll profapi.dll policymanager.dll msvcp110_win.dll FontProvider.dll sxs.dll ole32.dll sstpsvc.dll CRYPT32.dll rtutils.dll HTTPAPI.dll webio.dll WINHTTP.dll XmlLite.dll DNSAPI.dll DPAPI.DLL wdi.dll perftrack.dll sspicli.dll mswsock.dll fdphost.dll fdwsd.dll wsdapi.dll FirewallAPI.dll webservices.dll fwbase.dll fdssdp.dll bcrypt.dll SSDPAPI.dll licensemanagersvc.dll LicenseManager.dll CLIPC.dll cryptsp.dll OneCoreUAPCommonProxyStub.dll Windows.Networking.Connectivity.dll WinTypes.dll wuapi.dll wups.dll dhcpcsvc6.DLL dhcpcsvc.DLL Windows.Security.Authentication.OnlineId.dll BitsProxy.dll cdpsvc.dll powrprof.dll cdp.dll PROPSYS.dll dsreg.dll gamestreamingext.dll MSASN1.dll ncrypt.dll NTASN1.dll ncryptprov.dll CRYPTBASE.dll ShareHost.dll shlwapi.dll Windows.Storage.dll CoreMessaging.dll CoreUIComponents.dll ntmarta.dll wshBth.dll sbservicetrigger.dll Windows.Devices.Radios.dll wtsapi32.dll WINSTA.dll coml2.dll comctl32.dll urlmon.dll iertutil.dll VERSION.DLL","111","748,1540,1544,1548,1924,2028,1308,1340,1396,2180,2576,124,3676,4032,4040,4048,4064,3448,1596,3836,3304","21","12220","694","694","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","904","services","628","W32Time [Manual Start By NT AUTHORITY\LocalService]
","3/3/2021 10:41:41 AM","00:07:02.1550965","0","00:00:00",,"0","C:\Windows\system32\svchost.exe -k LocalService","C:\Windows\system32\svchost.exe","4128768","3.94 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll w32time.dll bcrypt.dll NSI.dll logoncli.dll powrprof.dll UMPDC.dll WLDP.DLL advapi32.dll WS2_32.dll mswsock.dll USERENV.dll gpapi.dll DSROLE.dll SspiCli.dll IPHLPAPI.DLL vmictimeprovider.dll netutils.dll","33","964,1104,3544,3552,3556","5","8924","196","196","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","1044","services","628","Dhcp [Auto Start By NT Authority\LocalService]
","3/3/2021 10:41:41 AM","00:07:02.0747251","0.296875","00:00:00.2968750","[Listen] ::;49666 <--> ::;0 [03/03/2021 07:41:42]
[Listen] 0.0.0.0;49666 <--> 0.0.0.0;0 [03/03/2021 07:41:41]","2","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\system32\svchost.exe","17408000","16.6 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll timebrokerserver.dll powrprof.dll BrokerLib.dll UMPDC.dll WLDP.DLL advapi32.dll dhcpcore.dll WS2_32.dll rmclient.dll wevtsvc.dll shcore.dll bcrypt.dll USERENV.dll sspicli.dll firewallapi.dll DNSAPI.dll IPHLPAPI.DLL NSI.dll fwbase.dll mswsock.dll dhcpcore6.dll WINNSI.DLL gpapi.dll policymanager.dll msvcp110_win.dll OLEAUT32.dll winhttp.dll icsvc.dll vmbuspipe.dll cfgmgr32.dll ntmarta.dll DEVOBJ.dll dhcpcsvc6.DLL dhcpcsvc.DLL rasadhlp.dll lmhsvc.dll bi.dll","53","1048,1220,1260,1276,1288,1292,1296,1732,1800,1884,2056,2072,3432,3788","14","9052","534","534","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","1060","services","628","AudioEndpointBuilder [Auto Start By LocalSystem]
","3/3/2021 10:41:41 AM","00:07:02.0446230","1.125","00:00:01.1250000",,"0","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\System32\svchost.exe","11849728","11.3 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll ncbservice.dll WS2_32.dll OLEAUT32.dll NSI.dll IPHLPAPI.DLL SystemEventsBrokerClient.dll BrokerLib.dll powrprof.dll UMPDC.dll WLDP.DLL advapi32.dll httpprxc.dll SspiCli.dll mswsock.dll bi.dll clbcatq.dll netprofm.dll umrdp.dll cfgmgr32.dll umb.dll SETUPAPI.dll bcrypt.dll DEVOBJ.dll WINTRUST.dll CRYPT32.dll MSASN1.dll propsys.dll icsvc.dll vmbuspipe.dll ntmarta.dll sysmain.dll shcore.dll icsvcext.dll audioendpointbuilder.dll MMDevAPI.DLL npmproxy.dll wtsapi32.dll WINSTA.dll vss_ps.dll windows.devices.radios.dll trkwks.dll BthRadioMedia.dll bluetoothapis.dll RMCLIENT.dll taskschd.dll XmlLite.dll storsvc.dll FLTLIB.DLL wer.dll bcd.dll WINHTTP.dll Cabinet.dll windows.storage.dll shlwapi.dll AppXDeploymentClient.dll storageusage.dll ole32.dll USERENV.dll profapi.dll","75","1064,1156,1452,1616,1712,1720,1724,1768,1784,2016,2160,2572","12","2628","483","483","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","1120","services","628","CryptSvc [Auto Start By NT Authority\NetworkService]
","3/3/2021 10:41:41 AM","00:07:01.9723839","0.265625","00:00:00.2656250",,"0","C:\Windows\system32\svchost.exe -k NetworkService -p","C:\Windows\system32\svchost.exe","20987904","20.02 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll dnsrslvr.dll WS2_32.dll NSI.dll DNSAPI.dll WINNSI.DLL IPHLPAPI.DLL WLDP.DLL advapi32.dll Fwpuclnt.dll bcrypt.dll gpapi.dll nrpsrv.DLL firewallapi.dll fwbase.dll mswsock.dll dhcpcsvc6.DLL dhcpcsvc.DLL CRYPTBASE.dll nlasvc.dll ncsi.dll OLEAUT32.dll UMPDC.dll sspicli.dll ssdpapi.dll powrprof.dll WMICLNT.dll wkscli.dll netjoin.dll JoinUtil.dll netutils.dll WlanApi.dll profapi.dll logoncli.dll CRYPTSP.dll rsaenh.dll WLDAP32.dll wkssvc.dll USERENV.dll DSPARSE.dll wevtapi.dll wtsapi32.dll WINSTA.dll rmclient.dll DSROLE.dll DEVOBJ.dll cfgmgr32.dll dsreg.dll msvcp110_win.dll CRYPT32.dll clbcatq.dll taskschd.dll cryptsvc.dll crypttpmeksvc.dll cryptcatsvc.dll webauthn.dll vssapi.dll VssTrace.DLL samcli.dll SAMLIB.dll ES.DLL wsmsvc.dll miutils.dll mi.dll pcwum.dll shell32.dll windows.storage.dll SHCORE.dll shlwapi.dll HTTPAPI.dll Ntdsapi.dll wevtfwd.dll PROPSYS.dll WINHTTP.dll webio.dll rasadhlp.dll winrnr.dll NLAapi.dll wshbth.dll pnrpnsp.dll napinsp.dll kerberos.DLL MSASN1.dll cryptdll.dll wsmplpxy.dll ESENT.dll msv1_0.DLL NtlmShared.dll","103","1124,1212,1320,1324,1332,1344,1420,1592,1736,1788,1996,1964,1856,2184,2452,2716,2736,2780,3868,3872,3960,3520,584,3540,3164,680,1328,1896","28","4760","845","845","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","1384","services","628","BFE [Auto Start By NT AUTHORITY\LocalService]
","3/3/2021 10:41:42 AM","00:07:01.5269331","0.453125","00:00:00.4531250",,"0","C:\Windows\system32\svchost.exe -k LocalServiceNoNetworkFirewall -p","C:\Windows\system32\svchost.exe","16195584","15.45 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll bfe.dll WS2_32.dll AUTHZ.dll IPHLPAPI.DLL WLDP.DLL advapi32.dll SspiCli.dll wevtapi.dll NSI.dll mpssvc.dll cfgmgr32.dll DNSAPI.dll fwpuclnt.dll bcrypt.dll fwbase.dll embeddedmodesvcapi.dll FWPolicyIOMgr.dll wkscli.dll netutils.dll httpprxc.dll policymanager.dll msvcp110_win.dll OLEAUT32.dll adhapi.dll gpapi.dll dhcpcsvc6.DLL dhcpcsvc.DLL mswsock.dll WINNSI.DLL wfapigp.dll mrmcorer.dll shcore.dll iertutil.dll windows.staterepositorycore.dll ntmarta.dll clbcatq.dll npmproxy.dll","53","1388,1476,1600,2084,2156,2220,2228,2348,2396,2600,2604,1880,3952,452","14","11188","427","427","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
