"ComputerName","Name","ProcessID","ParentProcessName","ParentProcessID","ServiceInfo","StartTime","Duration","CPU","TotalProcessorTime","NetworkConnections","NetworkConnectionCount","CommandLine","Path","WorkingSet","MemoryUsage","MD5Hash","SignerCertificate","StatusMessage","SignerCompany","Company","Product","ProductVersion","Description","Modules","ModuleCount","Threads","ThreadCount","Handle","Handles","HandleCount","Owner","OwnerSID","PSShowComputerName","PSComputerName","RunspaceId"
"WIN10-01","MicrosoftEdgeUpdate","1888",,"2400",,"3/3/2021 10:43:47 AM","00:04:56.4032801","0.046875","00:00:00.0468750",,"0","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /c","C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe","1245184","1.19 MB","9991BA022173F283EE99068B708F60AC5143FE0C81C9E3673CC7835B108A4F44","640386795F1D21244E7EA6E7A6E69E9C5B0A4F3E","Valid","Microsoft Corporation","Microsoft Corporation","Microsoft Edge Update","1.3.133.5","Microsoft Edge Update","MicrosoftEdgeUpdate.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","2384,2380,2912,3332","4","6320","208","208","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","SgrmBroker","784","services","632","SgrmBroker [Auto Start By LocalSystem]
","3/3/2021 10:43:48 AM","00:04:56.3246002","0.03125","00:00:00.0312500",,"0",,,"6119424","5.84 MB",,,,,,,,,,"0","820,2104,3264,3804,3808,3368","6",,"103","103","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","GoogleCrashHandler","3784","GoogleUpdate","3904",,"3/3/2021 10:43:48 AM","00:04:56.0656509","0","00:00:00",,"0","""C:\Program Files (x86)\Google\Update\1.3.36.51\GoogleCrashHandler.exe""","C:\Program Files (x86)\Google\Update\1.3.36.51\GoogleCrashHandler.exe","77824","76 KB","48374326938273E5804C33C4355D72CC4BB470421527A53B1C30CC0D1247DCA6","A3958AE522F3C54B878B20D7B0F63711E08666B2","Valid","Google LLC","Google LLC","Google Update","1.3.36.51","Google Crash Handler","GoogleCrashHandler.exe ntdll.dll wow64.dll wow64win.dll wow64cpu.dll","5","3744,604,688,4068","4","8040","170","170","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","GoogleCrashHandler64","3360","GoogleUpdate","3904",,"3/3/2021 10:43:49 AM","00:04:54.9150096","0.015625","00:00:00.0156250",,"0","""C:\Program Files (x86)\Google\Update\1.3.36.51\GoogleCrashHandler64.exe""","C:\Program Files (x86)\Google\Update\1.3.36.51\GoogleCrashHandler64.exe","208896","204 KB","06D800A11205B5FBEE8B6A29671F78D72F1B27CD484F8307EBC79B53E6F0DB7A","A3958AE522F3C54B878B20D7B0F63711E08666B2","Valid","Google LLC","Google LLC","Google Update","1.3.36.51","Google Crash Handler","GoogleCrashHandler64.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll USER32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll ucrtbase.dll ADVAPI32.dll msvcrt.dll sechost.dll RPCRT4.dll ole32.dll combase.dll SHELL32.dll SHLWAPI.dll NETAPI32.dll USERENV.dll VERSION.dll NETUTILS.DLL WKSCLI.DLL windows.storage.dll Wldp.dll SHCORE.dll cscapi.dll ntmarta.dll dbghelp.dll dbgcore.DLL bcryptPrimitives.dll","31","3136,3356,4088","3","3284","153","153","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","svchost","2828","services","632","wscsvc [Auto Start By NT AUTHORITY\LocalService]
","3/3/2021 10:43:49 AM","00:04:54.8728768","0.046875","00:00:00.0468750",,"0",,,"9773056","9.32 MB",,,,,,,,,,"0","3144,2012,2364,3352,3372,2044,3840,992","8",,"208","208","NT AUTHORITY\LOCAL SERVICE","S-1-5-19","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","SearchIndexer","3304","services","632","WSearch [Auto Start By LocalSystem]
","3/3/2021 10:43:49 AM","00:04:54.7092738","0.140625","00:00:00.1406250",,"0","C:\Windows\system32\SearchIndexer.exe /Embedding","C:\Windows\system32\SearchIndexer.exe","12627968","12.04 MB","63B92D3657EC7E81AD3A8AD8ECA83C456752EB654715518732DA1ADC9C4241AD","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Windows? Search","7.0.19041.1","Microsoft Windows Search Indexer","SearchIndexer.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll combase.dll ucrtbase.dll RPCRT4.dll OLEAUT32.dll msvcp_win.dll shcore.dll sechost.dll MSSRCH.DLL advapi32.dll kernel.appcore.dll TQUERY.DLL cryptdll.dll windows.storage.dll ESENT.dll Wldp.dll bcryptPrimitives.dll shlwapi.dll profapi.dll user32.dll win32u.dll GDI32.dll gdi32full.dll sspicli.dll policymanager.dll msvcp110_win.dll wtsapi32.dll WINSTA.dll clbcatq.dll powrprof.dll UMPDC.dll rmclient.dll CRYPTBASE.DLL IpsPlugin.dll propsys.dll USERENV.dll SHELL32.dll ntmarta.dll vssapi.dll VssTrace.DLL WS2_32.dll Windows.StateRepositoryPS.dll samcli.dll netutils.dll SAMLIB.dll ES.DLL mssprxy.dll cfgmgr32.dll DEVOBJ.dll","53","2308,2836,3624,3112,4092,3120,1812,4080,4060,4056,4072,4064","12","6352","700","700","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","svchost","3460","services","632","InstallService [Manual Start By LocalSystem]
","3/3/2021 10:44:44 AM","00:03:59.8468574","0.15625","00:00:00.1562500",,"0","C:\Windows\System32\svchost.exe -k netsvcs -p","C:\Windows\System32\svchost.exe","20688896","19.73 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll combase.dll kernel.appcore.dll msvcrt.dll bcryptPrimitives.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll installservice.dll shcore.dll OLEAUT32.dll advapi32.dll UMPDC.dll WINHTTP.dll windows.storage.dll USERENV.dll cryptsp.dll Wldp.dll MPR.dll clbcatq.dll usermgrcli.dll StartTileData.dll shlwapi.dll SspiCli.dll CoreMessaging.dll WS2_32.dll Bcp47Langs.dll EAMProgressHandler.dll usermgrproxy.dll OneCoreUAPCommonProxyStub.dll Windows.Web.dll iertutil.dll Windows.StateRepositoryPS.dll rsaenh.dll bcrypt.dll CRYPTBASE.dll Windows.Globalization.dll bcp47mrm.dll OneCoreCommonProxyStub.dll Windows.Security.Authentication.OnlineId.dll wuapi.dll CRYPT32.dll wups.dll IPHLPAPI.DLL NSI.dll dhcpcsvc6.DLL dhcpcsvc.DLL DPAPI.DLL webio.dll mswsock.dll WINNSI.DLL DNSAPI.dll rasadhlp.dll","61","3896,3068,3692,2288,3320","5","3176","241","241","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","svchost","1100","services","632","WaaSMedicSvc [Manual Start By LocalSystem]
","3/3/2021 10:44:45 AM","00:03:59.2113671","0","00:00:00",,"0",,,"7065600","6.74 MB",,,,,,,,,,"0","1920","1",,"144","144","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","WmiPrvSE","3596","svchost","792",,"3/3/2021 10:48:40 AM","00:00:04.1355974","1.359375","00:00:01.3593750",,"0","C:\Windows\system32\wbem\wmiprvse.exe","C:\Windows\system32\wbem\wmiprvse.exe","19582976","18.68 MB","2198A7B58BCCB758036B969DDAE6CC2ECE07565E2659A7C541A313A0492231A3","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","WMI Provider Host","wmiprvse.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll FastProx.dll combase.dll ucrtbase.dll RPCRT4.dll NCObjAPI.DLL wbemcomn.dll advapi32.dll sechost.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll kernel.appcore.dll bcryptPrimitives.dll clbcatq.dll wbemprox.dll WS2_32.dll OLEAUT32.dll wbemsvc.dll wmiutils.dll wfascim.dll NSI.dll CRYPT32.dll WLDAP32.dll FirewallAPI.dll IPHLPAPI.DLL DNSAPI.dll logoncli.dll netutils.dll NTDSAPI.dll fwpuclnt.dll bcrypt.dll mi.dll miutils.dll fwbase.dll wmitomi.dll mrmcorer.dll shcore.dll iertutil.dll windows.staterepositorycore.dll profapi.dll Windows.UI.dll WindowManagementAPI.dll TextInputFramework.dll InputHost.dll wintypes.dll twinapi.appcore.dll CoreMessaging.dll CoreUIComponents.dll PROPSYS.dll ntmarta.dll bcp47mrm.dll FWPolicyIOMgr.dll smbwmiv2.dll srvcli.dll MPR.dll wkscli.dll samcli.dll cimwin32.dll powrprof.dll framedynos.dll SspiCli.dll UMPDC.dll winbrand.dll tscfgwmi.dll ole32.dll SHELL32.dll WINSTA.dll REGAPI.dll ncrypt.dll DSROLE.dll DSPARSE.dll NTASN1.dll cfgbkend.dll dhcpcsvc6.DLL dhcpcsvc.DLL mswsock.dll rasadhlp.dll dskquota.dll SHLWAPI.dll Secur32.dll NetTCPIP.dll WINNSI.DLL","89","1092,3884,936,1128,932,1820,1780,52,1960,2196,3800,3920,3916,2860","14","2456","352","352","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-01","wsmprovhost","2108","svchost","792",,"3/3/2021 10:48:42 AM","00:00:01.5714089","3.171875","00:00:03.1718750",,"0","C:\Windows\system32\wsmprovhost.exe -Embedding","C:\Windows\system32\wsmprovhost.exe","142151680","135.57 MB","0FBB9BE7CA2AAFDE4ED8614A3A9DEF68E5AF1A2CB2E15D6CBCBF7B72F4DCD3B6","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.488","Host process for WinRM plug-ins","wsmprovhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll combase.dll ucrtbase.dll RPCRT4.dll WsmSvc.DLL OLEAUT32.dll msvcp_win.dll CRYPT32.dll sechost.dll advapi32.dll miutils.dll DSROLE.dll mi.dll pcwum.dll user32.dll win32u.dll GDI32.dll gdi32full.dll kernel.appcore.dll bcryptPrimitives.dll clbcatq.dll wsmplpxy.dll winhttp.dll pwrshplugin.dll OLE32.dll ATL.DLL mscoree.dll mscoreei.dll SHLWAPI.dll VERSION.dll clr.dll VCRUNTIME140_CLR0400.dll ucrtbase_clr0400.dll psapi.dll mscorlib.ni.dll System.ni.dll System.Core.ni.dll System.Management.Automation.ni.dll CRYPTSP.dll rsaenh.dll bcrypt.dll CRYPTBASE.dll Microsoft.Management.Infrastructure.ni.dll System.Xml.ni.dll shell32.dll windows.storage.dll Wldp.dll SHCORE.dll USERENV.dll profapi.dll SspiCli.dll System.Management.ni.dll System.DirectoryServices.ni.dll System.Data.ni.dll System.Data.dll WS2_32.dll WINTRUST.dll MSASN1.dll MSISIP.DLL coml2.dll wshext.dll AppxSip.dll OpcServices.DLL urlmon.dll XmlLite.dll iertutil.dll pwrshsip.dll System.Numerics.ni.dll System.Configuration.ni.dll clrjit.dll Microsoft.PowerShell.Security.ni.dll System.Transactions.ni.dll System.Transactions.dll secur32.dll diasymreader.dll amsi.dll MpOav.dll MPCLIENT.DLL gpapi.dll Microsoft.PowerShell.Commands.Utility.ni.dll System.Configuration.Install.ni.dll Microsoft.PowerShell.Commands.Management.ni.dll wminet_utils.dll wmiutils.dll wbemcomn.dll wbemprox.dll IPHLPAPI.DLL mswsock.dll DNSAPI.dll NSI.dll rasadhlp.dll wbemsvc.dll fastprox.dll Microsoft.Management.Infrastructure.Native.ni.dll Microsoft.Management.Infrastructure.Native.Unmanaged.DLL wmidcom.dll DPAPI.DLL imagehlp.dll cryptnet.dll","103","1440,1568,2020,1996,2156,2140,2212,3524,2696,3508,2468,2172,2492,2188,4000,3992,3428,780,3764,2680","20","3336","882","882","MOBILELAB\Dan","S-1-5-21-3036625279-3127291219-2495432101-1117","True","localhost","78f32896-20cd-4258-a54c-befa7ed32626"
"WIN10-02","Idle","0","Idle","0","AJRouter [Manual Start By NT AUTHORITY\LocalService]
",,,,,,"0",,,"8192","8 KB",,,,,,,,,,"0","0","1",,"0","0",,,"True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","System","4","Idle","0",,"3/3/2021 10:41:39 AM","00:07:04.0524552","3.59375","00:00:03.5937500","[Listen] ::;47001 <--> ::;0 [03/03/2021 07:41:46]
[Listen] ::;5985 <--> ::;0 [03/03/2021 07:41:46]
[Listen] ::;5357 <--> ::;0 [03/03/2021 07:41:53]
[Listen] ::;445 <--> ::;0 [03/03/2021 07:41:46]
[Established] 10.10.10.102;5985 <--> 10.10.10.100;63715 [03/03/2021 07:48:43]
[Established] 10.10.10.102;5985 <--> 10.10.10.100;63716 [03/03/2021 07:48:43]
[Established] 10.10.10.102;5985 <--> 10.10.10.100;63711 [03/03/2021 07:48:42]
[Listen] 10.10.10.102;139 <--> 0.0.0.0;0 [03/03/2021 07:41:45]","8",,,"86016","84 KB",,,,,,,,,,"0","12,16,20,24,28,32,36,40,44,48,56,60,64,68,80,84,88,92,96,100,104,112,116,120,128,132,136,140,144,148,152,156,164,168,172,176,180,184,188,192,196,200,204,208,212,216,220,224,228,232,236,240,244,248,252,256,260,264,276,280,284,288,292,296,300,304,308,312,316,320,324,328,336,340,348,352,356,360,364,368,372,376,384,388,392,404,424,488,520,524,528,532,536,596,876,1644,1672,2052,2216,2236,2240,2244,2436,2444,2496,2536,2540,2544,2548,2552,2556,2584,2616,2660,2664,2668,2712,2884,2900,1072,1668,1740,3776,3988,3036,2816","126",,"1546","1546",,,"True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","Registry","72","System","4",,"3/3/2021 10:41:38 AM","00:07:05.2474155","0.3125","00:00:00.3125000",,"0",,,"11091968","10.58 MB",,,,,,,,,,"0","76,472,476,480","4",,"0","0","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","smss","396","System","4",,"3/3/2021 10:41:39 AM","00:07:04.0471684","0.078125","00:00:00.0781250",,"0",,,"311296","304 KB",,,,,,,,,,"0","400,412","2",,"53","53","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","csrss","500",,"492",,"3/3/2021 10:41:40 AM","00:07:03.1074385","0.15625","00:00:00.1562500",,"0",,,"2527232","2.41 MB",,,,,,,,,,"0","512,540,548,552,556,588,612,620,868","9",,"353","353","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","wininit","568",,"492",,"3/3/2021 10:41:40 AM","00:07:03.0609645","0.046875","00:00:00.0468750","[Listen] ::;49665 <--> ::;0 [03/03/2021 07:41:41]
[Listen] 0.0.0.0;49665 <--> 0.0.0.0;0 [03/03/2021 07:41:41]","2",,,"2138112","2.04 MB",,,,,,,,,,"0","572","1",,"164","164","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","csrss","576","svchost","560",,"3/3/2021 10:41:40 AM","00:07:03.0543008","0.0625","00:00:00.0625000",,"0",,,"1490944","1.42 MB",,,,,,,,,,"0","604,616,640,648,652,656,688,724,728,944","10",,"167","167","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","services","628","wininit","568",,"3/3/2021 10:41:40 AM","00:07:03.0124378","0.6875","00:00:00.6875000","[Listen] ::;49670 <--> ::;0 [03/03/2021 07:41:47]
[Listen] 0.0.0.0;49670 <--> 0.0.0.0;0 [03/03/2021 07:41:46]","2",,,"5627904","5.37 MB",,,,,,,,,,"0","756,760,880,3388,2328,3792","6",,"355","355","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","winlogon","660","svchost","560",,"3/3/2021 10:41:40 AM","00:07:02.9951697","0.0625","00:00:00.0625000",,"0","winlogon.exe","C:\Windows\system32\winlogon.exe","2727936","2.6 MB","A4D74C4A92007E3D6B893187F67DEA65C15A0A551E1F8956685D115A3F202958","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Windows Logon Application","winlogon.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcrt.dll sechost.dll RPCRT4.dll combase.dll ucrtbase.dll advapi32.dll powrprof.dll UMPDC.dll profapi.dll user32.dll win32u.dll GDI32.dll gdi32full.dll msvcp_win.dll IMM32.DLL winsta.dll SspiCli.dll USERENV.dll profext.dll ntmarta.dll Bcrypt.dll bcryptprimitives.dll firewallapi.dll DNSAPI.dll IPHLPAPI.DLL NSI.dll fwbase.dll uxinit.dll shcore.dll dwmapi.dll UxTheme.dll CRYPT32.dll DPAPI.dll CRYPTBASE.dll dwminit.dll apphelp.dll","40","664,960","2","6960","211","211","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","lsass","668","wininit","568","KeyIso [Manual Start By LocalSystem]
","3/3/2021 10:41:40 AM","00:07:02.9918011","0.609375","00:00:00.6093750","[Listen] ::;49669 <--> ::;0 [03/03/2021 07:41:45]
[Listen] ::;49664 <--> ::;0 [03/03/2021 07:41:41]
[Bound] 0.0.0.0;55903 <--> 0.0.0.0;0 [03/03/2021 07:48:45]
[Bound] 0.0.0.0;55902 <--> 0.0.0.0;0 [03/03/2021 07:48:45]
[Established] 10.10.10.102;55903 <--> 10.10.10.10;49158 [03/03/2021 07:48:45]
[Established] 10.10.10.102;55902 <--> 10.10.10.10;135 [03/03/2021 07:48:45]
[Listen] 0.0.0.0;49669 <--> 0.0.0.0;0 [03/03/2021 07:41:45]
[Listen] 0.0.0.0;49664 <--> 0.0.0.0;0 [03/03/2021 07:41:41]","8","C:\Windows\system32\lsass.exe","C:\Windows\system32\lsass.exe","10776576","10.28 MB","56E91451FEAD9946ACA8E2F0AAE99FDEA302FD90F0708F68013BDDEDAB580F3B","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","Local Security Authority Process","lsass.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll RPCRT4.dll lsasrv.dll ucrtbase.dll SspiCli.dll WS2_32.dll sechost.dll WLDAP32.dll MSASN1.dll samsrv.dll bcrypt.dll CRYPT32.dll ncrypt.dll NTASN1.dll Wldp.dll msvcrt.dll advapi32.dll bcryptprimitives.dll msprivs.DLL netprovfw.dll JOINUTIL.DLL negoexts.DLL CRYPTBASE.dll CRYPTSP.dll kerberos.DLL msvcp_win.dll KerbClientShared.dll cryptdll.dll mswsock.dll msv1_0.DLL NtlmShared.dll netlogon.DLL gmsaclient.dll DNSAPI.dll netutils.dll logoncli.dll powrprof.dll USERENV.dll IPHLPAPI.DLL NSI.dll UMPDC.dll tspkg.DLL pku2u.DLL cloudAP.DLL profapi.dll aadcloudap.dll combase.dll wkscli.dll msvcp110_win.dll MicrosoftAccountCloudAP.dll DPAPI.DLL rsaenh.dll wdigest.DLL schannel.DLL efslsaext.dll shcore.dll dpapisrv.dll SspiSrv.dll winsta.dll KDCPW.DLL scecli.DLL secur32.dll AUTHZ.dll gpapi.dll wevtapi.dll keyiso.dll NCRYPTPROV.DLL ngcpopkeysrv.dll OLEAUT32.dll cfgmgr32.dll DEVOBJ.dll PCPKsp.dll ntmarta.dll tbs.dll imagehlp.dll ncryptsslp.dll dssenh.dll mskeyprotect.dll rasadhlp.dll fwpuclnt.dll DSPARSE.dll ntdsapi.dll winbrand.dll","86","704,708,712,736,460,2364,2588,428,1692","9","7208","975","975","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","788","services","628","BrokerInfrastructure [Auto Start By LocalSystem]
","3/3/2021 10:41:40 AM","00:07:02.8088304","0.375","00:00:00.3750000",,"0","C:\Windows\system32\svchost.exe -k DcomLaunch -p","C:\Windows\system32\svchost.exe","12124160","11.56 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll umpnpmgr.dll msvcrt.dll WLDP.DLL advapi32.dll umpo.dll UMPDC.dll slc.dll sppc.dll umpoext.dll cfgmgr32.dll combase.dll shcore.dll powrprof.dll tdh.dll msvcp_win.dll dxgi.dll win32u.dll gdi32.dll gdi32full.dll USER32.dll gpapi.dll HID.DLL windows.storage.dll shlwapi.dll rpcss.dll bcryptPrimitives.dll SspiCli.dll psmsrv.dll kernel.appcore.dll psmserviceexthost.dll RMCLIENT.dll IPHLPAPI.DLL wer.dll lsm.dll dwmapi.dll WS2_32.dll mswsock.dll wshhyperv.dll SYSNTFY.dll bisrv.dll OLEAUT32.dll ResourcePolicyClient.dll EventAggregation.dll ntmarta.dll DEVOBJ.dll Userenv.dll clbcatq.dll embeddedmodesvcapi.dll bcrypt.dll resourcepolicyserver.dll CRYPT32.dll CRYPTSP.dll systemeventsbrokerserver.dll BrokerLib.dll DAB.dll lsmproxy.dll usermgrcli.dll CRYPTBASE.DLL bi.dll rsaenh.dll profapi.dll WINNSI.DLL NSI.dll","70","792,872,896,924,952,1000,456,580,1568,2144,2764","11","7564","688","688","NT AUTHORITY\SYSTEM","S-1-5-18","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","fontdrvhost","796","winlogon","660",,"3/3/2021 10:41:41 AM","00:07:02.7630683","0","00:00:00",,"0","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","970752","948 KB","418FBE7F21915384A1A87010DE7CDBF86690B497999547E6C5BE93FBA8E91FF7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","Usermode Font Driver Host","fontdrvhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcp_win.dll ucrtbase.dll win32u.dll","7","800,820,824,828,832","5","7952","39","39","Font Driver Host\UMFD-1","S-1-5-96-0-1","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","fontdrvhost","804","wininit","568",,"3/3/2021 10:41:41 AM","00:07:02.7483148","0","00:00:00",,"0","""fontdrvhost.exe""","C:\Windows\system32\fontdrvhost.exe","1142784","1.09 MB","418FBE7F21915384A1A87010DE7CDBF86690B497999547E6C5BE93FBA8E91FF7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.546","Usermode Font Driver Host","fontdrvhost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll msvcp_win.dll ucrtbase.dll win32u.dll","7","808,840,844,848,852","5","8248","39","39","Font Driver Host\UMFD-0","S-1-5-96-0-0","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
"WIN10-02","svchost","888","services","628","RpcEptMapper [Auto Start By NT AUTHORITY\NetworkService]
","3/3/2021 10:41:41 AM","00:07:02.5595311","0.3125","00:00:00.3125000","[Listen] ::;135 <--> ::;0 [03/03/2021 07:41:41]
[Listen] 0.0.0.0;135 <--> 0.0.0.0;0 [03/03/2021 07:41:41]","2","C:\Windows\system32\svchost.exe -k RPCSS -p","C:\Windows\system32\svchost.exe","7262208","6.93 MB","643EC58E82E0272C97C2A59F6020970D881AF19C0AD5029DB9C958C13B6558C7","A4341B9FD50FB9964283220A36A1EF6F6FAA7840","Valid","Microsoft Windows","Microsoft Corporation","Microsoft? Windows? Operating System","10.0.19041.1","Host Process for Windows Services","svchost.exe ntdll.dll KERNEL32.DLL KERNELBASE.dll sechost.dll RPCRT4.dll ucrtbase.dll rpcepmap.dll WLDP.DLL msvcrt.dll advapi32.dll sspicli.dll RpcRtRemote.dll bcryptPrimitives.dll WS2_32.dll FirewallAPI.dll combase.dll DNSAPI.dll IPHLPAPI.DLL NSI.dll fwbase.dll rpcss.dll mswsock.dll powrprof.dll UMPDC.dll wshhyperv.dll clbcatq.dll fwpuclnt.dll bcrypt.dll kernel.appcore.dll wtsapi32.dll WINSTA.dll OLEAUT32.dll msvcp_win.dll","34","892,912,928,2936,492,2476,1028,3092,3588","9","8540","672","672","NT AUTHORITY\NETWORK SERVICE","S-1-5-20","True","localhost","f42fbbae-4f96-4634-9f7b-1af5ef8b014c"
