"ComputerName","LocalAddress","LocalPort","RemoteAddress","RemotePort","State","CreationTime","Duration","ParentProcessId","ProcessID","ProcessName","CommandLine","MD5Hash","ExecutablePath","Protocol","PSComputerName","RunspaceId","PSShowComputerName"
"127.0.0.1","0.0.0.0","50528","0.0.0.0","0","Bound","1/24/2021 12:22:40 AM","00:01:02.5879404","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","0.0.0.0","50519","0.0.0.0","0","Bound","1/24/2021 12:22:26 AM","00:01:16.8795567","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","0.0.0.0","50518","0.0.0.0","0","Bound","1/24/2021 12:22:25 AM","00:01:17.9045539","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","0.0.0.0","50517","0.0.0.0","0","Bound","1/24/2021 12:22:25 AM","00:01:17.9926891","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","0.0.0.0","49910","0.0.0.0","0","Bound","1/23/2021 11:58:55 PM","00:24:48.0226875","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","0.0.0.0","49909","0.0.0.0","0","Bound","1/23/2021 11:58:55 PM","00:24:48.0586925","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","0.0.0.0","49908","0.0.0.0","0","Bound","1/23/2021 11:58:55 PM","00:24:48.0896902","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","0.0.0.0","49806","0.0.0.0","0","Bound","1/23/2021 11:57:33 PM","00:26:10.1156894","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","192.168.68.122","50528","208.95.112.1","80","Established","1/24/2021 12:22:40 AM","00:01:03.1416909","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","192.168.68.122","50519","13.32.196.185","443","Established","1/24/2021 12:22:26 AM","00:01:17.2046843","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","192.168.68.122","50518","172.217.164.142","443","Established","1/24/2021 12:22:25 AM","00:01:18.2596854","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","192.168.68.122","50517","172.217.164.163","443","Established","1/24/2021 12:22:25 AM","00:01:18.2966887","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
"127.0.0.1","192.168.68.122","49806","157.230.201.201","8082","Established","1/23/2021 11:57:33 PM","00:26:10.3256900","8376","9180","chrome.exe","""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --field-trial-handle=1668,10233665025295822954,13916224771911980719,131072 --lang=en-US --service-sandbox-type=network --mojo-platform-channel-handle=1788 /prefetch:8","F0A4753E6F7829172CE4DE0A202214B1","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","TCP","127.0.0.1","98a4a451-5346-446c-9be9-35354bb92a83","True"
