"PSComputerName","SMBIOSBIOSVersion","Name","Manufacturer","SerialNumber","Version","Description","ReleaseDate","InstallDate"
"2012DATA-DC1","6.00","PhoenixBIOS 4.0 Release 6.0     ","Phoenix Technologies LTD","VMware-56 4d b2 73 ea 40 37 8d-4a ba 3c 66 30 e6 f8 aa","INTEL  - 6040000","PhoenixBIOS 4.0 Release 6.0     ","20170519000000.000000+000",
