"PSComputerName","SMBIOSBIOSVersion","Name","Manufacturer","SerialNumber","Version","Description","ReleaseDate","InstallDate"
"DELLWIN10","A19","Default System BIOS","Dell Inc.","6FTWGV1","DELL   - 6222004","Default System BIOS","20131114000000.000000+000",
