"PSComputerName","Name","ProcessID","ParentProcessID","Path","WorkingSetSize","Handle","HandleCount","ThreadCount","CreationDate"
"DELLWIN10","lsass.exe","640","552","C:\Windows\system32\lsass.exe","16986112","640","1597","10","20181207141901.448422-480"
"DELLWIN10","svchost.exe","764","632","c:\windows\system32\svchost.exe","3563520","764","84","2","20181207141901.685778-480"
"DELLWIN10","svchost.exe","792","632","C:\Windows\system32\svchost.exe","27193344","792","1109","21","20181207141901.701949-480"
"DELLWIN10","fontdrvhost.exe","820","552","C:\Windows\system32\fontdrvhost.exe","2711552","820","45","5","20181207141901.741229-480"
"DELLWIN10","svchost.exe","872","632","c:\windows\system32\svchost.exe","16105472","872","1346","14","20181207141901.859566-480"
"DELLWIN10","svchost.exe","924","632","c:\windows\system32\svchost.exe","7606272","924","332","7","20181207141901.896968-480"
"DELLWIN10","winlogon.exe","992","544","C:\Windows\system32\winlogon.exe","9486336","992","246","5","20181207141902.638985-480"
"DELLWIN10","fontdrvhost.exe","400","992","C:\Windows\system32\fontdrvhost.exe","10444800","400","45","5","20181207141902.701021-480"
"DELLWIN10","svchost.exe","1028","632","c:\windows\system32\svchost.exe","6184960","1028","142","5","20181207141902.780323-480"
"DELLWIN10","svchost.exe","1036","632","c:\windows\system32\svchost.exe","6189056","1036","188","4","20181207141902.780329-480"
"DELLWIN10","svchost.exe","1044","632","c:\windows\system32\svchost.exe","6135808","1044","149","4","20181207141902.780368-480"
"DELLWIN10","svchost.exe","1112","632","c:\windows\system32\svchost.exe","8249344","1112","180","2","20181207141902.807447-480"
"DELLWIN10","svchost.exe","1120","632","c:\windows\system32\svchost.exe","11128832","1120","146","4","20181207141902.808616-480"
"DELLWIN10","svchost.exe","1136","632","c:\windows\system32\svchost.exe","7467008","1136","231","9","20181207141902.820214-480"
"DELLWIN10","dwm.exe","1152","992","C:\Windows\system32\dwm.exe","54304768","1152","705","10","20181207141902.832340-480"
"DELLWIN10","WUDFHost.exe","1164","632","C:\Windows\System32\WUDFHost.exe","6004736","1164","245","5","20181207141902.835188-480"
"DELLWIN10","svchost.exe","1260","632","c:\windows\system32\svchost.exe","9265152","1260","262","16","20181207141902.865111-480"
"DELLWIN10","svchost.exe","1268","632","c:\windows\system32\svchost.exe","13955072","1268","390","8","20181207141902.868653-480"
"DELLWIN10","svchost.exe","1332","632","c:\windows\system32\svchost.exe","9129984","1332","226","3","20181207141902.899569-480"
"DELLWIN10","svchost.exe","1512","632","c:\windows\system32\svchost.exe","8761344","1512","256","5","20181207141902.968573-480"
"DELLWIN10","svchost.exe","1524","632","C:\Windows\system32\svchost.exe","8400896","1524","179","2","20181207141902.974154-480"
"DELLWIN10","svchost.exe","1580","632","c:\windows\system32\svchost.exe","18735104","1580","517","17","20181207141902.994312-480"
"DELLWIN10","svchost.exe","1692","632","c:\windows\system32\svchost.exe","7581696","1692","121","3","20181207141903.041576-480"
"DELLWIN10","svchost.exe","1704","632","c:\windows\system32\svchost.exe","14028800","1704","432","9","20181207141903.046635-480"
"DELLWIN10","svchost.exe","1788","632","c:\windows\system32\svchost.exe","5492736","1788","255","4","20181207141903.080841-480"
"DELLWIN10","svchost.exe","1796","632","c:\windows\system32\svchost.exe","12005376","1796","204","5","20181207141903.081045-480"
"DELLWIN10","svchost.exe","1808","632","c:\windows\system32\svchost.exe","6541312","1808","158","5","20181207141903.085959-480"
"DELLWIN10","svchost.exe","1896","632","c:\windows\system32\svchost.exe","11669504","1896","277","4","20181207141903.124367-480"
"DELLWIN10","Memory Compression","1908","4",,"767127552","1908","0","50","20181207141903.131512-480"
"DELLWIN10","svchost.exe","1984","632","c:\windows\system32\svchost.exe","7065600","1984","164","2","20181207141903.149654-480"
"DELLWIN10","svchost.exe","2020","632","c:\windows\system32\svchost.exe","7000064","2020","194","5","20181207141903.180122-480"
"DELLWIN10","svchost.exe","2032","632","c:\windows\system32\svchost.exe","6770688","2032","151","6","20181207141903.186456-480"
"DELLWIN10","svchost.exe","2188","632","c:\windows\system32\svchost.exe","7192576","2188","183","8","20181207141903.496081-480"
"DELLWIN10","svchost.exe","2224","632","c:\windows\system32\svchost.exe","18989056","2224","503","17","20181207141903.524437-480"
"DELLWIN10","svchost.exe","2248","632","C:\Windows\System32\svchost.exe","15593472","2248","352","9","20181207141903.556491-480"
"DELLWIN10","svchost.exe","2288","632","c:\windows\system32\svchost.exe","10219520","2288","449","5","20181207141903.575147-480"
"DELLWIN10","SbieSvc.exe","2404","632","C:\Program Files\Sandboxie\SbieSvc.exe","4804608","2404","129","17","20181207141903.626386-480"
"DELLWIN10","svchost.exe","2476","632","c:\windows\system32\svchost.exe","12750848","2476","185","3","20181207141903.644637-480"
"DELLWIN10","svchost.exe","2512","632","c:\windows\system32\svchost.exe","13336576","2512","386","12","20181207141903.654192-480"
"DELLWIN10","svchost.exe","2660","632","C:\Windows\System32\svchost.exe","6053888","2660","135","5","20181207141903.705526-480"
"DELLWIN10","svchost.exe","2672","632","C:\Windows\system32\svchost.exe","11259904","2672","427","13","20181207141903.710022-480"
"DELLWIN10","svchost.exe","2792","632","c:\windows\system32\svchost.exe","8925184","2792","448","13","20181207141903.788437-480"
"DELLWIN10","svchost.exe","3052","632","C:\Windows\system32\svchost.exe","12820480","3052","397","10","20181207141903.968004-480"
"DELLWIN10","svchost.exe","3068","632","c:\windows\system32\svchost.exe","17928192","3068","277","6","20181207141903.992680-480"
"DELLWIN10","svchost.exe","2640","632","c:\windows\system32\svchost.exe","12034048","2640","239","4","20181207141904.044074-480"
"DELLWIN10","spoolsv.exe","3160","632","C:\Windows\System32\spoolsv.exe","11714560","3160","419","11","20181207141904.102531-480"
"DELLWIN10","svchost.exe","3232","632","c:\windows\system32\svchost.exe","7790592","3232","190","5","20181207141904.148938-480"
"DELLWIN10","mDNSResponder.exe","3392","632","C:\Program Files (x86)\Bonjour\mDNSResponder.exe","7520256","3392","218","5","20181207141904.254549-480"
"DELLWIN10","HidMonitorSvc.exe","3400","632","C:\Program Files\DellTPad\HidMonitorSvc.exe","4558848","3400","112","2","20181207141904.254856-480"
"DELLWIN10","svchost.exe","3416","632","c:\windows\system32\svchost.exe","16449536","3416","307","12","20181207141904.274952-480"
"DELLWIN10","svchost.exe","3424","632","c:\windows\system32\svchost.exe","5623808","3424","137","2","20181207141904.283397-480"
"DELLWIN10","svchost.exe","3432","632","c:\windows\system32\svchost.exe","36032512","3432","361","22","20181207141904.285019-480"
"DELLWIN10","svchost.exe","3440","632","c:\windows\system32\svchost.exe","6443008","3440","230","5","20181207141904.294224-480"
"DELLWIN10","svchost.exe","3452","632","c:\windows\system32\svchost.exe","10125312","3452","221","6","20181207141904.304367-480"
"DELLWIN10","nordvpn-service.exe","3480","632","C:\Program Files (x86)\NordVPN\nordvpn-service.exe","38232064","3480","763","18","20181207141904.313951-480"
"DELLWIN10","svchost.exe","3496","632","C:\Windows\System32\svchost.exe","22437888","3496","741","16","20181207141904.322363-480"
"DELLWIN10","svchost.exe","3572","632","c:\windows\system32\svchost.exe","6615040","3572","196","12","20181207141904.354757-480"
"DELLWIN10","SSUService.exe","3604","632","C:\Program Files (x86)\Splashtop\Splashtop Software Updater\SSUService.exe","7925760","3604","177","4","20181207141904.373265-480"
"DELLWIN10","svchost.exe","3640","632","C:\Windows\system32\svchost.exe","7122944","3640","169","5","20181207141904.380006-480"
"DELLWIN10","SecurityHealthService.exe","3652","632",,"12480512","3652","360","6","20181207141904.391718-480"
"DELLWIN10","svchost.exe","3664","632","c:\windows\system32\svchost.exe","5140480","3664","123","3","20181207141904.396637-480"
"DELLWIN10","vmware-authd.exe","3676","632","C:\Program Files (x86)\VMware\VMware Workstation\vmware-authd.exe","10838016","3676","318","6","20181207141904.404381-480"
"DELLWIN10","vmnetdhcp.exe","3704","632","C:\Windows\SysWOW64\vmnetdhcp.exe","4530176","3704","78","2","20181207141904.422251-480"
"DELLWIN10","vmware-usbarbitrator64.exe","3744","632","C:\Program Files (x86)\Common Files\VMware\USB\vmware-usbarbitrator64.exe","8298496","3744","237","3","20181207141904.445662-480"
"DELLWIN10","vmnat.exe","3768","632","C:\Windows\SysWOW64\vmnat.exe","6225920","3768","166","4","20181207141904.454716-480"
"DELLWIN10","svchost.exe","3812","632","c:\windows\system32\svchost.exe","9113600","3812","203","5","20181207141904.485031-480"
"DELLWIN10","svchost.exe","3820","632","c:\windows\system32\svchost.exe","19939328","3820","412","7","20181207141904.487196-480"
"DELLWIN10","MsMpEng.exe","3828","632",,"140316672","3828","980","31","20181207141904.490877-480"
"DELLWIN10","svchost.exe","3972","632","c:\windows\system32\svchost.exe","5877760","3972","122","2","20181207141904.550548-480"
"DELLWIN10","svchost.exe","4260","632","c:\windows\system32\svchost.exe","4890624","4260","102","3","20181207141904.734801-480"
"DELLWIN10","vmware-hostd.exe","4588","632","C:\Program Files (x86)\VMware\VMware Workstation\vmware-hostd.exe","31531008","4588","446","23","20181207141905.218719-480"
"DELLWIN10","svchost.exe","4620","632","c:\windows\system32\svchost.exe","6041600","4620","145","4","20181207141905.431807-480"
"DELLWIN10","svchost.exe","4720","632","c:\windows\system32\svchost.exe","6291456","4720","205","7","20181207141905.700546-480"
"DELLWIN10","svchost.exe","4732","632","c:\windows\system32\svchost.exe","8192000","4732","260","7","20181207141905.710565-480"
"DELLWIN10","WUDFHost.exe","4832","632","C:\Windows\System32\WUDFHost.exe","6578176","4832","230","6","20181207141905.920863-480"
"DELLWIN10","dasHost.exe","4852","3424","C:\Windows\system32\dashost.exe","4403200","4852","119","2","20181207141905.941593-480"
"DELLWIN10","svchost.exe","4860","632","c:\windows\system32\svchost.exe","11415552","4860","384","16","20181207141905.943542-480"
"DELLWIN10","svchost.exe","5008","632","c:\windows\system32\svchost.exe","6889472","5008","237","10","20181207141906.135068-480"
"DELLWIN10","NisSrv.exe","5176","632",,"11042816","5176","199","8","20181207141907.527099-480"
"DELLWIN10","svchost.exe","5496","632","c:\windows\system32\svchost.exe","27443200","5496","511","9","20181207141908.922333-480"
"DELLWIN10","Apoint.exe","5456","3400","C:\Program Files\DellTPad\Apoint.exe","13905920","5456","278","3","20181207141943.747575-480"
"DELLWIN10","sihost.exe","944","1512","c:\windows\system32\sihost.exe","26746880","944","635","11","20181207141943.837911-480"
"DELLWIN10","svchost.exe","432","632","c:\windows\system32\svchost.exe","17354752","432","256","8","20181207141943.847493-480"
"DELLWIN10","svchost.exe","2452","632","c:\windows\system32\svchost.exe","34250752","2452","504","6","20181207141943.894303-480"
"DELLWIN10","taskhostw.exe","1688","1268","c:\windows\system32\taskhostw.exe","16175104","1688","318","8","20181207141943.990364-480"
"DELLWIN10","procexp.exe","6092","1268","C:\SYSINTERNALSSUITE\PROCEXP.EXE","1081344","6092","235","2","20181207141943.996827-480"
"DELLWIN10","svchost.exe","6212","632","c:\windows\system32\svchost.exe","6803456","6212","156","3","20181207141944.105009-480"
"DELLWIN10","ctfmon.exe","6260","6212","C:\Windows\system32\ctfmon.exe","16252928","6260","468","9","20181207141944.145385-480"
"DELLWIN10","explorer.exe","6376","6352","C:\Windows\Explorer.EXE","140685312","6376","3472","125","20181207141944.304997-480"
"DELLWIN10","svchost.exe","6728","632","c:\windows\system32\svchost.exe","5410816","6728","130","2","20181207141945.053672-480"
"DELLWIN10","ApMsgFwd.exe","6812","5456","C:\Program Files\DellTPad\ApMsgFwd.exe","6070272","6812","131","2","20181207141945.273960-480"
"DELLWIN10","svchost.exe","6820","632","c:\windows\system32\svchost.exe","7086080","6820","194","7","20181207141945.291009-480"
"DELLWIN10","hidfind.exe","6916","5456","C:\Program Files\DellTPad\HidFind.exe","4481024","6916","85","1","20181207141945.464671-480"
"DELLWIN10","ApntEx.exe","6928","6896","C:\Program Files\DellTPad\Apntex.exe","6139904","6928","143","2","20181207141945.481924-480"
"DELLWIN10","conhost.exe","6964","6928","C:\Windows\system32\conhost.exe","5795840","6964","132","3","20181207141945.516973-480"
"DELLWIN10","svchost.exe","7048","632","c:\windows\system32\svchost.exe","12894208","7048","244","4","20181207141945.673583-480"
"DELLWIN10","ShellExperienceHost.exe","6968","792","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","69115904","6968","2563","34","20181207141946.433848-480"
"DELLWIN10","SearchUI.exe","7504","792","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","87621632","7504","1363","49","20181207141947.252804-480"
"DELLWIN10","RuntimeBroker.exe","7668","792","C:\Windows\System32\RuntimeBroker.exe","23752704","7668","560","12","20181207141947.752523-480"
"DELLWIN10","RuntimeBroker.exe","7752","792","C:\Windows\System32\RuntimeBroker.exe","26267648","7752","407","5","20181207141948.117408-480"
"DELLWIN10","ApplicationFrameHost.exe","8164","792","C:\Windows\system32\ApplicationFrameHost.exe","24682496","8164","435","4","20181207141948.580715-480"
"DELLWIN10","SkypeBackgroundHost.exe","8212","792","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.35.76.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe","1978368","8212","171","4","20181207141948.858161-480"
"DELLWIN10","SearchIndexer.exe","8372","632","C:\Windows\system32\SearchIndexer.exe","54505472","8372","831","29","20181207141949.045167-480"
"DELLWIN10","RuntimeBroker.exe","8720","792","C:\Windows\System32\RuntimeBroker.exe","27770880","8720","457","5","20181207141949.806201-480"
"DELLWIN10","PROCEXP64.exe","1544","6092","C:\Users\Dan\AppData\Local\Temp\PROCEXP64.exe","18599936","1544","680","12","20181207141952.478774-480"
"DELLWIN10","svchost.exe","9512","632","c:\windows\system32\svchost.exe","13930496","9512","266","9","20181207141954.003885-480"
"DELLWIN10","MSASCuiL.exe","9644","6376","C:\Program Files\Windows Defender\MSASCuiL.exe","7966720","9644","153","1","20181207142000.373470-480"
"DELLWIN10","igfxtray.exe","9760","6376","C:\Windows\System32\igfxtray.exe","7151616","9760","147","1","20181207142000.839545-480"
"DELLWIN10","hkcmd.exe","9992","6376","C:\Windows\System32\hkcmd.exe","7110656","9992","147","1","20181207142001.302857-480"
"DELLWIN10","igfxpers.exe","9896","6376","C:\Windows\System32\igfxpers.exe","8044544","9896","187","2","20181207142001.768486-480"
"DELLWIN10","OneDrive.exe","7916","6376","C:\Users\Dan\AppData\Local\Microsoft\OneDrive\OneDrive.exe","44584960","7916","602","16","20181207142002.522658-480"
"DELLWIN10","PrintScreen.exe","7840","6376","C:\Program Files (x86)\Gadwin Systems\PrintScreen\PrintScreen.exe","9252864","7840","195","3","20181207142003.849258-480"
"DELLWIN10","splwow64.exe","460","7840","C:\Windows\splwow64.exe","12238848","460","226","5","20181207142003.926100-480"
"DELLWIN10","svchost.exe","10204","632","c:\windows\system32\svchost.exe","5685248","10204","128","3","20181207142004.211275-480"
"DELLWIN10","SbieCtrl.exe","9472","6376","C:\Program Files\Sandboxie\SbieCtrl.exe","13791232","9472","232","4","20181207142004.869013-480"
"DELLWIN10","NordVPN.exe","3176","6376","C:\Program Files (x86)\NordVPN\NordVPN.exe","167120896","3176","863","16","20181207142005.509188-480"
"DELLWIN10","SWXDAgent.exe","2704","6376","C:\Program Files (x86)\Splashtop\Splashtop Wired XDisplay\Agent\SWXDAgent.exe","14192640","2704","306","2","20181207142011.525878-480"
"DELLWIN10","vmware-tray.exe","3588","8028","C:\Program Files (x86)\VMware\VMware Workstation\vmware-tray.exe","9048064","3588","194","3","20181207142011.944748-480"
"DELLWIN10","jusched.exe","3720","8028","C:\Program Files (x86)\Common Files\Java\Java Update\jusched.exe","14741504","3720","389","2","20181207142012.477124-480"
"DELLWIN10","svchost.exe","6060","632","c:\windows\system32\svchost.exe","7692288","6060","192","6","20181207142030.924093-480"
"DELLWIN10","svchost.exe","9804","632","c:\windows\system32\svchost.exe","16699392","9804","520","12","20181207142106.332142-480"
"DELLWIN10","SgrmBroker.exe","8344","632",,"4800512","8344","65","2","20181207142107.770917-480"
"DELLWIN10","svchost.exe","8240","632","c:\windows\system32\svchost.exe","8282112","8240","192","6","20181207142108.201530-480"
"DELLWIN10","svchost.exe","8184","632","c:\windows\system32\svchost.exe","17809408","8184","493","4","20181207142108.401044-480"
"DELLWIN10","svchost.exe","8020","632","c:\windows\system32\svchost.exe","10682368","8020","233","2","20181207142131.726638-480"
"DELLWIN10","SkypeApp.exe","1000","792","C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.35.76.0_x64__kzf8qxf38zg5c\SkypeApp.exe","626688","1000","431","15","20181207142131.784415-480"
"DELLWIN10","RuntimeBroker.exe","10484","792","C:\Windows\System32\RuntimeBroker.exe","13774848","10484","192","4","20181207142133.344106-480"
"DELLWIN10","dllhost.exe","3780","792","C:\Windows\system32\DllHost.exe","10285056","3780","235","4","20181207142206.104562-480"
"DELLWIN10","openvpn-nordvpn.exe","6504","3480","C:\Program Files (x86)\NordVPN\Resources\Binaries\64bit\openvpn-nordvpn.exe","10551296","6504","171","1","20181207142245.836513-480"
"DELLWIN10","conhost.exe","6096","6504","C:\Windows\system32\conhost.exe","4378624","6096","116","2","20181207142245.879928-480"
"DELLWIN10","qbittorrent.exe","8112","6376","C:\Program Files\qBittorrent\qbittorrent.exe","154783744","8112","707","21","20181207142504.894834-480"
"DELLWIN10","jucheck.exe","8584","3720","C:\Program Files (x86)\Common Files\Java\Java Update\jucheck.exe","12017664","8584","345","3","20181207142512.838600-480"
"DELLWIN10","sedsvc.exe","9772","632","C:\Program Files\rempl\sedsvc.exe","7540736","9772","183","3","20181207142913.573728-480"
"DELLWIN10","chrome.exe","10532","6376","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","284229632","10532","3723","38","20181207142944.326806-480"
"DELLWIN10","chrome.exe","11008","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","7118848","11008","432","7","20181207142944.666346-480"
"DELLWIN10","chrome.exe","6280","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","7561216","6280","141","2","20181207142945.308307-480"
"DELLWIN10","chrome.exe","4152","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","57257984","4152","750","10","20181207142945.797613-480"
"DELLWIN10","chrome.exe","8472","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","34033664","8472","327","14","20181207142947.229581-480"
"DELLWIN10","chrome.exe","2820","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","30355456","2820","269","13","20181207142947.324299-480"
"DELLWIN10","chrome.exe","6804","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","145666048","6804","271","14","20181207142948.474260-480"
"DELLWIN10","chrome.exe","7796","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","23683072","7796","263","13","20181207142948.627709-480"
"DELLWIN10","chrome.exe","2044","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","23199744","2044","263","13","20181207142948.658601-480"
"DELLWIN10","chrome.exe","10568","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","34426880","10568","269","13","20181207142948.692466-480"
"DELLWIN10","chrome.exe","1452","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","138375168","1452","275","15","20181207142948.716273-480"
"DELLWIN10","chrome.exe","8100","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","43745280","8100","297","13","20181207142948.739671-480"
"DELLWIN10","chrome.exe","5788","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","43786240","5788","266","14","20181207142948.785699-480"
"DELLWIN10","chrome.exe","8492","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","23298048","8492","263","13","20181207142948.807723-480"
"DELLWIN10","chrome.exe","10600","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","23199744","10600","263","13","20181207142954.263503-480"
"DELLWIN10","chrome.exe","9748","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","57257984","9748","335","15","20181207142959.581783-480"
"DELLWIN10","chrome.exe","1472","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","56963072","1472","325","17","20181207142959.645600-480"
"DELLWIN10","chrome.exe","10512","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","107225088","10512","304","15","20181207142959.724409-480"
"DELLWIN10","chrome.exe","10268","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","42250240","10268","340","15","20181207142959.858666-480"
"DELLWIN10","chrome.exe","7536","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","39772160","7536","332","15","20181207142959.928605-480"
"DELLWIN10","chrome.exe","9332","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","37330944","9332","290","15","20181207143000.022996-480"
"DELLWIN10","chrome.exe","11176","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","71680000","11176","334","15","20181207143000.346680-480"
"DELLWIN10","chrome.exe","2180","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","293367808","2180","332","18","20181207143000.412105-480"
"DELLWIN10","chrome.exe","10276","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","213848064","10276","405","19","20181207143000.472929-480"
"DELLWIN10","chrome.exe","2328","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","123908096","2328","316","17","20181207143000.527551-480"
"DELLWIN10","chrome.exe","1204","10532","C:\Program Files (x86)\Google\Chrome\Application\chrome.exe","72097792","1204","336","15","20181207143000.586800-480"
