"Name","Id","ProcessID","Path","StartTime","WorkingSetSize","Handle","HandleCount","ThreadCount","Company","Product","Description","PSComputerName","RunspaceId","PSShowComputerName"
"svchost","648","648","C:\Windows\system32\svchost.exe","5/24/2020 9:50:51 PM","2887680","2268","310","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"svchost","780","780","C:\Windows\System32\svchost.exe","5/24/2020 9:50:52 PM","10842112","2312","615","19","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"svchost","836","836","C:\Windows\system32\svchost.exe","5/24/2020 9:50:52 PM","18853888","2356","1396","31","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"svchost","904","904","C:\Windows\system32\svchost.exe","5/24/2020 9:50:52 PM","6594560","2400","499","20","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"svchost","956","956","C:\Windows\System32\svchost.exe","5/24/2020 9:50:52 PM","11579392","2444","373","15","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"svchost","1548","1548","C:\Windows\system32\svchost.exe","5/24/2020 9:50:56 PM","925696","2488","269","14","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"svchost","2304","2304","C:\Windows\System32\svchost.exe","5/26/2020 2:53:17 AM","3006464","2532","85","2","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"System","4","4",,"5/24/2020 9:50:44 PM","856064",,"614","127",,,,"Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"taskhost","2344","2344","C:\Windows\system32\taskhost.exe","5/24/2020 10:05:55 PM","8949760","2616","521","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"VSSVC","1792","1792","C:\Windows\system32\vssvc.exe","5/24/2020 9:50:58 PM","1658880","2660","117","2","Microsoft Corporation","Microsoft? Windows? Operating System","Microsoft? Volume Shadow Copy Service","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"wininit","464","464","C:\Windows\system32\wininit.exe","5/24/2020 9:50:48 PM","118784","2704","76","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Start-Up Application","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"winlogon","492","492","C:\Windows\system32\winlogon.exe","5/24/2020 9:50:48 PM","147456","2748","121","3","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"wsmprovhost","168","168","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:15:41 PM","60055552","2792","372","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-09","fdb7189d-bf56-4f06-93b3-a1895e7f9aad","True"
"csrss","400","400",,"5/24/2020 9:51:13 PM","2011136",,"271","9",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"csrss","452","452",,"5/24/2020 9:51:14 PM","651264",,"90","9",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"csrss","1604","1604",,"5/25/2020 8:57:52 AM","6594560",,"193","9",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"dwm","760","760","C:\Windows\system32\dwm.exe","5/24/2020 9:51:16 PM","14204928","1680","181","7","Microsoft Corporation","Microsoft? Windows? Operating System","Desktop Window Manager","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"dwm","1264","1264","C:\Windows\system32\dwm.exe","5/25/2020 8:57:55 AM","21196800","1724","186","8","Microsoft Corporation","Microsoft? Windows? Operating System","Desktop Window Manager","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"Idle","0","0",,,"4096",,"0","1",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"LogonUI","744","744","C:\Windows\system32\LogonUI.exe","5/24/2020 9:51:16 PM","20672512","1808","369","10","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon User Interface Host","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"lsass","556","556","C:\Windows\system32\lsass.exe","5/24/2020 9:51:15 PM","8744960","1852","983","7","Microsoft Corporation","Microsoft? Windows? Operating System","Local Security Authority Process","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"MsMpEng","1256","1256",,"5/24/2020 9:51:19 PM","39280640",,"517","19",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"NisSrv","4032","4032",,"5/27/2020 1:14:12 PM","3346432",,"259","5",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"notepad","2584","2584","C:\Windows\system32\notepad.exe","5/27/2020 1:15:26 PM","3850240","1976","70","1","Microsoft Corporation","Microsoft? Windows? Operating System","Notepad","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"notepad","3384","3384","C:\Windows\system32\notepad.exe","5/27/2020 1:15:15 PM","3846144","2020","70","1","Microsoft Corporation","Microsoft? Windows? Operating System","Notepad","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"rdpclip","2272","2272","C:\Windows\system32\rdpclip.exe","5/25/2020 8:57:56 AM","4464640","2068","219","5","Microsoft Corporation","Microsoft? Windows? Operating System","RDP Clipboard Monitor","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"SearchFilterHost","2672","2672","C:\Windows\system32\SearchFilterHost.exe","5/27/2020 1:13:54 PM","3989504","2112","97","2","Microsoft Corporation","Windows? Search","Microsoft Windows Search Filter Host","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"SearchIndexer","2300","2300","C:\Windows\system32\SearchIndexer.exe","5/24/2020 9:53:22 PM","16343040","2156","656","12","Microsoft Corporation","Windows? Search","Microsoft Windows Search Indexer","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"SearchProtocolHost","4012","4012","C:\Windows\system32\SearchProtocolHost.exe","5/27/2020 1:13:54 PM","4620288","2200","256","4","Microsoft Corporation","Windows? Search","Microsoft Windows Search Protocol Host","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"services","548","548",,"5/24/2020 9:51:15 PM","5271552",,"218","1",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"smss","312","312",,"5/24/2020 9:51:10 PM","520192",,"48","2",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"spoolsv","1000","1000","C:\Windows\System32\spoolsv.exe","5/24/2020 9:51:18 PM","6438912","2324","400","9","Microsoft Corporation","Microsoft? Windows? Operating System","Spooler SubSystem App","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","356","356","C:\Windows\system32\svchost.exe","5/24/2020 9:51:17 PM","19931136","2368","1132","47","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","448","448","C:\Windows\system32\svchost.exe","5/24/2020 9:51:18 PM","11526144","2412","489","22","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","612","612","C:\Windows\system32\svchost.exe","5/24/2020 9:51:16 PM","7663616","2456","435","8","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","640","640","C:\Windows\system32\svchost.exe","5/24/2020 9:51:16 PM","3993600","2500","336","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","776","776","C:\Windows\System32\svchost.exe","5/24/2020 9:51:17 PM","19165184","2544","688","20","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","828","828","C:\Windows\system32\svchost.exe","5/24/2020 9:51:17 PM","22196224","2588","1517","35","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","888","888","C:\Windows\system32\svchost.exe","5/24/2020 9:51:17 PM","8044544","2632","545","21","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","952","952","C:\Windows\System32\svchost.exe","5/24/2020 9:51:17 PM","17469440","1532","444","17","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","1384","1384","C:\Windows\system32\svchost.exe","5/25/2020 8:58:10 AM","2093056","1580","77","1","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","1736","1736","C:\Windows\system32\svchost.exe","5/24/2020 9:51:20 PM","1982464","2484","104","3","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"svchost","1784","1784","C:\Windows\system32\svchost.exe","5/24/2020 9:51:20 PM","2760704","2492","269","14","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Services","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"System","4","4",,"5/24/2020 9:51:10 PM","446464",,"661","106",,,,"Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"taskhost","2224","2224","C:\Windows\system32\taskhost.exe","5/24/2020 10:06:21 PM","13254656","1660","392","9","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"taskhostex","2340","2340","C:\Windows\system32\taskhostex.exe","5/25/2020 8:57:56 AM","6545408","2400","217","6","Microsoft Corporation","Microsoft? Windows? Operating System","Host Process for Windows Tasks","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"VSSVC","2012","2012","C:\Windows\system32\vssvc.exe","5/24/2020 9:51:23 PM","1933312","2196","112","2","Microsoft Corporation","Microsoft? Windows? Operating System","Microsoft? Volume Shadow Copy Service","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"wininit","460","460","C:\Windows\system32\wininit.exe","5/24/2020 9:51:14 PM","811008","2204","76","1","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Start-Up Application","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"winlogon","488","488","C:\Windows\system32\winlogon.exe","5/24/2020 9:51:14 PM","1036288","1740","121","3","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"winlogon","1128","1128","C:\Windows\system32\winlogon.exe","5/25/2020 8:57:52 AM","3375104","2224","150","2","Microsoft Corporation","Microsoft? Windows? Operating System","Windows Logon Application","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"wsmprovhost","2196","2196","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:15:41 PM","60055552","1768","377","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"wsmprovhost","2948","2948","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:55 PM","83714048","2356","729","10","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
"wsmprovhost","4028","4028","C:\Windows\system32\wsmprovhost.exe","5/27/2020 1:14:00 PM","83128320","1812","674","8","Microsoft Corporation","Microsoft? Windows? Operating System","Host process for WinRM plug-ins","Win81-05","f44db854-d6f3-4515-a30b-6e7fa9b06eaa","True"
